"MTU (UTC)","Generation - Solar [MW] Day Ahead/ BZN|DK1","Generation - Solar [MW] Intraday / BZN|DK1","Generation - Solar [MW] Current / BZN|DK1","Generation - Wind Offshore [MW] Day Ahead/ BZN|DK1","Generation - Wind Offshore [MW] Intraday / BZN|DK1","Generation - Wind Offshore [MW] Current / BZN|DK1","Generation - Wind Onshore [MW] Day Ahead/ BZN|DK1","Generation - Wind Onshore [MW] Intraday / BZN|DK1","Generation - Wind Onshore [MW] Current / BZN|DK1"
"12.01.2023 11:00 - 12.01.2023 12:00","62","66","63","638","303","270","1160","788","607"
"12.01.2023 12:00 - 12.01.2023 13:00","70","71","92","552","285","126","999","728","536"
"12.01.2023 13:00 - 12.01.2023 14:00","61","54","81","516","332","110","862","767","540"
"12.01.2023 14:00 - 12.01.2023 15:00","20","17","32","517","451","173","739","825","619"
"12.01.2023 15:00 - 12.01.2023 16:00","0","0","2","582","519","354","744","873","898"
"12.01.2023 16:00 - 12.01.2023 17:00","0","0","0","675","570","346","781","904","1096"
"12.01.2023 17:00 - 12.01.2023 18:00","0","0","0","811","687","507","774","865","1009"
"12.01.2023 18:00 - 12.01.2023 19:00","0","0","0","897","831","627","945","1076","1056"
"12.01.2023 19:00 - 12.01.2023 20:00","0","0","0","945","920","808","1338","1495","1163"
"12.01.2023 20:00 - 12.01.2023 21:00","0","0","0","1012","1033","970","1765","1918","1512"
"12.01.2023 21:00 - 12.01.2023 22:00","0","0","0","1072","1084","988","2032","2130","1906"
"12.01.2023 22:00 - 12.01.2023 23:00","0","0","0","1072","1104","1090","2140","2185","2138"
"12.01.2023 23:00 - 13.01.2023 00:00","0","N/A","0","1036","N/A","1043","2264","N/A","2156"
"13.01.2023 00:00 - 13.01.2023 01:00","0","N/A","0","1027","N/A","1075","2219","N/A","2188"
"13.01.2023 01:00 - 13.01.2023 02:00","0","N/A","0","985","N/A","1076","2145","N/A","2060"
"13.01.2023 02:00 - 13.01.2023 03:00","0","N/A","0","973","N/A","1044","2168","N/A","2052"
"13.01.2023 03:00 - 13.01.2023 04:00","0","N/A","0","1015","N/A","1050","2223","N/A","2117"
"13.01.2023 04:00 - 13.01.2023 05:00","0","N/A","0","1037","N/A","1092","2271","N/A","2187"
"13.01.2023 05:00 - 13.01.2023 06:00","0","N/A","0","1059","N/A","1075","2102","N/A","2011"
"13.01.2023 06:00 - 13.01.2023 07:00","0","N/A","0","1098","N/A","1116","1949","N/A","1867"
"13.01.2023 07:00 - 13.01.2023 08:00","0","N/A","0","1102","N/A","1122","2267","2493","2194"
"13.01.2023 08:00 - 13.01.2023 09:00","7","N/A","8","1083","N/A","1105","2499","2643","2512"
"13.01.2023 09:00 - 13.01.2023 10:00","21","N/A","36","1072","N/A","1127","2486","2577","2599"
"13.01.2023 10:00 - 13.01.2023 11:00","34","N/A","63","1066","N/A","1113","2576","2628","2714"
"13.01.2023 11:00 - 13.01.2023 12:00","40","N/A","65","1078","N/A","1083","2437","2522","2724"
"13.01.2023 12:00 - 13.01.2023 13:00","41","N/A","63","1086","N/A","1117","2308","2409","2735"
"13.01.2023 13:00 - 13.01.2023 14:00","30","N/A","41","1099","N/A","1121","2191","2283","2675"
"13.01.2023 14:00 - 13.01.2023 15:00","8","N/A","11","1103","N/A","1135","2024","2218","2580"
"13.01.2023 15:00 - 13.01.2023 16:00","0","N/A","5","1097","N/A","1118","2045","2231","2667"
"13.01.2023 16:00 - 13.01.2023 17:00","0","N/A","0","1084","N/A","1106","2113","2188","2541"
"13.01.2023 17:00 - 13.01.2023 18:00","0","N/A","0","1067","N/A","1110","1986","1971","2189"
"13.01.2023 18:00 - 13.01.2023 19:00","0","N/A","0","1066","N/A","1112","2044","2005","2375"
"13.01.2023 19:00 - 13.01.2023 20:00","0","N/A","0","1074","N/A","1106","2151","2120","2426"
"13.01.2023 20:00 - 13.01.2023 21:00","0","N/A","0","1068","N/A","1110","2313","2303","2766"
"13.01.2023 21:00 - 13.01.2023 22:00","0","N/A","0","1071","N/A","1089","2381","2348","2928"
"13.01.2023 22:00 - 13.01.2023 23:00","0","N/A","0","1070","N/A","1117","2362","2333","2790"
"13.01.2023 23:00 - 14.01.2023 00:00","0","N/A","0","1073","N/A","1107","2481","N/A","2760"
"14.01.2023 00:00 - 14.01.2023 01:00","0","N/A","0","1089","N/A","1100","2392","N/A","2756"
"14.01.2023 01:00 - 14.01.2023 02:00","0","N/A","0","1056","N/A","1102","2232","N/A","2666"
"14.01.2023 02:00 - 14.01.2023 03:00","0","N/A","0","1025","N/A","1023","2136","N/A","2527"
"14.01.2023 03:00 - 14.01.2023 04:00","0","N/A","0","1036","N/A","1088","2053","N/A","2240"
"14.01.2023 04:00 - 14.01.2023 05:00","0","N/A","0","1034","N/A","1103","1859","N/A","2055"
"14.01.2023 05:00 - 14.01.2023 06:00","0","N/A","0","1010","N/A","1028","1465","N/A","1829"
"14.01.2023 06:00 - 14.01.2023 07:00","0","N/A","0","986","N/A","977","1154","N/A","1608"
"14.01.2023 07:00 - 14.01.2023 08:00","1","1","1","959","856","860","1155","1469","1469"
"14.01.2023 08:00 - 14.01.2023 09:00","28","26","28","971","846","954","1154","1364","1240"
"14.01.2023 09:00 - 14.01.2023 10:00","77","76","92","944","918","928","1099","1209","1126"
"14.01.2023 10:00 - 14.01.2023 11:00","102","104","136","1000","954","1034","1215","1243","1218"
"14.01.2023 11:00 - 14.01.2023 12:00","89","96","107","1017","954","952","1286","1286","1295"
"14.01.2023 12:00 - 14.01.2023 13:00","54","65","70","1011","940","978","1465","1432","1572"
"14.01.2023 13:00 - 14.01.2023 14:00","25","33","23","1045","997","1116","1774","1731","1911"
"14.01.2023 14:00 - 14.01.2023 15:00","7","8","5","1084","1067","1058","2092","2123","2298"
"14.01.2023 15:00 - 14.01.2023 16:00","0","0","0","1089","1055","1032","2352","2491","2633"
"14.01.2023 16:00 - 14.01.2023 17:00","0","0","0","1092","1034","1028","2498","2766","2892"
"14.01.2023 17:00 - 14.01.2023 18:00","0","0","0","1088","1030","1078","2328","2637","2739"
"14.01.2023 18:00 - 14.01.2023 19:00","0","0","0","1065","1041","1001","2299","2557","3073"
"14.01.2023 19:00 - 14.01.2023 20:00","0","0","0","1046","1057","1089","2289","2472","2745"
"14.01.2023 20:00 - 14.01.2023 21:00","0","0","0","1032","1055","1102","2408","2486","2644"
"14.01.2023 21:00 - 14.01.2023 22:00","0","0","0","1047","1079","1030","2477","2423","2698"
"14.01.2023 22:00 - 14.01.2023 23:00","0","0","0","1063","1098","1076","2495","2370","2598"
"14.01.2023 23:00 - 15.01.2023 00:00","0","N/A","0","1053","N/A","1003","2548","N/A","2621"
"15.01.2023 00:00 - 15.01.2023 01:00","0","N/A","0","1073","N/A","1106","2547","N/A","2624"
"15.01.2023 01:00 - 15.01.2023 02:00","0","N/A","0","1015","N/A","1079","2549","N/A","2545"
"15.01.2023 02:00 - 15.01.2023 03:00","0","N/A","0","992","N/A","1018","2593","N/A","2850"
"15.01.2023 03:00 - 15.01.2023 04:00","0","N/A","0","1013","N/A","1010","2647","N/A","2938"
"15.01.2023 04:00 - 15.01.2023 05:00","0","N/A","0","1033","N/A","1020","2684","N/A","3010"
"15.01.2023 05:00 - 15.01.2023 06:00","0","N/A","0","1035","N/A","1010","2459","N/A","2948"
"15.01.2023 06:00 - 15.01.2023 07:00","0","N/A","0","1060","N/A","1079","2239","N/A","3027"
"15.01.2023 07:00 - 15.01.2023 08:00","1","1","1","1080","1014","1023","2548","3580","3580"
"15.01.2023 08:00 - 15.01.2023 09:00","27","22","20","1047","980","931","2703","3574","3327"
"15.01.2023 09:00 - 15.01.2023 10:00","79","67","92","1018","938","900","2625","3242","3297"
"15.01.2023 10:00 - 15.01.2023 11:00","116","96","127","917","849","807","2697","3066","3367"
"15.01.2023 11:00 - 15.01.2023 12:00","100","94","129","824","872","886","2578","2771","3368"
"15.01.2023 12:00 - 15.01.2023 13:00","64","75","96","916","918","869","2489","2672","3379"
"15.01.2023 13:00 - 15.01.2023 14:00","40","50","54","994","921","1039","2376","2731","3336"
"15.01.2023 14:00 - 15.01.2023 15:00","12","14","14","1004","984","985","2303","2789","3066"
"15.01.2023 15:00 - 15.01.2023 16:00","0","0","3","988","1008","1023","2367","2910","3109"
"15.01.2023 16:00 - 15.01.2023 17:00","0","0","0","1008","993","1057","2402","2968","3145"
"15.01.2023 17:00 - 15.01.2023 18:00","0","0","0","1029","1021","1108","2176","2666","3042"
"15.01.2023 18:00 - 15.01.2023 19:00","0","0","0","1040","1041","1055","2170","2587","3413"
"15.01.2023 19:00 - 15.01.2023 20:00","0","0","0","1016","1055","1110","2424","2575","3364"
"15.01.2023 20:00 - 15.01.2023 21:00","0","0","0","1014","1077","1098","2597","2670","3243"
"15.01.2023 21:00 - 15.01.2023 22:00","0","0","0","1035","1112","1065","2575","2566","3034"
"15.01.2023 22:00 - 15.01.2023 23:00","0","0","0","1040","1098","1054","2515","2399","2882"
"15.01.2023 23:00 - 16.01.2023 00:00","0","N/A","0","1059","N/A","1055","2288","N/A","2559"
"16.01.2023 00:00 - 16.01.2023 01:00","0","N/A","0","1019","N/A","1086","2036","N/A","2162"
"16.01.2023 01:00 - 16.01.2023 02:00","0","N/A","0","959","N/A","1012","1723","N/A","1829"
"16.01.2023 02:00 - 16.01.2023 03:00","0","N/A","0","901","N/A","848","1440","N/A","1414"
"16.01.2023 03:00 - 16.01.2023 04:00","0","N/A","0","738","N/A","645","1194","N/A","1188"
"16.01.2023 04:00 - 16.01.2023 05:00","0","N/A","0","585","N/A","434","939","N/A","978"
"16.01.2023 05:00 - 16.01.2023 06:00","0","N/A","0","485","N/A","408","732","N/A","636"
"16.01.2023 06:00 - 16.01.2023 07:00","0","N/A","0","428","N/A","333","650","N/A","676"
"16.01.2023 07:00 - 16.01.2023 08:00","1","1","1","460","551","586","755","961","961"
"16.01.2023 08:00 - 16.01.2023 09:00","26","33","34","529","665","685","795","986","954"
"16.01.2023 09:00 - 16.01.2023 10:00","75","101","110","521","769","873","742","905","925"
"16.01.2023 10:00 - 16.01.2023 11:00","106","161","180","672","840","949","745","913","872"
"16.01.2023 11:00 - 16.01.2023 12:00","113","175","166","823","822","787","762","903","842"
"16.01.2023 12:00 - 16.01.2023 13:00","100","137","136","862","777","857","738","903","806"
"16.01.2023 13:00 - 16.01.2023 14:00","73","89","78","774","703","825","682","846","624"
"16.01.2023 14:00 - 16.01.2023 15:00","24","28","25","659","717","704","603","765","509"
"16.01.2023 15:00 - 16.01.2023 16:00","0","1","2","575","733","743","619","816","716"
"16.01.2023 16:00 - 16.01.2023 17:00","0","0","1","520","806","795","673","995","1020"
"16.01.2023 17:00 - 16.01.2023 18:00","0","0","1","447","729","835","674","1069","1210"
"16.01.2023 18:00 - 16.01.2023 19:00","0","0","2","475","661","794","675","1069","1383"
"16.01.2023 19:00 - 16.01.2023 20:00","0","0","2","546","587","676","552","1004","1305"
"16.01.2023 20:00 - 16.01.2023 21:00","0","0","1","599","525","789","505","996","1337"
"16.01.2023 21:00 - 16.01.2023 22:00","0","0","0","628","474","982","489","950","1385"
"16.01.2023 22:00 - 16.01.2023 23:00","0","0","0","687","431","744","504","947","1369"
"16.01.2023 23:00 - 17.01.2023 00:00","0","N/A","0","658","N/A","640","1405","N/A","1267"
"17.01.2023 00:00 - 17.01.2023 01:00","0","N/A","0","591","N/A","473","1299","N/A","1142"
"17.01.2023 01:00 - 17.01.2023 02:00","0","N/A","0","564","N/A","472","1093","N/A","992"
"17.01.2023 02:00 - 17.01.2023 03:00","0","N/A","0","633","N/A","375","925","N/A","937"
"17.01.2023 03:00 - 17.01.2023 04:00","0","N/A","0","840","N/A","555","844","N/A","876"
"17.01.2023 04:00 - 17.01.2023 05:00","0","N/A","0","828","N/A","771","814","N/A","776"
"17.01.2023 05:00 - 17.01.2023 06:00","0","N/A","0","897","N/A","1094","744","N/A","600"
"17.01.2023 06:00 - 17.01.2023 07:00","0","N/A","0","996","N/A","1156","696","N/A","600"
"17.01.2023 07:00 - 17.01.2023 08:00","0","0","0","1059","1137","1130","796","853","853"
"17.01.2023 08:00 - 17.01.2023 09:00","8","11","22","1123","1093","1067","832","1035","1009"
"17.01.2023 09:00 - 17.01.2023 10:00","26","35","34","1117","1028","1096","812","1101","1085"
"17.01.2023 10:00 - 17.01.2023 11:00","48","60","55","1048","957","1040","819","1130","1023"
"17.01.2023 11:00 - 17.01.2023 12:00","73","78","60","855","838","1007","889","1175","1055"
"17.01.2023 12:00 - 17.01.2023 13:00","86","81","81","763","638","814","919","1114","969"
"17.01.2023 13:00 - 17.01.2023 14:00","71","66","86","792","459","533","942","1049","1122"
"17.01.2023 14:00 - 17.01.2023 15:00","24","24","30","744","435","401","938","1070","1037"
"17.01.2023 15:00 - 17.01.2023 16:00","1","1","10","680","685","482","931","1114","1086"
"17.01.2023 16:00 - 17.01.2023 17:00","0","0","2","632","807","593","933","1125","1207"
"17.01.2023 17:00 - 17.01.2023 18:00","0","0","2","647","928","770","902","1044","954"
"17.01.2023 18:00 - 17.01.2023 19:00","0","0","1","750","1011","764","974","1106","1038"
"17.01.2023 19:00 - 17.01.2023 20:00","0","0","1","873","1073","326","1059","1185","1062"
"17.01.2023 20:00 - 17.01.2023 21:00","0","0","1","918","1102","332","1176","1284","1146"
"17.01.2023 21:00 - 17.01.2023 22:00","0","0","1","980","1085","509","1279","1328","1252"
"17.01.2023 22:00 - 17.01.2023 23:00","0","0","0","1027","1029","643","1341","1448","1278"
"17.01.2023 23:00 - 18.01.2023 00:00","0","N/A","0","958","N/A","905","1599","N/A","1501"
"18.01.2023 00:00 - 18.01.2023 01:00","0","N/A","0","983","N/A","637","1593","N/A","1407"
"18.01.2023 01:00 - 18.01.2023 02:00","0","N/A","0","981","N/A","913","1598","N/A","1649"
"18.01.2023 02:00 - 18.01.2023 03:00","0","N/A","0","922","N/A","1002","1639","N/A","1540"
"18.01.2023 03:00 - 18.01.2023 04:00","0","N/A","0","849","N/A","964","1631","N/A","1610"
"18.01.2023 04:00 - 18.01.2023 05:00","0","N/A","0","796","N/A","975","1542","N/A","1725"
"18.01.2023 05:00 - 18.01.2023 06:00","0","N/A","0","732","N/A","782","1303","N/A","1503"
"18.01.2023 06:00 - 18.01.2023 07:00","0","N/A","0","739","N/A","877","1082","N/A","1495"
"18.01.2023 07:00 - 18.01.2023 08:00","3","3","3","784","762","747","1093","1583","1583"
"18.01.2023 08:00 - 18.01.2023 09:00","58","54","51","744","781","764","1080","1520","1347"
"18.01.2023 09:00 - 18.01.2023 10:00","155","148","130","768","704","731","1015","1357","1096"
"18.01.2023 10:00 - 18.01.2023 11:00","234","242","211","824","636","787","1016","1307","1135"
"18.01.2023 11:00 - 18.01.2023 12:00","279","273","272","814","615","969","917","1172","1070"
"18.01.2023 12:00 - 18.01.2023 13:00","256","239","216","801","746","917","854","1072","939"
"18.01.2023 13:00 - 18.01.2023 14:00","181","156","174","675","878","902","780","959","744"
"18.01.2023 14:00 - 18.01.2023 15:00","55","46","55","579","824","808","692","883","595"
"18.01.2023 15:00 - 18.01.2023 16:00","1","1","8","568","693","493","692","867","690"
"18.01.2023 16:00 - 18.01.2023 17:00","0","0","0","569","742","678","736","855","748"
"18.01.2023 17:00 - 18.01.2023 18:00","0","0","0","548","760","823","712","737","810"
"18.01.2023 18:00 - 18.01.2023 19:00","0","0","0","549","758","867","777","711","929"
"18.01.2023 19:00 - 18.01.2023 20:00","0","0","0","553","793","831","836","743","949"
"18.01.2023 20:00 - 18.01.2023 21:00","0","0","0","494","845","836","843","783","969"
"18.01.2023 21:00 - 18.01.2023 22:00","0","0","0","466","872","912","789","781","901"
"18.01.2023 22:00 - 18.01.2023 23:00","0","0","0","489","824","916","707","754","774"
"18.01.2023 23:00 - 19.01.2023 00:00","0","N/A","0","708","N/A","833","986","N/A","879"
"19.01.2023 00:00 - 19.01.2023 01:00","0","N/A","0","628","N/A","748","981","N/A","914"
"19.01.2023 01:00 - 19.01.2023 02:00","0","N/A","0","641","N/A","731","908","N/A","928"
"19.01.2023 02:00 - 19.01.2023 03:00","0","N/A","0","667","N/A","830","825","N/A","930"
"19.01.2023 03:00 - 19.01.2023 04:00","0","N/A","0","710","N/A","867","745","N/A","860"
"19.01.2023 04:00 - 19.01.2023 05:00","0","N/A","0","665","N/A","711","669","N/A","810"
"19.01.2023 05:00 - 19.01.2023 06:00","0","N/A","0","713","N/A","649","574","N/A","740"
"19.01.2023 06:00 - 19.01.2023 07:00","0","N/A","0","790","N/A","675","504","N/A","711"
"19.01.2023 07:00 - 19.01.2023 08:00","1","1","1","668","650","641","541","807","807"
"19.01.2023 08:00 - 19.01.2023 09:00","17","28","25","613","618","482","546","799","706"
"19.01.2023 09:00 - 19.01.2023 10:00","52","77","33","586","570","413","526","732","546"
"19.01.2023 10:00 - 19.01.2023 11:00","94","139","70","532","487","405","481","654","446"
"19.01.2023 11:00 - 19.01.2023 12:00","119","167","102","455","423","358","474","634","357"
"19.01.2023 12:00 - 19.01.2023 13:00","122","161","134","366","337","337","448","566","254"
"19.01.2023 13:00 - 19.01.2023 14:00","99","117","86","318","194","104","404","457","191"
"19.01.2023 14:00 - 19.01.2023 15:00","33","38","28","242","65","7","363","365","141"
"19.01.2023 15:00 - 19.01.2023 16:00","1","1","3","269","67","2","355","323","100"
"19.01.2023 16:00 - 19.01.2023 17:00","0","0","0","401","106","8","344","297","86"
"19.01.2023 17:00 - 19.01.2023 18:00","0","0","0","470","208","44","304","238","95"
"19.01.2023 18:00 - 19.01.2023 19:00","0","0","0","531","191","47","286","190","85"
"19.01.2023 19:00 - 19.01.2023 20:00","0","0","0","551","202","65","301","156","62"
"19.01.2023 20:00 - 19.01.2023 21:00","0","0","0","512","189","218","283","135","39"
"19.01.2023 21:00 - 19.01.2023 22:00","0","0","0","499","147","73","251","119","41"
"19.01.2023 22:00 - 19.01.2023 23:00","0","0","0","483","81","27","219","123","24"
"19.01.2023 23:00 - 20.01.2023 00:00","0","N/A","0","48","N/A","67","42","N/A","24"
"20.01.2023 00:00 - 20.01.2023 01:00","0","N/A","0","50","N/A","44","41","N/A","22"
"20.01.2023 01:00 - 20.01.2023 02:00","0","N/A","0","48","N/A","30","44","N/A","33"
"20.01.2023 02:00 - 20.01.2023 03:00","0","N/A","0","46","N/A","16","49","N/A","27"
"20.01.2023 03:00 - 20.01.2023 04:00","0","N/A","0","46","N/A","12","59","N/A","27"
"20.01.2023 04:00 - 20.01.2023 05:00","0","N/A","0","67","N/A","16","83","N/A","32"
"20.01.2023 05:00 - 20.01.2023 06:00","0","N/A","0","81","N/A","49","92","N/A","33"
"20.01.2023 06:00 - 20.01.2023 07:00","0","N/A","0","85","N/A","23","91","N/A","55"
"20.01.2023 07:00 - 20.01.2023 08:00","3","4","4","96","10","9","113","84","84"
"20.01.2023 08:00 - 20.01.2023 09:00","51","64","59","112","17","6","133","113","99"
"20.01.2023 09:00 - 20.01.2023 10:00","137","162","92","84","30","28","142","123","95"
"20.01.2023 10:00 - 20.01.2023 11:00","219","237","139","59","47","46","158","143","123"
"20.01.2023 11:00 - 20.01.2023 12:00","265","273","247","59","69","29","182","161","169"
"20.01.2023 12:00 - 20.01.2023 13:00","251","256","261","82","63","54","199","182","189"
"20.01.2023 13:00 - 20.01.2023 14:00","176","182","172","120","93","77","205","194","185"
"20.01.2023 14:00 - 20.01.2023 15:00","55","57","57","157","113","61","209","201","208"
"20.01.2023 15:00 - 20.01.2023 16:00","1","1","10","156","124","122","240","233","290"
"20.01.2023 16:00 - 20.01.2023 17:00","0","0","0","156","145","185","272","278","347"
"20.01.2023 17:00 - 20.01.2023 18:00","0","0","0","173","201","163","257","282","351"
"20.01.2023 18:00 - 20.01.2023 19:00","0","0","0","194","230","177","257","308","404"
"20.01.2023 19:00 - 20.01.2023 20:00","0","0","0","190","261","156","260","331","416"
"20.01.2023 20:00 - 20.01.2023 21:00","0","0","0","178","282","188","275","348","360"
"20.01.2023 21:00 - 20.01.2023 22:00","0","0","0","170","293","176","290","349","353"
"20.01.2023 22:00 - 20.01.2023 23:00","0","0","0","168","281","210","299","313","349"
"20.01.2023 23:00 - 21.01.2023 00:00","0","N/A","0","224","N/A","195","362","N/A","378"
"21.01.2023 00:00 - 21.01.2023 01:00","0","N/A","0","238","N/A","257","339","N/A","395"
"21.01.2023 01:00 - 21.01.2023 02:00","0","N/A","0","260","N/A","244","318","N/A","404"
"21.01.2023 02:00 - 21.01.2023 03:00","0","N/A","0","242","N/A","228","313","N/A","425"
"21.01.2023 03:00 - 21.01.2023 04:00","0","N/A","0","252","N/A","234","312","N/A","425"
"21.01.2023 04:00 - 21.01.2023 05:00","0","N/A","0","273","N/A","288","304","N/A","434"
"21.01.2023 05:00 - 21.01.2023 06:00","0","N/A","0","280","N/A","251","274","N/A","464"
"21.01.2023 06:00 - 21.01.2023 07:00","0","N/A","0","285","N/A","229","239","N/A","437"
"21.01.2023 07:00 - 21.01.2023 08:00","4","4","4","214","161","162","247","461","461"
"21.01.2023 08:00 - 21.01.2023 09:00","63","74","69","181","109","144","235","415","379"
"21.01.2023 09:00 - 21.01.2023 10:00","158","193","162","166","95","144","207","350","266"
"21.01.2023 10:00 - 21.01.2023 11:00","236","291","285","157","119","125","178","311","203"
"21.01.2023 11:00 - 21.01.2023 12:00","275","330","359","146","127","158","146","266","140"
"21.01.2023 12:00 - 21.01.2023 13:00","263","307","337","120","109","103","135","254","118"
"21.01.2023 13:00 - 21.01.2023 14:00","193","222","242","102","83","101","135","252","101"
"21.01.2023 14:00 - 21.01.2023 15:00","64","71","72","99","89","62","139","256","95"
