"MTU (UTC)","Generation - Solar [MW] Day Ahead/ BZN|DK1","Generation - Solar [MW] Intraday / BZN|DK1","Generation - Solar [MW] Current / BZN|DK1","Generation - Wind Offshore [MW] Day Ahead/ BZN|DK1","Generation - Wind Offshore [MW] Intraday / BZN|DK1","Generation - Wind Offshore [MW] Current / BZN|DK1","Generation - Wind Onshore [MW] Day Ahead/ BZN|DK1","Generation - Wind Onshore [MW] Intraday / BZN|DK1","Generation - Wind Onshore [MW] Current / BZN|DK1"
"24.10.2024 08:00 - 24.10.2024 09:00","457","426","325","628","653","428","695","948","943"
"24.10.2024 09:00 - 24.10.2024 10:00","631","574","458","598","635","351","639","865","869"
"24.10.2024 10:00 - 24.10.2024 11:00","744","691","598","578","612","364","600","788","736"
"24.10.2024 11:00 - 24.10.2024 12:00","791","742","684","575","592","384","570","699","556"
"24.10.2024 12:00 - 24.10.2024 13:00","710","690","741","603","605","521","546","631","439"
"24.10.2024 13:00 - 24.10.2024 14:00","549","553","612","623","616","521","527","594","396"
"24.10.2024 14:00 - 24.10.2024 15:00","329","327","453","622","623","525","468","543","389"
"24.10.2024 15:00 - 24.10.2024 16:00","53","51","97","622","635","523","452","514","395"
"24.10.2024 16:00 - 24.10.2024 17:00","1","1","9","636","646","544","517","589","568"
"24.10.2024 17:00 - 24.10.2024 18:00","0","0","5","667","672","637","559","661","797"
"24.10.2024 18:00 - 24.10.2024 19:00","0","0","5","703","712","769","649","757","1055"
"24.10.2024 19:00 - 24.10.2024 20:00","0","0","5","734","749","733","804","882","1046"
"24.10.2024 20:00 - 24.10.2024 21:00","0","0","5","746","767","771","870","953","1074"
"24.10.2024 21:00 - 24.10.2024 22:00","0","0","5","742","770","746","871","952","960"
"24.10.2024 22:00 - 24.10.2024 23:00","0","4","4","709","739","719","883","805","805"
"24.10.2024 23:00 - 25.10.2024 00:00","0","5","5","660","522","522","753","775","775"
"25.10.2024 00:00 - 25.10.2024 01:00","0","5","5","609","510","510","632","675","675"
"25.10.2024 01:00 - 25.10.2024 02:00","0","4","4","573","457","457","567","619","619"
"25.10.2024 02:00 - 25.10.2024 03:00","0","4","4","565","434","434","541","573","573"
"25.10.2024 03:00 - 25.10.2024 04:00","0","4","4","544","455","455","524","583","583"
"25.10.2024 04:00 - 25.10.2024 05:00","0","5","5","530","322","322","475","517","517"
"25.10.2024 05:00 - 25.10.2024 06:00","0","7","7","524","375","382","394","438","438"
"25.10.2024 06:00 - 25.10.2024 07:00","13","17","17","497","433","430","327","357","357"
"25.10.2024 07:00 - 25.10.2024 08:00","195","166","172","493","466","345","339","363","274"
"25.10.2024 08:00 - 25.10.2024 09:00","364","326","205","502","489","336","311","326","194"
"25.10.2024 09:00 - 25.10.2024 10:00","432","426","271","484","457","335","249","275","194"
"25.10.2024 10:00 - 25.10.2024 11:00","448","464","338","444","409","224","210","256","243"
"25.10.2024 11:00 - 25.10.2024 12:00","417","454","451","411","400","168","195","265","218"
"25.10.2024 12:00 - 25.10.2024 13:00","363","406","411","406","397","240","196","262","186"
"25.10.2024 13:00 - 25.10.2024 14:00","287","317","182","411","373","230","204","237","185"
"25.10.2024 14:00 - 25.10.2024 15:00","159","161","91","390","310","148","177","186","185"
"25.10.2024 15:00 - 25.10.2024 16:00","22","22","2","319","238","141","143","159","186"
"25.10.2024 16:00 - 25.10.2024 17:00","1","1","8","265","183","81","127","150","180"
"25.10.2024 17:00 - 25.10.2024 18:00","0","0","5","249","144","94","112","128","169"
"25.10.2024 18:00 - 25.10.2024 19:00","0","0","5","243","129","132","122","123","169"
"25.10.2024 19:00 - 25.10.2024 20:00","0","0","5","230","122","110","139","131","141"
"25.10.2024 20:00 - 25.10.2024 21:00","0","0","5","202","101","148","142","133","127"
"25.10.2024 21:00 - 25.10.2024 22:00","0","0","5","187","84","112","128","122","126"
"25.10.2024 22:00 - 25.10.2024 23:00","0","4","4","115","68","68","121","97","97"
"25.10.2024 23:00 - 26.10.2024 00:00","0","4","4","82","65","65","104","63","63"
"26.10.2024 00:00 - 26.10.2024 01:00","0","4","4","73","48","48","84","48","48"
"26.10.2024 01:00 - 26.10.2024 02:00","0","4","4","70","39","39","78","60","60"
"26.10.2024 02:00 - 26.10.2024 03:00","0","5","5","77","22","22","76","67","67"
"26.10.2024 03:00 - 26.10.2024 04:00","0","5","5","86","37","37","72","57","57"
"26.10.2024 04:00 - 26.10.2024 05:00","0","5","5","91","27","27","68","55","55"
"26.10.2024 05:00 - 26.10.2024 06:00","0","5","5","91","41","41","59","40","40"
"26.10.2024 06:00 - 26.10.2024 07:00","8","12","12","100","36","32","51","39","39"
"26.10.2024 07:00 - 26.10.2024 08:00","148","140","151","138","91","40","63","51","45"
"26.10.2024 08:00 - 26.10.2024 09:00","320","304","344","204","163","88","87","74","41"
"26.10.2024 09:00 - 26.10.2024 10:00","459","410","589","241","245","135","112","117","52"
"26.10.2024 10:00 - 26.10.2024 11:00","550","491","835","271","302","115","144","166","80"
"26.10.2024 11:00 - 26.10.2024 12:00","573","485","803","312","360","234","202","219","120"
"26.10.2024 12:00 - 26.10.2024 13:00","531","441","621","366","432","269","259","260","143"
"26.10.2024 13:00 - 26.10.2024 14:00","418","341","440","414","457","270","282","287","168"
"26.10.2024 14:00 - 26.10.2024 15:00","227","193","187","447","464","335","271","287","170"
"26.10.2024 15:00 - 26.10.2024 16:00","27","24","19","493","503","393","312","340","271"
"26.10.2024 16:00 - 26.10.2024 17:00","1","1","2","533","563","455","424","485","470"
"26.10.2024 17:00 - 26.10.2024 18:00","0","0","5","589","617","576","526","627","657"
"26.10.2024 18:00 - 26.10.2024 19:00","0","0","4","665","655","627","686","770","911"
"26.10.2024 19:00 - 26.10.2024 20:00","0","0","4","735","694","791","880","921","1035"
"26.10.2024 20:00 - 26.10.2024 21:00","0","0","4","781","744","754","1068","1064","1045"
"26.10.2024 21:00 - 26.10.2024 22:00","0","0","5","805","788","786","1157","1156","1191"
"26.10.2024 22:00 - 26.10.2024 23:00","0","4","4","787","924","918","1311","1296","1294"
"26.10.2024 23:00 - 27.10.2024 00:00","0","4","4","795","914","914","1413","1365","1365"
"27.10.2024 00:00 - 27.10.2024 01:00","0","0","","752","910","910","1373","1621","1621"
"27.10.2024 01:00 - 27.10.2024 02:00","0","0","0","646","781","781","1173","1449","1449"
"27.10.2024 02:00 - 27.10.2024 03:00","0","0","0","579","388","388","935","1133","1133"
"27.10.2024 03:00 - 27.10.2024 04:00","0","2","2","520","619","619","725","644","644"
"27.10.2024 04:00 - 27.10.2024 05:00","0","4","4","510","639","639","538","603","603"
"27.10.2024 05:00 - 27.10.2024 06:00","0","4","4","548","396","396","443","621","621"
"27.10.2024 06:00 - 27.10.2024 07:00","2","7","7","579","570","570","505","555","555"
"27.10.2024 07:00 - 27.10.2024 08:00","52","46","46","604","721","730","764","658","657"
"27.10.2024 08:00 - 27.10.2024 09:00","144","133","101","635","754","805","1119","1024","986"
"27.10.2024 09:00 - 27.10.2024 10:00","279","260","211","672","723","731","1261","1293","1473"
"27.10.2024 10:00 - 27.10.2024 11:00","471","464","466","717","711","719","1390","1532","1668"
"27.10.2024 11:00 - 27.10.2024 12:00","668","608","651","744","745","724","1431","1596","1822"
"27.10.2024 12:00 - 27.10.2024 13:00","720","688","843","740","771","744","1449","1591","1977"
"27.10.2024 13:00 - 27.10.2024 14:00","583","558","760","731","756","942","1418","1516","2068"
"27.10.2024 14:00 - 27.10.2024 15:00","308","294","326","733","733","861","1304","1368","1877"
"27.10.2024 15:00 - 27.10.2024 16:00","33","32","94","737","732","761","1151","1188","1479"
"27.10.2024 16:00 - 27.10.2024 17:00","1","1","3","722","711","672","974","1019","1135"
"27.10.2024 17:00 - 27.10.2024 18:00","0","0","5","678","665","645","772","838","1013"
"27.10.2024 18:00 - 27.10.2024 19:00","0","0","5","646","611","564","713","779","985"
"27.10.2024 19:00 - 27.10.2024 20:00","0","0","5","640","591","578","766","763","983"
"27.10.2024 20:00 - 27.10.2024 21:00","0","0","5","640","592","598","806","783","1010"
"27.10.2024 21:00 - 27.10.2024 22:00","0","0","5","646","598","560","799","809","1239"
"27.10.2024 22:00 - 27.10.2024 23:00","0","0","5","669","724","724","830","843","1265"
"27.10.2024 23:00 - 28.10.2024 00:00","0","0","0","719","779","779","992","1215","1215"
"28.10.2024 00:00 - 28.10.2024 01:00","0","5","5","729","814","814","978","1227","1227"
"28.10.2024 01:00 - 28.10.2024 02:00","0","5","5","709","874","874","940","1123","1123"
"28.10.2024 02:00 - 28.10.2024 03:00","0","5","5","686","852","852","877","944","944"
"28.10.2024 03:00 - 28.10.2024 04:00","0","5","5","657","770","770","776","846","846"
"28.10.2024 04:00 - 28.10.2024 05:00","0","5","5","630","523","523","624","799","799"
"28.10.2024 05:00 - 28.10.2024 06:00","0","5","5","614","609","609","488","651","651"
"28.10.2024 06:00 - 28.10.2024 07:00","3","8","8","604","684","693","427","695","695"
"28.10.2024 07:00 - 28.10.2024 08:00","51","51","51","593","659","631","470","814","814"
"28.10.2024 08:00 - 28.10.2024 09:00","120","89","100","589","645","669","513","846","775"
"28.10.2024 09:00 - 28.10.2024 10:00","180","112","148","579","563","735","522","802","755"
"28.10.2024 10:00 - 28.10.2024 11:00","185","124","164","538","508","533","555","718","773"
"28.10.2024 11:00 - 28.10.2024 12:00","168","125","166","499","431","442","493","566","624"
"28.10.2024 12:00 - 28.10.2024 13:00","147","119","182","477","366","282","442","442","435"
"28.10.2024 13:00 - 28.10.2024 14:00","108","104","152","438","339","269","379","341","342"
"28.10.2024 14:00 - 28.10.2024 15:00","62","59","70","396","319","403","325","256","264"
"28.10.2024 15:00 - 28.10.2024 16:00","6","6","20","349","277","366","272","200","221"
"28.10.2024 16:00 - 28.10.2024 17:00","0","0","9","309","221","264","215","159","153"
"28.10.2024 17:00 - 28.10.2024 18:00","0","0","5","274","180","244","166","121","115"
"28.10.2024 18:00 - 28.10.2024 19:00","0","0","5","241","156","106","143","102","100"
"28.10.2024 19:00 - 28.10.2024 20:00","0","0","5","217","130","60","130","92","93"
"28.10.2024 20:00 - 28.10.2024 21:00","0","0","5","194","106","45","111","83","78"
"28.10.2024 21:00 - 28.10.2024 22:00","0","0","5","172","86","52","94","73","47"
"28.10.2024 22:00 - 28.10.2024 23:00","0","0","5","150","74","41","88","65","32"
"28.10.2024 23:00 - 29.10.2024 00:00","0","4","5","13","25","25","50","18","18"
"29.10.2024 00:00 - 29.10.2024 01:00","0","4","5","11","30","30","39","20","20"
"29.10.2024 01:00 - 29.10.2024 02:00","0","5","5","11","41","41","37","17","17"
"29.10.2024 02:00 - 29.10.2024 03:00","0","5","5","13","49","49","43","21","21"
"29.10.2024 03:00 - 29.10.2024 04:00","0","5","5","15","53","53","45","22","22"
"29.10.2024 04:00 - 29.10.2024 05:00","0","5","5","22","47","47","42","25","25"
"29.10.2024 05:00 - 29.10.2024 06:00","0","5","5","33","90","90","38","18","18"
"29.10.2024 06:00 - 29.10.2024 07:00","3","8","8","39","37","37","37","33","33"
"29.10.2024 07:00 - 29.10.2024 08:00","58","60","60","47","42","41","44","55","55"
"29.10.2024 08:00 - 29.10.2024 09:00","148","135","142","60","36","27","53","81","62"
"29.10.2024 09:00 - 29.10.2024 10:00","203","190","274","74","46","35","70","100","59"
"29.10.2024 10:00 - 29.10.2024 11:00","233","236","327","81","72","45","96","140","98"
"29.10.2024 11:00 - 29.10.2024 12:00","242","247","279","89","100","33","134","185","154"
"29.10.2024 12:00 - 29.10.2024 13:00","220","224","246","96","129","56","178","237","210"
"29.10.2024 13:00 - 29.10.2024 14:00","174","166","164","120","167","103","216","278","293"
"29.10.2024 14:00 - 29.10.2024 15:00","83","79","99","165","213","121","231","297","371"
"29.10.2024 15:00 - 29.10.2024 16:00","7","7","16","206","254","109","254","334","424"
"29.10.2024 16:00 - 29.10.2024 17:00","0","0","4","258","292","179","275","369","455"
"29.10.2024 17:00 - 29.10.2024 18:00","0","0","5","285","310","204","276","393","473"
"29.10.2024 18:00 - 29.10.2024 19:00","0","0","6","304","339","313","333","486","611"
"29.10.2024 19:00 - 29.10.2024 20:00","0","0","5","364","395","388","458","605","706"
"29.10.2024 20:00 - 29.10.2024 21:00","0","0","4","445","459","399","620","734","892"
"29.10.2024 21:00 - 29.10.2024 22:00","0","0","5","489","535","507","747","873","1288"
"29.10.2024 22:00 - 29.10.2024 23:00","0","0","4","535","599","625","857","994","1195"
"29.10.2024 23:00 - 30.10.2024 00:00","0","4","4","566","650","650","1237","1413","1413"
"30.10.2024 00:00 - 30.10.2024 01:00","0","4","4","632","627","627","1425","1580","1580"
"30.10.2024 01:00 - 30.10.2024 02:00","0","4","4","698","754","754","1561","1884","1884"
"30.10.2024 02:00 - 30.10.2024 03:00","0","4","4","756","861","861","1601","1964","1964"
"30.10.2024 03:00 - 30.10.2024 04:00","0","4","4","794","711","711","1607","1889","1889"
"30.10.2024 04:00 - 30.10.2024 05:00","0","4","4","801","727","727","1560","1911","1911"
"30.10.2024 05:00 - 30.10.2024 06:00","0","5","5","804","818","818","1393","1791","1791"
"30.10.2024 06:00 - 30.10.2024 07:00","7","12","12","821","899","899","1332","1952","1952"
"30.10.2024 07:00 - 30.10.2024 08:00","166","191","191","844","948","955","1508","2137","2137"
"30.10.2024 08:00 - 30.10.2024 09:00","409","456","417","852","923","992","1619","2164","2002"
"30.10.2024 09:00 - 30.10.2024 10:00","565","598","580","850","916","949","1726","2194","2175"
"30.10.2024 10:00 - 30.10.2024 11:00","642","659","720","847","900","903","1816","2306","2357"
"30.10.2024 11:00 - 30.10.2024 12:00","630","670","824","839","869","841","1744","2254","2502"
"30.10.2024 12:00 - 30.10.2024 13:00","565","583","754","822","839","775","1663","2188","2427"
"30.10.2024 13:00 - 30.10.2024 14:00","433","428","444","808","833","819","1569","2095","2290"
"30.10.2024 14:00 - 30.10.2024 15:00","216","212","180","796","840","800","1441","1925","2053"
"30.10.2024 15:00 - 30.10.2024 16:00","18","18","24","784","830","772","1321","1706","1762"
"30.10.2024 16:00 - 30.10.2024 17:00","1","1","3","755","782","754","1170","1522","1697"
"30.10.2024 17:00 - 30.10.2024 18:00","0","0","6","690","735","731","980","1310","1598"
"30.10.2024 18:00 - 30.10.2024 19:00","0","0","6","617","678","637","893","1112","1566"
"30.10.2024 19:00 - 30.10.2024 20:00","0","0","6","547","593","587","865","950","1405"
"30.10.2024 20:00 - 30.10.2024 21:00","0","0","5","507","514","526","840","893","1460"
"30.10.2024 21:00 - 30.10.2024 22:00","0","0","5","494","471","546","748","825","1339"
"30.10.2024 22:00 - 30.10.2024 23:00","0","0","6","475","454","571","687","752","1124"
"30.10.2024 23:00 - 31.10.2024 00:00","0","5","5","570","428","428","940","1079","1079"
"31.10.2024 00:00 - 31.10.2024 01:00","0","5","5","610","747","747","883","1096","1096"
"31.10.2024 01:00 - 31.10.2024 02:00","0","5","5","642","895","895","849","1167","1167"
"31.10.2024 02:00 - 31.10.2024 03:00","0","5","5","666","905","905","882","1334","1334"
"31.10.2024 03:00 - 31.10.2024 04:00","0","5","5","687","812","812","964","1663","1663"
"31.10.2024 04:00 - 31.10.2024 05:00","0","5","5","704","807","807","1094","1995","1995"
"31.10.2024 05:00 - 31.10.2024 06:00","0","6","6","718","845","846","1168","2031","2031"
"31.10.2024 06:00 - 31.10.2024 07:00","4","9","9","759","1011","1011","1284","2463","2463"
"31.10.2024 07:00 - 31.10.2024 08:00","89","82","82","835","1018","1021","1678","2744","2744"
"31.10.2024 08:00 - 31.10.2024 09:00","233","210","158","893","1019","1060","2040","2907","2709"
"31.10.2024 09:00 - 31.10.2024 10:00","308","285","197","928","1013","1089","2237","2882","2821"
"31.10.2024 10:00 - 31.10.2024 11:00","325","307","217","949","1002","1024","2497","2950","3130"
"31.10.2024 11:00 - 31.10.2024 12:00","295","284","212","962","996","1048","2480","2854","3080"
"31.10.2024 12:00 - 31.10.2024 13:00","248","243","171","966","992","1067","2401","2755","3133"
"31.10.2024 13:00 - 31.10.2024 14:00","179","182","140","972","985","1066","2369","2670","3084"
"31.10.2024 14:00 - 31.10.2024 15:00","85","92","55","980","991","1060","2351","2626","2995"
"31.10.2024 15:00 - 31.10.2024 16:00","7","7","2","988","997","1056","2391","2595","3036"
"31.10.2024 16:00 - 31.10.2024 17:00","0","0","0","992","987","1072","2365","2541","3002"
"31.10.2024 17:00 - 31.10.2024 18:00","0","0","1","989","985","1044","2180","2374","2927"
"31.10.2024 18:00 - 31.10.2024 19:00","0","0","0","990","993","1049","2173","2318","3115"
"31.10.2024 19:00 - 31.10.2024 20:00","0","0","1","996","999","1070","2285","2300","2950"
"31.10.2024 20:00 - 31.10.2024 21:00","0","0","1","1001","1001","1039","2344","2352","3005"
"31.10.2024 21:00 - 31.10.2024 22:00","0","0","0","1001","999","1006","2322","2316","3040"
"31.10.2024 22:00 - 31.10.2024 23:00","0","0","0","1001","994","1028","2326","2305","3064"
"31.10.2024 23:00 - 01.11.2024 00:00","0","0","0","1005","1017","1017","2577","3118","3118"
"01.11.2024 00:00 - 01.11.2024 01:00","0","0","0","999","996","996","2512","3131","3131"
"01.11.2024 01:00 - 01.11.2024 02:00","0","0","0","997","1011","1012","2514","3043","3043"
"01.11.2024 02:00 - 01.11.2024 03:00","0","1","1","996","735","679","2584","3099","3099"
"01.11.2024 03:00 - 01.11.2024 04:00","0","1","1","1000","542","542","2536","3027","3027"
"01.11.2024 04:00 - 01.11.2024 05:00","0","0","0","1003","501","501","2337","3043","3043"
"01.11.2024 05:00 - 01.11.2024 06:00","0","1","1","999","685","685","2046","2867","2867"
"01.11.2024 06:00 - 01.11.2024 07:00","3","3","3","991","1001","1001","1958","2988","2988"
"01.11.2024 07:00 - 01.11.2024 08:00","74","83","83","988","999","997","2253","3202","3201"
"01.11.2024 08:00 - 01.11.2024 09:00","187","206","168","992","998","1002","2378","3167","3014"
"01.11.2024 09:00 - 01.11.2024 10:00","240","269","202","996","999","1039","2369","2982","2975"
"01.11.2024 10:00 - 01.11.2024 11:00","252","273","193","997","1004","1079","2485","2977","3014"
"01.11.2024 11:00 - 01.11.2024 12:00","257","279","239","1004","1005","1017","2366","2834","2929"
"01.11.2024 12:00 - 01.11.2024 13:00","255","268","250","1006","988","981","2264","2680","2861"
"01.11.2024 13:00 - 01.11.2024 14:00","235","239","208","1003","963","944","2263","2603","2984"
"01.11.2024 14:00 - 01.11.2024 15:00","129","125","82","1005","959","990","2262","2587","2976"
"01.11.2024 15:00 - 01.11.2024 16:00","11","10","6","1006","977","1042","2327","2582","2979"
"01.11.2024 16:00 - 01.11.2024 17:00","0","0","0","1009","984","1054","2207","2462","2728"
"01.11.2024 17:00 - 01.11.2024 18:00","0","0","0","1007","984","1069","1887","2107","2517"
"01.11.2024 18:00 - 01.11.2024 19:00","0","0","0","998","983","1077","1781","1861","2486"
"01.11.2024 19:00 - 01.11.2024 20:00","0","0","0","994","982","1073","1797","1755","2264"
"01.11.2024 20:00 - 01.11.2024 21:00","0","0","1","989","985","1074","1741","1720","1981"
"01.11.2024 21:00 - 01.11.2024 22:00","0","0","1","978","982","1051","1605","1559","1624"
"01.11.2024 22:00 - 01.11.2024 23:00","0","0","1","964","962","1032","1457","1353","1491"
"01.11.2024 23:00 - 02.11.2024 00:00","0","0","0","936","972","972","1434","1244","1244"
"02.11.2024 00:00 - 02.11.2024 01:00","0","1","1","884","992","992","1243","1102","1102"
"02.11.2024 01:00 - 02.11.2024 02:00","0","1","1","839","915","915","1068","886","886"
"02.11.2024 02:00 - 02.11.2024 03:00","0","0","0","788","729","729","925","659","659"
"02.11.2024 03:00 - 02.11.2024 04:00","0","1","1","733","607","607","743","473","473"
"02.11.2024 04:00 - 02.11.2024 05:00","0","1","1","675","486","486","516","300","300"
"02.11.2024 05:00 - 02.11.2024 06:00","0","1","1","611","420","420","317","164","164"
"02.11.2024 06:00 - 02.11.2024 07:00","5","5","5","512","297","297","207","92","92"
"02.11.2024 07:00 - 02.11.2024 08:00","169","179","179","381","148","140","166","38","38"
"02.11.2024 08:00 - 02.11.2024 09:00","499","495","480","278","110","54","122","26","9"
"02.11.2024 09:00 - 02.11.2024 10:00","679","713","660","208","92","46","92","32","20"
"02.11.2024 10:00 - 02.11.2024 11:00","755","806","891","140","87","24","68","65","39"
"02.11.2024 11:00 - 02.11.2024 12:00","781","814","896","99","75","34","99","124","98"
"02.11.2024 12:00 - 02.11.2024 13:00","664","699","774","86","84","38","158","227","143"
"02.11.2024 13:00 - 02.11.2024 14:00","476","491","511","86","127","41","202","322","224"
"02.11.2024 14:00 - 02.11.2024 15:00","212","208","204","114","172","56","186","320","240"
"02.11.2024 15:00 - 02.11.2024 16:00","13","13","24","144","202","114","185","288","183"
"02.11.2024 16:00 - 02.11.2024 17:00","0","0","0","164","224","93","199","292","214"
"02.11.2024 17:00 - 02.11.2024 18:00","0","0","1","178","231","167","200","302","275"
"02.11.2024 18:00 - 02.11.2024 19:00","0","0","1","185","254","189","246","362","347"
"02.11.2024 19:00 - 02.11.2024 20:00","0","0","0","225","314","229","319","439","493"
"02.11.2024 20:00 - 02.11.2024 21:00","0","0","1","323","399","337","425","538","636"
"02.11.2024 21:00 - 02.11.2024 22:00","0","0","1","433","509","363","527","652","737"
"02.11.2024 22:00 - 02.11.2024 23:00","0","0","1","515","599","429","650","771","860"
"02.11.2024 23:00 - 03.11.2024 00:00","0","1","1","620","513","513","992","1031","1031"
"03.11.2024 00:00 - 03.11.2024 01:00","0","0","0","672","532","532","1175","1300","1300"
"03.11.2024 01:00 - 03.11.2024 02:00","0","0","0","701","588","588","1332","1461","1461"
"03.11.2024 02:00 - 03.11.2024 03:00","0","1","1","739","716","716","1497","1549","1549"
"03.11.2024 03:00 - 03.11.2024 04:00","0","1","1","793","693","693","1637","1682","1682"
"03.11.2024 04:00 - 03.11.2024 05:00","0","0","0","842","770","770","1696","1703","1703"
"03.11.2024 05:00 - 03.11.2024 06:00","0","1","1","862","821","821","1569","1659","1659"
"03.11.2024 06:00 - 03.11.2024 07:00","2","2","2","854","857","857","1498","1865","1865"
"03.11.2024 07:00 - 03.11.2024 08:00","55","53","53","845","865","865","1665","2084","2084"
"03.11.2024 08:00 - 03.11.2024 09:00","191","168","160","849","852","863","1721","2103","2043"
"03.11.2024 09:00 - 03.11.2024 10:00","284","250","246","857","854","895","1713","1968","2020"
"03.11.2024 10:00 - 03.11.2024 11:00","348","309","325","862","841","831","1847","2043","2116"
"03.11.2024 11:00 - 03.11.2024 12:00","375","338","368","844","843","848","1807","1997","2078"
"03.11.2024 12:00 - 03.11.2024 13:00","346","313","336","822","846","786","1739","1927","2199"
"03.11.2024 13:00 - 03.11.2024 14:00","258","239","308","822","823","746","1694","1879","2214"
"03.11.2024 14:00 - 03.11.2024 15:00","114","108","130","830","817","762","1645","1859","2204"
"03.11.2024 15:00 - 03.11.2024 16:00","8","7","20","837","822","824","1640","1839","2289"
"03.11.2024 16:00 - 03.11.2024 17:00","0","0","0","837","827","773","1670","1835","2329"
"03.11.2024 17:00 - 03.11.2024 18:00","0","0","0","812","820","731","1556","1751","2245"
"03.11.2024 18:00 - 03.11.2024 19:00","0","0","0","751","781","701","1474","1641","2339"
"03.11.2024 19:00 - 03.11.2024 20:00","0","0","0","708","734","762","1396","1450","2221"
"03.11.2024 20:00 - 03.11.2024 21:00","0","0","0","691","697","684","1340","1336","1908"
"03.11.2024 21:00 - 03.11.2024 22:00","0","0","0","684","660","627","1266","1207","1468"
"03.11.2024 22:00 - 03.11.2024 23:00","0","0","0","658","615","709","1133","1034","1091"
"03.11.2024 23:00 - 04.11.2024 00:00","0","0","0","558","585","585","1039","808","808"
"04.11.2024 00:00 - 04.11.2024 01:00","0","0","0","504","356","356","831","625","625"
"04.11.2024 01:00 - 04.11.2024 02:00","0","0","0","430","203","203","641","527","527"
"04.11.2024 02:00 - 04.11.2024 03:00","0","0","0","355","152","152","502","309","309"
"04.11.2024 03:00 - 04.11.2024 04:00","0","0","0","308","165","165","353","159","159"
"04.11.2024 04:00 - 04.11.2024 05:00","0","0","0","282","129","129","195","73","73"
"04.11.2024 05:00 - 04.11.2024 06:00","0","1","1","253","84","84","108","17","17"
"04.11.2024 06:00 - 04.11.2024 07:00","2","2","2","211","16","16","79","34","34"
"04.11.2024 07:00 - 04.11.2024 08:00","75","68","68","157","7","5","79","63","64"
"04.11.2024 08:00 - 04.11.2024 09:00","247","226","208","138","12","12","106","84","74"
"04.11.2024 09:00 - 04.11.2024 10:00","337","309","291","133","36","34","154","118","104"
"04.11.2024 10:00 - 04.11.2024 11:00","357","336","309","123","64","36","135","122","85"
"04.11.2024 11:00 - 04.11.2024 12:00","336","326","288","102","68","20","121","120","52"
"04.11.2024 12:00 - 04.11.2024 13:00","285","280","222","92","65","31","116","121","41"
"04.11.2024 13:00 - 04.11.2024 14:00","202","199","137","92","68","42","109","121","32"
"04.11.2024 14:00 - 04.11.2024 15:00","82","81","36","88","81","80","89","116","34"
"04.11.2024 15:00 - 04.11.2024 16:00","4","4","2","74","96","87","76","96","40"
"04.11.2024 16:00 - 04.11.2024 17:00","0","0","0","66","107","113","78","87","54"
"04.11.2024 17:00 - 04.11.2024 18:00","0","0","1","69","108","83","84","86","60"
"04.11.2024 18:00 - 04.11.2024 19:00","0","0","0","86","102","82","88","85","73"
"04.11.2024 19:00 - 04.11.2024 20:00","0","0","1","119","100","86","84","74","77"
"04.11.2024 20:00 - 04.11.2024 21:00","0","0","1","121","86","86","86","68","101"
"04.11.2024 21:00 - 04.11.2024 22:00","0","0","0","113","71","92","88","59","98"
"04.11.2024 22:00 - 04.11.2024 23:00","0","0","0","114","65","71","90","53","94"
"04.11.2024 23:00 - 05.11.2024 00:00","0","0","0","141","27","27","116","70","70"
"05.11.2024 00:00 - 05.11.2024 01:00","0","0","0","131","50","50","112","74","74"
"05.11.2024 01:00 - 05.11.2024 02:00","0","0","0","129","60","60","110","73","73"
"05.11.2024 02:00 - 05.11.2024 03:00","0","0","0","131","47","47","111","80","80"
"05.11.2024 03:00 - 05.11.2024 04:00","0","0","0","137","51","51","106","68","68"
"05.11.2024 04:00 - 05.11.2024 05:00","0","0","0","135","52","52","98","49","49"
"05.11.2024 05:00 - 05.11.2024 06:00","0","1","1","133","53","53","87","49","49"
"05.11.2024 06:00 - 05.11.2024 07:00","2","2","2","140","42","42","80","43","43"
"05.11.2024 07:00 - 05.11.2024 08:00","54","48","48","152","40","36","89","47","48"
"05.11.2024 08:00 - 05.11.2024 09:00","189","168","150","164","83","61","92","65","45"
"05.11.2024 09:00 - 05.11.2024 10:00","279","248","203","181","131","77","99","70","35"
"05.11.2024 10:00 - 05.11.2024 11:00","333","299","261","198","157","59","92","68","21"
"05.11.2024 11:00 - 05.11.2024 12:00","344","313","267","191","151","40","94","76","32"
"05.11.2024 12:00 - 05.11.2024 13:00","299","281","345","159","159","58","83","78","26"
"05.11.2024 13:00 - 05.11.2024 14:00","222","207","136","147","165","56","69","72","23"
"05.11.2024 14:00 - 05.11.2024 15:00","91","87","20","146","136","27","49","53","6"
"05.11.2024 15:00 - 05.11.2024 16:00","5","5","0","134","108","6","46","40","8"
"05.11.2024 16:00 - 05.11.2024 17:00","0","0","5","125","107","15","58","42","17"
"05.11.2024 17:00 - 05.11.2024 18:00","0","0","6","137","107","17","70","52","18"
"05.11.2024 18:00 - 05.11.2024 19:00","0","0","5","159","119","18","79","69","22"
"05.11.2024 19:00 - 05.11.2024 20:00","0","0","5","171","160","39","83","80","31"
"05.11.2024 20:00 - 05.11.2024 21:00","0","0","5","173","188","36","84","91","25"
"05.11.2024 21:00 - 05.11.2024 22:00","0","0","5","160","178","28","74","86","18"
"05.11.2024 22:00 - 05.11.2024 23:00","0","0","5","147","161","26","64","79","16"
