"Time (UTC)","BZN|DE-LU > BZN|DK1 [MW]","BZN|DK1 > BZN|DE-LU [MW]"
"01.01.2023 12:30 - 01.01.2023 12:45","2254","0"
"01.01.2023 12:45 - 01.01.2023 13:00","2181","0"
"01.01.2023 13:00 - 01.01.2023 13:15","1609","0"
"01.01.2023 13:15 - 01.01.2023 13:30","1449","0"
"01.01.2023 13:30 - 01.01.2023 13:45","1605","0"
"01.01.2023 13:45 - 01.01.2023 14:00","1523","0"
"01.01.2023 14:00 - 01.01.2023 14:15","1479","0"
"01.01.2023 14:15 - 01.01.2023 14:30","1311","0"
"01.01.2023 14:30 - 01.01.2023 14:45","1231","0"
"01.01.2023 14:45 - 01.01.2023 15:00","1208","0"
"01.01.2023 15:00 - 01.01.2023 15:15","1032","0"
"01.01.2023 15:15 - 01.01.2023 15:30","1038","0"
"01.01.2023 15:30 - 01.01.2023 15:45","927","0"
"01.01.2023 15:45 - 01.01.2023 16:00","943","0"
"01.01.2023 16:00 - 01.01.2023 16:15","816","0"
"01.01.2023 16:15 - 01.01.2023 16:30","843","0"
"01.01.2023 16:30 - 01.01.2023 16:45","854","0"
"01.01.2023 16:45 - 01.01.2023 17:00","879","0"
"01.01.2023 17:00 - 01.01.2023 17:15","893","0"
"01.01.2023 17:15 - 01.01.2023 17:30","972","0"
"01.01.2023 17:30 - 01.01.2023 17:45","934","0"
"01.01.2023 17:45 - 01.01.2023 18:00","1003","0"
"01.01.2023 18:00 - 01.01.2023 18:15","1188","0"
"01.01.2023 18:15 - 01.01.2023 18:30","1284","0"
"01.01.2023 18:30 - 01.01.2023 18:45","1266","0"
"01.01.2023 18:45 - 01.01.2023 19:00","1305","0"
"01.01.2023 19:00 - 01.01.2023 19:15","1466","0"
"01.01.2023 19:15 - 01.01.2023 19:30","1557","0"
"01.01.2023 19:30 - 01.01.2023 19:45","1559","0"
"01.01.2023 19:45 - 01.01.2023 20:00","1510","0"
"01.01.2023 20:00 - 01.01.2023 20:15","1332","0"
"01.01.2023 20:15 - 01.01.2023 20:30","1325","0"
"01.01.2023 20:30 - 01.01.2023 20:45","1351","0"
"01.01.2023 20:45 - 01.01.2023 21:00","1404","0"
"01.01.2023 21:00 - 01.01.2023 21:15","1464","0"
"01.01.2023 21:15 - 01.01.2023 21:30","1484","0"
"01.01.2023 21:30 - 01.01.2023 21:45","1481","0"
"01.01.2023 21:45 - 01.01.2023 22:00","1547","0"
"01.01.2023 22:00 - 01.01.2023 22:15","1703","0"
"01.01.2023 22:15 - 01.01.2023 22:30","1823","0"
"01.01.2023 22:30 - 01.01.2023 22:45","1924","0"
"01.01.2023 22:45 - 01.01.2023 23:00","1891","0"
"01.01.2023 23:00 - 01.01.2023 23:15","1335","0"
"01.01.2023 23:15 - 01.01.2023 23:30","1397","0"
"01.01.2023 23:30 - 01.01.2023 23:45","1411","0"
"01.01.2023 23:45 - 02.01.2023 00:00","1602","0"
"02.01.2023 00:00 - 02.01.2023 00:15","2152","0"
"02.01.2023 00:15 - 02.01.2023 00:30","2280","0"
"02.01.2023 00:30 - 02.01.2023 00:45","2325","0"
"02.01.2023 00:45 - 02.01.2023 01:00","2397","0"
"02.01.2023 01:00 - 02.01.2023 01:15","2360","0"
"02.01.2023 01:15 - 02.01.2023 01:30","2402","0"
"02.01.2023 01:30 - 02.01.2023 01:45","2432","0"
"02.01.2023 01:45 - 02.01.2023 02:00","2472","0"
"02.01.2023 02:00 - 02.01.2023 02:15","2342","0"
"02.01.2023 02:15 - 02.01.2023 02:30","2372","0"
"02.01.2023 02:30 - 02.01.2023 02:45","2442","0"
"02.01.2023 02:45 - 02.01.2023 03:00","2424","0"
"02.01.2023 03:00 - 02.01.2023 03:15","2454","0"
"02.01.2023 03:15 - 02.01.2023 03:30","2478","0"
"02.01.2023 03:30 - 02.01.2023 03:45","2452","0"
"02.01.2023 03:45 - 02.01.2023 04:00","2464","0"
"02.01.2023 04:00 - 02.01.2023 04:15","2366","0"
"02.01.2023 04:15 - 02.01.2023 04:30","2432","0"
"02.01.2023 04:30 - 02.01.2023 04:45","2534","0"
"02.01.2023 04:45 - 02.01.2023 05:00","2545","0"
"02.01.2023 05:00 - 02.01.2023 05:15","2366","0"
"02.01.2023 05:15 - 02.01.2023 05:30","2395","0"
"02.01.2023 05:30 - 02.01.2023 05:45","2526","0"
"02.01.2023 05:45 - 02.01.2023 06:00","2374","0"
"02.01.2023 06:00 - 02.01.2023 06:15","2523","0"
"02.01.2023 06:15 - 02.01.2023 06:30","2341","0"
"02.01.2023 06:30 - 02.01.2023 06:45","2397","0"
"02.01.2023 06:45 - 02.01.2023 07:00","2361","0"
"02.01.2023 07:00 - 02.01.2023 07:15","2079","0"
"02.01.2023 07:15 - 02.01.2023 07:30","2008","0"
"02.01.2023 07:30 - 02.01.2023 07:45","2031","0"
"02.01.2023 07:45 - 02.01.2023 08:00","2076","0"
"02.01.2023 08:00 - 02.01.2023 08:15","2268","0"
"02.01.2023 08:15 - 02.01.2023 08:30","2340","0"
"02.01.2023 08:30 - 02.01.2023 08:45","2330","0"
"02.01.2023 08:45 - 02.01.2023 09:00","2458","0"
"02.01.2023 09:00 - 02.01.2023 09:15","2432","0"
"02.01.2023 09:15 - 02.01.2023 09:30","2536","0"
"02.01.2023 09:30 - 02.01.2023 09:45","2472","0"
"02.01.2023 09:45 - 02.01.2023 10:00","2424","0"
"02.01.2023 10:00 - 02.01.2023 10:15","2421","0"
"02.01.2023 10:15 - 02.01.2023 10:30","2289","0"
"02.01.2023 10:30 - 02.01.2023 10:45","2381","0"
"02.01.2023 10:45 - 02.01.2023 11:00","2444","0"
"02.01.2023 11:00 - 02.01.2023 11:15","2345","0"
"02.01.2023 11:15 - 02.01.2023 11:30","2363","0"
"02.01.2023 11:30 - 02.01.2023 11:45","2400","0"
"02.01.2023 11:45 - 02.01.2023 12:00","2405","0"
"02.01.2023 12:00 - 02.01.2023 12:15","2390","0"
"02.01.2023 12:15 - 02.01.2023 12:30","2445","0"
"02.01.2023 12:30 - 02.01.2023 12:45","2375","0"
"02.01.2023 12:45 - 02.01.2023 13:00","2158","0"
"02.01.2023 13:00 - 02.01.2023 13:15","1737","0"
"02.01.2023 13:15 - 02.01.2023 13:30","1475","0"
"02.01.2023 13:30 - 02.01.2023 13:45","1327","0"
"02.01.2023 13:45 - 02.01.2023 14:00","1366","0"
"02.01.2023 14:00 - 02.01.2023 14:15","1307","0"
"02.01.2023 14:15 - 02.01.2023 14:30","1048","0"
"02.01.2023 14:30 - 02.01.2023 14:45","1037","0"
"02.01.2023 14:45 - 02.01.2023 15:00","1148","0"
"02.01.2023 15:00 - 02.01.2023 15:15","1641","0"
"02.01.2023 15:15 - 02.01.2023 15:30","1702","0"
"02.01.2023 15:30 - 02.01.2023 15:45","1681","0"
"02.01.2023 15:45 - 02.01.2023 16:00","1764","0"
"02.01.2023 16:00 - 02.01.2023 16:15","1744","0"
"02.01.2023 16:15 - 02.01.2023 16:30","1669","0"
"02.01.2023 16:30 - 02.01.2023 16:45","1515","0"
"02.01.2023 16:45 - 02.01.2023 17:00","1189","0"
"02.01.2023 17:00 - 02.01.2023 17:15","545","0"
"02.01.2023 17:15 - 02.01.2023 17:30","62","0"
"02.01.2023 17:30 - 02.01.2023 17:45","0","16"
"02.01.2023 17:45 - 02.01.2023 18:00","0","133"
"02.01.2023 18:00 - 02.01.2023 18:15","0","83"
"02.01.2023 18:15 - 02.01.2023 18:30","86","0"
"02.01.2023 18:30 - 02.01.2023 18:45","321","0"
"02.01.2023 18:45 - 02.01.2023 19:00","219","0"
"02.01.2023 19:00 - 02.01.2023 19:15","353","0"
"02.01.2023 19:15 - 02.01.2023 19:30","418","0"
"02.01.2023 19:30 - 02.01.2023 19:45","273","0"
"02.01.2023 19:45 - 02.01.2023 20:00","368","0"
"02.01.2023 20:00 - 02.01.2023 20:15","247","0"
"02.01.2023 20:15 - 02.01.2023 20:30","160","0"
"02.01.2023 20:30 - 02.01.2023 20:45","171","0"
"02.01.2023 20:45 - 02.01.2023 21:00","156","0"
"02.01.2023 21:00 - 02.01.2023 21:15","60","0"
"02.01.2023 21:15 - 02.01.2023 21:30","58","0"
"02.01.2023 21:30 - 02.01.2023 21:45","57","0"
"02.01.2023 21:45 - 02.01.2023 22:00","0","18"
"02.01.2023 22:00 - 02.01.2023 22:15","0","68"
"02.01.2023 22:15 - 02.01.2023 22:30","0","49"
"02.01.2023 22:30 - 02.01.2023 22:45","26","0"
"02.01.2023 22:45 - 02.01.2023 23:00","66","0"
"02.01.2023 23:00 - 02.01.2023 23:15","211","0"
"02.01.2023 23:15 - 02.01.2023 23:30","335","0"
"02.01.2023 23:30 - 02.01.2023 23:45","330","0"
"02.01.2023 23:45 - 03.01.2023 00:00","411","0"
"03.01.2023 00:00 - 03.01.2023 00:15","643","0"
"03.01.2023 00:15 - 03.01.2023 00:30","751","0"
"03.01.2023 00:30 - 03.01.2023 00:45","737","0"
"03.01.2023 00:45 - 03.01.2023 01:00","699","0"
"03.01.2023 01:00 - 03.01.2023 01:15","279","0"
"03.01.2023 01:15 - 03.01.2023 01:30","424","0"
"03.01.2023 01:30 - 03.01.2023 01:45","528","0"
"03.01.2023 01:45 - 03.01.2023 02:00","429","0"
"03.01.2023 02:00 - 03.01.2023 02:15","390","0"
"03.01.2023 02:15 - 03.01.2023 02:30","421","0"
"03.01.2023 02:30 - 03.01.2023 02:45","458","0"
"03.01.2023 02:45 - 03.01.2023 03:00","406","0"
"03.01.2023 03:00 - 03.01.2023 03:15","660","0"
"03.01.2023 03:15 - 03.01.2023 03:30","583","0"
"03.01.2023 03:30 - 03.01.2023 03:45","559","0"
"03.01.2023 03:45 - 03.01.2023 04:00","485","0"
"03.01.2023 04:00 - 03.01.2023 04:15","230","0"
"03.01.2023 04:15 - 03.01.2023 04:30","183","0"
"03.01.2023 04:30 - 03.01.2023 04:45","276","0"
"03.01.2023 04:45 - 03.01.2023 05:00","24","0"
"03.01.2023 05:00 - 03.01.2023 05:15","0","647"
"03.01.2023 05:15 - 03.01.2023 05:30","0","785"
"03.01.2023 05:30 - 03.01.2023 05:45","0","748"
"03.01.2023 05:45 - 03.01.2023 06:00","0","933"
"03.01.2023 06:00 - 03.01.2023 06:15","0","1219"
"03.01.2023 06:15 - 03.01.2023 06:30","0","1428"
"03.01.2023 06:30 - 03.01.2023 06:45","0","1345"
"03.01.2023 06:45 - 03.01.2023 07:00","0","1260"
"03.01.2023 07:00 - 03.01.2023 07:15","0","854"
"03.01.2023 07:15 - 03.01.2023 07:30","0","765"
"03.01.2023 07:30 - 03.01.2023 07:45","0","722"
"03.01.2023 07:45 - 03.01.2023 08:00","0","618"
"03.01.2023 08:00 - 03.01.2023 08:15","0","234"
"03.01.2023 08:15 - 03.01.2023 08:30","0","62"
"03.01.2023 08:30 - 03.01.2023 08:45","0","67"
"03.01.2023 08:45 - 03.01.2023 09:00","0","56"
"03.01.2023 09:00 - 03.01.2023 09:15","0","492"
"03.01.2023 09:15 - 03.01.2023 09:30","0","487"
"03.01.2023 09:30 - 03.01.2023 09:45","0","397"
"03.01.2023 09:45 - 03.01.2023 10:00","0","388"
"03.01.2023 10:00 - 03.01.2023 10:15","0","375"
"03.01.2023 10:15 - 03.01.2023 10:30","0","385"
"03.01.2023 10:30 - 03.01.2023 10:45","0","378"
"03.01.2023 10:45 - 03.01.2023 11:00","0","578"
"03.01.2023 11:00 - 03.01.2023 11:15","0","653"
"03.01.2023 11:15 - 03.01.2023 11:30","0","594"
"03.01.2023 11:30 - 03.01.2023 11:45","0","509"
"03.01.2023 11:45 - 03.01.2023 12:00","0","228"
"03.01.2023 12:00 - 03.01.2023 12:15","11","0"
"03.01.2023 12:15 - 03.01.2023 12:30","45","0"
"03.01.2023 12:30 - 03.01.2023 12:45","108","0"
"03.01.2023 12:45 - 03.01.2023 13:00","0","93"
"03.01.2023 13:00 - 03.01.2023 13:15","0","395"
"03.01.2023 13:15 - 03.01.2023 13:30","0","600"
"03.01.2023 13:30 - 03.01.2023 13:45","0","588"
"03.01.2023 13:45 - 03.01.2023 14:00","0","406"
"03.01.2023 14:00 - 03.01.2023 14:15","0","497"
"03.01.2023 14:15 - 03.01.2023 14:30","0","364"
"03.01.2023 14:30 - 03.01.2023 14:45","0","432"
"03.01.2023 14:45 - 03.01.2023 15:00","0","530"
"03.01.2023 15:00 - 03.01.2023 15:15","0","531"
"03.01.2023 15:15 - 03.01.2023 15:30","0","606"
"03.01.2023 15:30 - 03.01.2023 15:45","0","609"
"03.01.2023 15:45 - 03.01.2023 16:00","0","588"
"03.01.2023 16:00 - 03.01.2023 16:15","0","182"
"03.01.2023 16:15 - 03.01.2023 16:30","0","253"
"03.01.2023 16:30 - 03.01.2023 16:45","0","330"
"03.01.2023 16:45 - 03.01.2023 17:00","0","228"
"03.01.2023 17:00 - 03.01.2023 17:15","89","0"
"03.01.2023 17:15 - 03.01.2023 17:30","213","0"
"03.01.2023 17:30 - 03.01.2023 17:45","75","0"
"03.01.2023 17:45 - 03.01.2023 18:00","75","0"
"03.01.2023 18:00 - 03.01.2023 18:15","28","0"
"03.01.2023 18:15 - 03.01.2023 18:30","106","0"
"03.01.2023 18:30 - 03.01.2023 18:45","0","116"
"03.01.2023 18:45 - 03.01.2023 19:00","161","0"
"03.01.2023 19:00 - 03.01.2023 19:15","465","0"
"03.01.2023 19:15 - 03.01.2023 19:30","731","0"
"03.01.2023 19:30 - 03.01.2023 19:45","448","0"
"03.01.2023 19:45 - 03.01.2023 20:00","493","0"
"03.01.2023 20:00 - 03.01.2023 20:15","630","0"
"03.01.2023 20:15 - 03.01.2023 20:30","770","0"
"03.01.2023 20:30 - 03.01.2023 20:45","442","0"
"03.01.2023 20:45 - 03.01.2023 21:00","382","0"
"03.01.2023 21:00 - 03.01.2023 21:15","461","0"
"03.01.2023 21:15 - 03.01.2023 21:30","376","0"
"03.01.2023 21:30 - 03.01.2023 21:45","299","0"
"03.01.2023 21:45 - 03.01.2023 22:00","382","0"
"03.01.2023 22:00 - 03.01.2023 22:15","464","0"
"03.01.2023 22:15 - 03.01.2023 22:30","525","0"
"03.01.2023 22:30 - 03.01.2023 22:45","469","0"
"03.01.2023 22:45 - 03.01.2023 23:00","433","0"
"03.01.2023 23:00 - 03.01.2023 23:15","522","0"
"03.01.2023 23:15 - 03.01.2023 23:30","493","0"
"03.01.2023 23:30 - 03.01.2023 23:45","501","0"
"03.01.2023 23:45 - 04.01.2023 00:00","489","0"
"04.01.2023 00:00 - 04.01.2023 00:15","569","0"
"04.01.2023 00:15 - 04.01.2023 00:30","636","0"
"04.01.2023 00:30 - 04.01.2023 00:45","598","0"
"04.01.2023 00:45 - 04.01.2023 01:00","529","0"
"04.01.2023 01:00 - 04.01.2023 01:15","595","0"
"04.01.2023 01:15 - 04.01.2023 01:30","640","0"
"04.01.2023 01:30 - 04.01.2023 01:45","666","0"
"04.01.2023 01:45 - 04.01.2023 02:00","620","0"
"04.01.2023 02:00 - 04.01.2023 02:15","732","0"
"04.01.2023 02:15 - 04.01.2023 02:30","747","0"
"04.01.2023 02:30 - 04.01.2023 02:45","730","0"
"04.01.2023 02:45 - 04.01.2023 03:00","730","0"
"04.01.2023 03:00 - 04.01.2023 03:15","739","0"
"04.01.2023 03:15 - 04.01.2023 03:30","699","0"
"04.01.2023 03:30 - 04.01.2023 03:45","745","0"
"04.01.2023 03:45 - 04.01.2023 04:00","761","0"
"04.01.2023 04:00 - 04.01.2023 04:15","786","0"
"04.01.2023 04:15 - 04.01.2023 04:30","820","0"
"04.01.2023 04:30 - 04.01.2023 04:45","819","0"
"04.01.2023 04:45 - 04.01.2023 05:00","807","0"
"04.01.2023 05:00 - 04.01.2023 05:15","1049","0"
"04.01.2023 05:15 - 04.01.2023 05:30","1109","0"
"04.01.2023 05:30 - 04.01.2023 05:45","1170","0"
"04.01.2023 05:45 - 04.01.2023 06:00","1109","0"
"04.01.2023 06:00 - 04.01.2023 06:15","1250","0"
"04.01.2023 06:15 - 04.01.2023 06:30","1233","0"
"04.01.2023 06:30 - 04.01.2023 06:45","1262","0"
"04.01.2023 06:45 - 04.01.2023 07:00","1467","0"
"04.01.2023 07:00 - 04.01.2023 07:15","2116","0"
"04.01.2023 07:15 - 04.01.2023 07:30","2385","0"
"04.01.2023 07:30 - 04.01.2023 07:45","2171","0"
"04.01.2023 07:45 - 04.01.2023 08:00","2120","0"
"04.01.2023 08:00 - 04.01.2023 08:15","2172","0"
"04.01.2023 08:15 - 04.01.2023 08:30","2168","0"
"04.01.2023 08:30 - 04.01.2023 08:45","2174","0"
"04.01.2023 08:45 - 04.01.2023 09:00","2145","0"
"04.01.2023 09:00 - 04.01.2023 09:15","2000","0"
"04.01.2023 09:15 - 04.01.2023 09:30","1927","0"
"04.01.2023 09:30 - 04.01.2023 09:45","1904","0"
"04.01.2023 09:45 - 04.01.2023 10:00","1956","0"
"04.01.2023 10:00 - 04.01.2023 10:15","1989","0"
"04.01.2023 10:15 - 04.01.2023 10:30","2052","0"
"04.01.2023 10:30 - 04.01.2023 10:45","1981","0"
"04.01.2023 10:45 - 04.01.2023 11:00","1918","0"
"04.01.2023 11:00 - 04.01.2023 11:15","1619","0"
"04.01.2023 11:15 - 04.01.2023 11:30","1651","0"
"04.01.2023 11:30 - 04.01.2023 11:45","1652","0"
"04.01.2023 11:45 - 04.01.2023 12:00","1559","0"
"04.01.2023 12:00 - 04.01.2023 12:15","1583","0"
"04.01.2023 12:15 - 04.01.2023 12:30","1484","0"
"04.01.2023 12:30 - 04.01.2023 12:45","1452","0"
"04.01.2023 12:45 - 04.01.2023 13:00","1444","0"
"04.01.2023 13:00 - 04.01.2023 13:15","1307","0"
"04.01.2023 13:15 - 04.01.2023 13:30","1313","0"
"04.01.2023 13:30 - 04.01.2023 13:45","1301","0"
"04.01.2023 13:45 - 04.01.2023 14:00","1244","0"
"04.01.2023 14:00 - 04.01.2023 14:15","1409","0"
"04.01.2023 14:15 - 04.01.2023 14:30","1230","0"
"04.01.2023 14:30 - 04.01.2023 14:45","1310","0"
"04.01.2023 14:45 - 04.01.2023 15:00","1295","0"
"04.01.2023 15:00 - 04.01.2023 15:15","1259","0"
"04.01.2023 15:15 - 04.01.2023 15:30","1308","0"
"04.01.2023 15:30 - 04.01.2023 15:45","1299","0"
"04.01.2023 15:45 - 04.01.2023 16:00","1277","0"
"04.01.2023 16:00 - 04.01.2023 16:15","1348","0"
"04.01.2023 16:15 - 04.01.2023 16:30","1281","0"
"04.01.2023 16:30 - 04.01.2023 16:45","1239","0"
"04.01.2023 16:45 - 04.01.2023 17:00","1140","0"
"04.01.2023 17:00 - 04.01.2023 17:15","1271","0"
"04.01.2023 17:15 - 04.01.2023 17:30","1141","0"
"04.01.2023 17:30 - 04.01.2023 17:45","1168","0"
"04.01.2023 17:45 - 04.01.2023 18:00","1291","0"
"04.01.2023 18:00 - 04.01.2023 18:15","1570","0"
"04.01.2023 18:15 - 04.01.2023 18:30","1614","0"
"04.01.2023 18:30 - 04.01.2023 18:45","1487","0"
"04.01.2023 18:45 - 04.01.2023 19:00","1578","0"
"04.01.2023 19:00 - 04.01.2023 19:15","1765","0"
"04.01.2023 19:15 - 04.01.2023 19:30","1762","0"
"04.01.2023 19:30 - 04.01.2023 19:45","1749","0"
"04.01.2023 19:45 - 04.01.2023 20:00","1783","0"
"04.01.2023 20:00 - 04.01.2023 20:15","1920","0"
"04.01.2023 20:15 - 04.01.2023 20:30","1943","0"
"04.01.2023 20:30 - 04.01.2023 20:45","1894","0"
"04.01.2023 20:45 - 04.01.2023 21:00","1850","0"
"04.01.2023 21:00 - 04.01.2023 21:15","1701","0"
"04.01.2023 21:15 - 04.01.2023 21:30","1658","0"
"04.01.2023 21:30 - 04.01.2023 21:45","1695","0"
"04.01.2023 21:45 - 04.01.2023 22:00","1747","0"
"04.01.2023 22:00 - 04.01.2023 22:15","2050","0"
"04.01.2023 22:15 - 04.01.2023 22:30","2229","0"
"04.01.2023 22:30 - 04.01.2023 22:45","2280","0"
"04.01.2023 22:45 - 04.01.2023 23:00","2238","0"
"04.01.2023 23:00 - 04.01.2023 23:15","2429","0"
"04.01.2023 23:15 - 04.01.2023 23:30","2487","0"
"04.01.2023 23:30 - 04.01.2023 23:45","2469","0"
"04.01.2023 23:45 - 05.01.2023 00:00","2485","0"
"05.01.2023 00:00 - 05.01.2023 00:15","2505","0"
"05.01.2023 00:15 - 05.01.2023 00:30","2516","0"
"05.01.2023 00:30 - 05.01.2023 00:45","2522","0"
"05.01.2023 00:45 - 05.01.2023 01:00","2503","0"
"05.01.2023 01:00 - 05.01.2023 01:15","2444","0"
"05.01.2023 01:15 - 05.01.2023 01:30","2468","0"
"05.01.2023 01:30 - 05.01.2023 01:45","2475","0"
"05.01.2023 01:45 - 05.01.2023 02:00","2428","0"
"05.01.2023 02:00 - 05.01.2023 02:15","1850","0"
"05.01.2023 02:15 - 05.01.2023 02:30","1822","0"
"05.01.2023 02:30 - 05.01.2023 02:45","1829","0"
"05.01.2023 02:45 - 05.01.2023 03:00","1928","0"
"05.01.2023 03:00 - 05.01.2023 03:15","2268","0"
"05.01.2023 03:15 - 05.01.2023 03:30","2416","0"
"05.01.2023 03:30 - 05.01.2023 03:45","2355","0"
"05.01.2023 03:45 - 05.01.2023 04:00","2392","0"
"05.01.2023 04:00 - 05.01.2023 04:15","2439","0"
"05.01.2023 04:15 - 05.01.2023 04:30","2377","0"
"05.01.2023 04:30 - 05.01.2023 04:45","2388","0"
"05.01.2023 04:45 - 05.01.2023 05:00","2261","0"
"05.01.2023 05:00 - 05.01.2023 05:15","1675","0"
"05.01.2023 05:15 - 05.01.2023 05:30","1589","0"
"05.01.2023 05:30 - 05.01.2023 05:45","1696","0"
"05.01.2023 05:45 - 05.01.2023 06:00","1508","0"
"05.01.2023 06:00 - 05.01.2023 06:15","1322","0"
"05.01.2023 06:15 - 05.01.2023 06:30","1219","0"
"05.01.2023 06:30 - 05.01.2023 06:45","1430","0"
"05.01.2023 06:45 - 05.01.2023 07:00","1575","0"
"05.01.2023 07:00 - 05.01.2023 07:15","1596","0"
"05.01.2023 07:15 - 05.01.2023 07:30","1596","0"
"05.01.2023 07:30 - 05.01.2023 07:45","1726","0"
"05.01.2023 07:45 - 05.01.2023 08:00","1628","0"
"05.01.2023 08:00 - 05.01.2023 08:15","1143","0"
"05.01.2023 08:15 - 05.01.2023 08:30","1124","0"
"05.01.2023 08:30 - 05.01.2023 08:45","1286","0"
"05.01.2023 08:45 - 05.01.2023 09:00","1273","0"
"05.01.2023 09:00 - 05.01.2023 09:15","1543","0"
"05.01.2023 09:15 - 05.01.2023 09:30","1636","0"
"05.01.2023 09:30 - 05.01.2023 09:45","1694","0"
"05.01.2023 09:45 - 05.01.2023 10:00","1646","0"
"05.01.2023 10:00 - 05.01.2023 10:15","1579","0"
"05.01.2023 10:15 - 05.01.2023 10:30","1556","0"
"05.01.2023 10:30 - 05.01.2023 10:45","1626","0"
"05.01.2023 10:45 - 05.01.2023 11:00","1612","0"
"05.01.2023 11:00 - 05.01.2023 11:15","1614","0"
"05.01.2023 11:15 - 05.01.2023 11:30","1592","0"
"05.01.2023 11:30 - 05.01.2023 11:45","1648","0"
"05.01.2023 11:45 - 05.01.2023 12:00","1614","0"
"05.01.2023 12:00 - 05.01.2023 12:15","1252","0"
"05.01.2023 12:15 - 05.01.2023 12:30","1148","0"
"05.01.2023 12:30 - 05.01.2023 12:45","1364","0"
"05.01.2023 12:45 - 05.01.2023 13:00","1342","0"
"05.01.2023 13:00 - 05.01.2023 13:15","1228","0"
"05.01.2023 13:15 - 05.01.2023 13:30","1183","0"
"05.01.2023 13:30 - 05.01.2023 13:45","1201","0"
"05.01.2023 13:45 - 05.01.2023 14:00","1092","0"
"05.01.2023 14:00 - 05.01.2023 14:15","756","0"
"05.01.2023 14:15 - 05.01.2023 14:30","727","0"
"05.01.2023 14:30 - 05.01.2023 14:45","717","0"
"05.01.2023 14:45 - 05.01.2023 15:00","600","0"
"05.01.2023 15:00 - 05.01.2023 15:15","0","4"
"05.01.2023 15:15 - 05.01.2023 15:30","0","81"
"05.01.2023 15:30 - 05.01.2023 15:45","0","8"
"05.01.2023 15:45 - 05.01.2023 16:00","7","0"
"05.01.2023 16:00 - 05.01.2023 16:15","538","0"
"05.01.2023 16:15 - 05.01.2023 16:30","691","0"
"05.01.2023 16:30 - 05.01.2023 16:45","605","0"
"05.01.2023 16:45 - 05.01.2023 17:00","525","0"
"05.01.2023 17:00 - 05.01.2023 17:15","0","148"
