"Time (UTC)","BZN|DE-LU > BZN|DK2 [MW]","BZN|DK2 > BZN|DE-LU [MW]"
"01.01.2023 22:30 - 01.01.2023 22:45","0","460"
"01.01.2023 22:45 - 01.01.2023 23:00","0","464"
"01.01.2023 23:00 - 01.01.2023 23:15","0","512"
"01.01.2023 23:15 - 01.01.2023 23:30","0","518"
"01.01.2023 23:30 - 01.01.2023 23:45","0","518"
"01.01.2023 23:45 - 02.01.2023 00:00","0","508"
"02.01.2023 00:00 - 02.01.2023 00:15","0","429"
"02.01.2023 00:15 - 02.01.2023 00:30","0","423"
"02.01.2023 00:30 - 02.01.2023 00:45","0","423"
"02.01.2023 00:45 - 02.01.2023 01:00","0","405"
"02.01.2023 01:00 - 02.01.2023 01:15","0","241"
"02.01.2023 01:15 - 02.01.2023 01:30","0","228"
"02.01.2023 01:30 - 02.01.2023 01:45","0","229"
"02.01.2023 01:45 - 02.01.2023 02:00","0","119"
"02.01.2023 02:00 - 02.01.2023 02:15","276","0"
"02.01.2023 02:15 - 02.01.2023 02:30","247","0"
"02.01.2023 02:30 - 02.01.2023 02:45","69","0"
"02.01.2023 02:45 - 02.01.2023 03:00","103","0"
"02.01.2023 03:00 - 02.01.2023 03:15","133","0"
"02.01.2023 03:15 - 02.01.2023 03:30","114","0"
"02.01.2023 03:30 - 02.01.2023 03:45","113","0"
"02.01.2023 03:45 - 02.01.2023 04:00","170","0"
"02.01.2023 04:00 - 02.01.2023 04:15","370","0"
"02.01.2023 04:15 - 02.01.2023 04:30","402","0"
"02.01.2023 04:30 - 02.01.2023 04:45","402","0"
"02.01.2023 04:45 - 02.01.2023 05:00","393","0"
"02.01.2023 05:00 - 02.01.2023 05:15","293","0"
"02.01.2023 05:15 - 02.01.2023 05:30","279","0"
"02.01.2023 05:30 - 02.01.2023 05:45","279","0"
"02.01.2023 05:45 - 02.01.2023 06:00","254","0"
"02.01.2023 06:00 - 02.01.2023 06:15","46","0"
"02.01.2023 06:15 - 02.01.2023 06:30","25","0"
"02.01.2023 06:30 - 02.01.2023 06:45","25","0"
"02.01.2023 06:45 - 02.01.2023 07:00","17","0"
"02.01.2023 07:00 - 02.01.2023 07:15","0","53"
"02.01.2023 07:15 - 02.01.2023 07:30","0","58"
"02.01.2023 07:30 - 02.01.2023 07:45","0","58"
"02.01.2023 07:45 - 02.01.2023 08:00","0","44"
"02.01.2023 08:00 - 02.01.2023 08:15","66","0"
"02.01.2023 08:15 - 02.01.2023 08:30","77","0"
"02.01.2023 08:30 - 02.01.2023 08:45","77","0"
"02.01.2023 08:45 - 02.01.2023 09:00","94","0"
"02.01.2023 09:00 - 02.01.2023 09:15","273","0"
"02.01.2023 09:15 - 02.01.2023 09:30","290","0"
"02.01.2023 09:30 - 02.01.2023 09:45","290","0"
"02.01.2023 09:45 - 02.01.2023 10:00","226","0"
"02.01.2023 10:00 - 02.01.2023 10:15","0","11"
"02.01.2023 10:15 - 02.01.2023 10:30","0","69"
"02.01.2023 10:30 - 02.01.2023 10:45","0","70"
"02.01.2023 10:45 - 02.01.2023 11:00","0","51"
"02.01.2023 11:00 - 02.01.2023 11:15","110","0"
"02.01.2023 11:15 - 02.01.2023 11:30","123","0"
"02.01.2023 11:30 - 02.01.2023 11:45","124","0"
"02.01.2023 11:45 - 02.01.2023 12:00","131","0"
"02.01.2023 12:00 - 02.01.2023 12:15","199","0"
"02.01.2023 12:15 - 02.01.2023 12:30","204","0"
"02.01.2023 12:30 - 02.01.2023 12:45","204","0"
"02.01.2023 12:45 - 02.01.2023 13:00","200","0"
"02.01.2023 13:00 - 02.01.2023 13:15","154","0"
"02.01.2023 13:15 - 02.01.2023 13:30","149","0"
"02.01.2023 13:30 - 02.01.2023 13:45","149","0"
"02.01.2023 13:45 - 02.01.2023 14:00","159","0"
"02.01.2023 14:00 - 02.01.2023 14:15","249","0"
"02.01.2023 14:15 - 02.01.2023 14:30","258","0"
"02.01.2023 14:30 - 02.01.2023 14:45","258","0"
"02.01.2023 14:45 - 02.01.2023 15:00","242","0"
"02.01.2023 15:00 - 02.01.2023 15:15","112","0"
"02.01.2023 15:15 - 02.01.2023 15:30","100","0"
"02.01.2023 15:30 - 02.01.2023 15:45","100","0"
"02.01.2023 15:45 - 02.01.2023 16:00","99","0"
"02.01.2023 16:00 - 02.01.2023 16:15","83","0"
"02.01.2023 16:15 - 02.01.2023 16:30","78","0"
"02.01.2023 16:30 - 02.01.2023 16:45","75","0"
"02.01.2023 16:45 - 02.01.2023 17:00","66","0"
"02.01.2023 17:00 - 02.01.2023 17:15","5","0"
"02.01.2023 17:15 - 02.01.2023 17:30","0","0"
"02.01.2023 17:30 - 02.01.2023 17:45","1","0"
"02.01.2023 17:45 - 02.01.2023 18:00","0","69"
"02.01.2023 18:00 - 02.01.2023 18:15","0","320"
"02.01.2023 18:15 - 02.01.2023 18:30","0","382"
"02.01.2023 18:30 - 02.01.2023 18:45","0","386"
"02.01.2023 18:45 - 02.01.2023 19:00","0","394"
"02.01.2023 19:00 - 02.01.2023 19:15","0","411"
"02.01.2023 19:15 - 02.01.2023 19:30","0","408"
"02.01.2023 19:30 - 02.01.2023 19:45","0","411"
"02.01.2023 19:45 - 02.01.2023 20:00","0","409"
"02.01.2023 20:00 - 02.01.2023 20:15","0","374"
"02.01.2023 20:15 - 02.01.2023 20:30","0","371"
"02.01.2023 20:30 - 02.01.2023 20:45","0","370"
"02.01.2023 20:45 - 02.01.2023 21:00","0","364"
"02.01.2023 21:00 - 02.01.2023 21:15","0","360"
"02.01.2023 21:15 - 02.01.2023 21:30","0","352"
"02.01.2023 21:30 - 02.01.2023 21:45","0","347"
"02.01.2023 21:45 - 02.01.2023 22:00","0","346"
"02.01.2023 22:00 - 02.01.2023 22:15","0","346"
"02.01.2023 22:15 - 02.01.2023 22:30","0","346"
"02.01.2023 22:30 - 02.01.2023 22:45","0","346"
"02.01.2023 22:45 - 02.01.2023 23:00","0","347"
"02.01.2023 23:00 - 02.01.2023 23:15","0","352"
"02.01.2023 23:15 - 02.01.2023 23:30","0","352"
"02.01.2023 23:30 - 02.01.2023 23:45","0","352"
"02.01.2023 23:45 - 03.01.2023 00:00","0","352"
"03.01.2023 00:00 - 03.01.2023 00:15","0","350"
"03.01.2023 00:15 - 03.01.2023 00:30","0","350"
"03.01.2023 00:30 - 03.01.2023 00:45","0","349"
"03.01.2023 00:45 - 03.01.2023 01:00","0","349"
"03.01.2023 01:00 - 03.01.2023 01:15","0","349"
"03.01.2023 01:15 - 03.01.2023 01:30","0","347"
"03.01.2023 01:30 - 03.01.2023 01:45","0","347"
"03.01.2023 01:45 - 03.01.2023 02:00","0","349"
"03.01.2023 02:00 - 03.01.2023 02:15","0","356"
"03.01.2023 02:15 - 03.01.2023 02:30","0","356"
"03.01.2023 02:30 - 03.01.2023 02:45","0","356"
"03.01.2023 02:45 - 03.01.2023 03:00","0","357"
"03.01.2023 03:00 - 03.01.2023 03:15","0","356"
"03.01.2023 03:15 - 03.01.2023 03:30","0","356"
"03.01.2023 03:30 - 03.01.2023 03:45","0","356"
"03.01.2023 03:45 - 03.01.2023 04:00","0","356"
"03.01.2023 04:00 - 03.01.2023 04:15","0","356"
"03.01.2023 04:15 - 03.01.2023 04:30","0","356"
"03.01.2023 04:30 - 03.01.2023 04:45","0","356"
"03.01.2023 04:45 - 03.01.2023 05:00","0","356"
"03.01.2023 05:00 - 03.01.2023 05:15","0","356"
"03.01.2023 05:15 - 03.01.2023 05:30","0","356"
"03.01.2023 05:30 - 03.01.2023 05:45","0","356"
"03.01.2023 05:45 - 03.01.2023 06:00","0","356"
"03.01.2023 06:00 - 03.01.2023 06:15","0","360"
"03.01.2023 06:15 - 03.01.2023 06:30","0","361"
"03.01.2023 06:30 - 03.01.2023 06:45","0","362"
"03.01.2023 06:45 - 03.01.2023 07:00","0","289"
"03.01.2023 07:00 - 03.01.2023 07:15","0","146"
"03.01.2023 07:15 - 03.01.2023 07:30","0","80"
"03.01.2023 07:30 - 03.01.2023 07:45","0","79"
"03.01.2023 07:45 - 03.01.2023 08:00","0","81"
"03.01.2023 08:00 - 03.01.2023 08:15","0","89"
"03.01.2023 08:15 - 03.01.2023 08:30","0","90"
"03.01.2023 08:30 - 03.01.2023 08:45","0","89"
"03.01.2023 08:45 - 03.01.2023 09:00","0","79"
"03.01.2023 09:00 - 03.01.2023 09:15","4","0"
"03.01.2023 09:15 - 03.01.2023 09:30","10","0"
"03.01.2023 09:30 - 03.01.2023 09:45","7","0"
"03.01.2023 09:45 - 03.01.2023 10:00","5","0"
"03.01.2023 10:00 - 03.01.2023 10:15","0","32"
"03.01.2023 10:15 - 03.01.2023 10:30","0","37"
"03.01.2023 10:30 - 03.01.2023 10:45","0","36"
"03.01.2023 10:45 - 03.01.2023 11:00","0","38"
"03.01.2023 11:00 - 03.01.2023 11:15","0","50"
"03.01.2023 11:15 - 03.01.2023 11:30","0","51"
"03.01.2023 11:30 - 03.01.2023 11:45","0","51"
"03.01.2023 11:45 - 03.01.2023 12:00","0","51"
"03.01.2023 12:00 - 03.01.2023 12:15","0","36"
"03.01.2023 12:15 - 03.01.2023 12:30","0","36"
"03.01.2023 12:30 - 03.01.2023 12:45","0","36"
"03.01.2023 12:45 - 03.01.2023 13:00","0","36"
"03.01.2023 13:00 - 03.01.2023 13:15","0","46"
"03.01.2023 13:15 - 03.01.2023 13:30","0","46"
"03.01.2023 13:30 - 03.01.2023 13:45","0","46"
"03.01.2023 13:45 - 03.01.2023 14:00","0","55"
"03.01.2023 14:00 - 03.01.2023 14:15","0","128"
"03.01.2023 14:15 - 03.01.2023 14:30","0","133"
"03.01.2023 14:30 - 03.01.2023 14:45","0","133"
"03.01.2023 14:45 - 03.01.2023 15:00","0","110"
"03.01.2023 15:00 - 03.01.2023 15:15","74","0"
"03.01.2023 15:15 - 03.01.2023 15:30","89","0"
"03.01.2023 15:30 - 03.01.2023 15:45","90","0"
"03.01.2023 15:45 - 03.01.2023 16:00","65","0"
"03.01.2023 16:00 - 03.01.2023 16:15","0","147"
"03.01.2023 16:15 - 03.01.2023 16:30","0","165"
"03.01.2023 16:30 - 03.01.2023 16:45","0","165"
"03.01.2023 16:45 - 03.01.2023 17:00","0","181"
"03.01.2023 17:00 - 03.01.2023 17:15","0","304"
"03.01.2023 17:15 - 03.01.2023 17:30","0","314"
"03.01.2023 17:30 - 03.01.2023 17:45","0","313"
"03.01.2023 17:45 - 03.01.2023 18:00","0","295"
"03.01.2023 18:00 - 03.01.2023 18:15","0","165"
"03.01.2023 18:15 - 03.01.2023 18:30","0","153"
"03.01.2023 18:30 - 03.01.2023 18:45","0","153"
"03.01.2023 18:45 - 03.01.2023 19:00","0","156"
"03.01.2023 19:00 - 03.01.2023 19:15","0","186"
"03.01.2023 19:15 - 03.01.2023 19:30","0","188"
"03.01.2023 19:30 - 03.01.2023 19:45","0","188"
"03.01.2023 19:45 - 03.01.2023 20:00","0","81"
"03.01.2023 20:00 - 03.01.2023 20:15","313","0"
"03.01.2023 20:15 - 03.01.2023 20:30","403","0"
"03.01.2023 20:30 - 03.01.2023 20:45","402","0"
"03.01.2023 20:45 - 03.01.2023 21:00","402","0"
"03.01.2023 21:00 - 03.01.2023 21:15","392","0"
"03.01.2023 21:15 - 03.01.2023 21:30","390","0"
"03.01.2023 21:30 - 03.01.2023 21:45","391","0"
"03.01.2023 21:45 - 03.01.2023 22:00","390","0"
"03.01.2023 22:00 - 03.01.2023 22:15","380","0"
"03.01.2023 22:15 - 03.01.2023 22:30","379","0"
"03.01.2023 22:30 - 03.01.2023 22:45","379","0"
"03.01.2023 22:45 - 03.01.2023 23:00","381","0"
"03.01.2023 23:00 - 03.01.2023 23:15","401","0"
"03.01.2023 23:15 - 03.01.2023 23:30","403","0"
"03.01.2023 23:30 - 03.01.2023 23:45","402","0"
"03.01.2023 23:45 - 04.01.2023 00:00","401","0"
"04.01.2023 00:00 - 04.01.2023 00:15","387","0"
"04.01.2023 00:15 - 04.01.2023 00:30","386","0"
"04.01.2023 00:30 - 04.01.2023 00:45","386","0"
"04.01.2023 00:45 - 04.01.2023 01:00","372","0"
"04.01.2023 01:00 - 04.01.2023 01:15","310","0"
"04.01.2023 01:15 - 04.01.2023 01:30","303","0"
"04.01.2023 01:30 - 04.01.2023 01:45","306","0"
"04.01.2023 01:45 - 04.01.2023 02:00","307","0"
"04.01.2023 02:00 - 04.01.2023 02:15","305","0"
"04.01.2023 02:15 - 04.01.2023 02:30","304","0"
"04.01.2023 02:30 - 04.01.2023 02:45","304","0"
"04.01.2023 02:45 - 04.01.2023 03:00","298","0"
"04.01.2023 03:00 - 04.01.2023 03:15","257","0"
"04.01.2023 03:15 - 04.01.2023 03:30","252","0"
"04.01.2023 03:30 - 04.01.2023 03:45","253","0"
"04.01.2023 03:45 - 04.01.2023 04:00","250","0"
"04.01.2023 04:00 - 04.01.2023 04:15","235","0"
"04.01.2023 04:15 - 04.01.2023 04:30","229","0"
"04.01.2023 04:30 - 04.01.2023 04:45","231","0"
"04.01.2023 04:45 - 04.01.2023 05:00","229","0"
"04.01.2023 05:00 - 04.01.2023 05:15","213","0"
"04.01.2023 05:15 - 04.01.2023 05:30","212","0"
"04.01.2023 05:30 - 04.01.2023 05:45","211","0"
"04.01.2023 05:45 - 04.01.2023 06:00","210","0"
"04.01.2023 06:00 - 04.01.2023 06:15","198","0"
"04.01.2023 06:15 - 04.01.2023 06:30","196","0"
"04.01.2023 06:30 - 04.01.2023 06:45","197","0"
"04.01.2023 06:45 - 04.01.2023 07:00","194","0"
"04.01.2023 07:00 - 04.01.2023 07:15","177","0"
"04.01.2023 07:15 - 04.01.2023 07:30","175","0"
"04.01.2023 07:30 - 04.01.2023 07:45","175","0"
"04.01.2023 07:45 - 04.01.2023 08:00","175","0"
"04.01.2023 08:00 - 04.01.2023 08:15","176","0"
"04.01.2023 08:15 - 04.01.2023 08:30","174","0"
"04.01.2023 08:30 - 04.01.2023 08:45","173","0"
"04.01.2023 08:45 - 04.01.2023 09:00","178","0"
"04.01.2023 09:00 - 04.01.2023 09:15","215","0"
"04.01.2023 09:15 - 04.01.2023 09:30","217","0"
"04.01.2023 09:30 - 04.01.2023 09:45","218","0"
"04.01.2023 09:45 - 04.01.2023 10:00","215","0"
"04.01.2023 10:00 - 04.01.2023 10:15","193","0"
"04.01.2023 10:15 - 04.01.2023 10:30","191","0"
"04.01.2023 10:30 - 04.01.2023 10:45","191","0"
"04.01.2023 10:45 - 04.01.2023 11:00","190","0"
"04.01.2023 11:00 - 04.01.2023 11:15","177","0"
"04.01.2023 11:15 - 04.01.2023 11:30","175","0"
"04.01.2023 11:30 - 04.01.2023 11:45","175","0"
"04.01.2023 11:45 - 04.01.2023 12:00","176","0"
"04.01.2023 12:00 - 04.01.2023 12:15","186","0"
"04.01.2023 12:15 - 04.01.2023 12:30","186","0"
"04.01.2023 12:30 - 04.01.2023 12:45","187","0"
"04.01.2023 12:45 - 04.01.2023 13:00","188","0"
"04.01.2023 13:00 - 04.01.2023 13:15","194","0"
"04.01.2023 13:15 - 04.01.2023 13:30","194","0"
"04.01.2023 13:30 - 04.01.2023 13:45","195","0"
"04.01.2023 13:45 - 04.01.2023 14:00","271","0"
"04.01.2023 14:00 - 04.01.2023 14:15","417","0"
"04.01.2023 14:15 - 04.01.2023 14:30","483","0"
"04.01.2023 14:30 - 04.01.2023 14:45","483","0"
"04.01.2023 14:45 - 04.01.2023 15:00","480","0"
"04.01.2023 15:00 - 04.01.2023 15:15","456","0"
"04.01.2023 15:15 - 04.01.2023 15:30","454","0"
"04.01.2023 15:30 - 04.01.2023 15:45","454","0"
"04.01.2023 15:45 - 04.01.2023 16:00","454","0"
"04.01.2023 16:00 - 04.01.2023 16:15","454","0"
"04.01.2023 16:15 - 04.01.2023 16:30","455","0"
"04.01.2023 16:30 - 04.01.2023 16:45","455","0"
"04.01.2023 16:45 - 04.01.2023 17:00","454","0"
"04.01.2023 17:00 - 04.01.2023 17:15","446","0"
"04.01.2023 17:15 - 04.01.2023 17:30","446","0"
"04.01.2023 17:30 - 04.01.2023 17:45","446","0"
"04.01.2023 17:45 - 04.01.2023 18:00","445","0"
"04.01.2023 18:00 - 04.01.2023 18:15","445","0"
"04.01.2023 18:15 - 04.01.2023 18:30","445","0"
"04.01.2023 18:30 - 04.01.2023 18:45","446","0"
"04.01.2023 18:45 - 04.01.2023 19:00","445","0"
"04.01.2023 19:00 - 04.01.2023 19:15","446","0"
"04.01.2023 19:15 - 04.01.2023 19:30","446","0"
"04.01.2023 19:30 - 04.01.2023 19:45","445","0"
"04.01.2023 19:45 - 04.01.2023 20:00","448","0"
"04.01.2023 20:00 - 04.01.2023 20:15","471","0"
"04.01.2023 20:15 - 04.01.2023 20:30","472","0"
"04.01.2023 20:30 - 04.01.2023 20:45","472","0"
"04.01.2023 20:45 - 04.01.2023 21:00","473","0"
"04.01.2023 21:00 - 04.01.2023 21:15","472","0"
"04.01.2023 21:15 - 04.01.2023 21:30","473","0"
"04.01.2023 21:30 - 04.01.2023 21:45","472","0"
"04.01.2023 21:45 - 04.01.2023 22:00","467","0"
"04.01.2023 22:00 - 04.01.2023 22:15","422","0"
"04.01.2023 22:15 - 04.01.2023 22:30","419","0"
"04.01.2023 22:30 - 04.01.2023 22:45","418","0"
"04.01.2023 22:45 - 04.01.2023 23:00","419","0"
"04.01.2023 23:00 - 04.01.2023 23:15","418","0"
"04.01.2023 23:15 - 04.01.2023 23:30","416","0"
"04.01.2023 23:30 - 04.01.2023 23:45","414","0"
"04.01.2023 23:45 - 05.01.2023 00:00","415","0"
"05.01.2023 00:00 - 05.01.2023 00:15","418","0"
"05.01.2023 00:15 - 05.01.2023 00:30","419","0"
"05.01.2023 00:30 - 05.01.2023 00:45","419","0"
"05.01.2023 00:45 - 05.01.2023 01:00","419","0"
"05.01.2023 01:00 - 05.01.2023 01:15","428","0"
"05.01.2023 01:15 - 05.01.2023 01:30","429","0"
"05.01.2023 01:30 - 05.01.2023 01:45","429","0"
"05.01.2023 01:45 - 05.01.2023 02:00","428","0"
"05.01.2023 02:00 - 05.01.2023 02:15","420","0"
"05.01.2023 02:15 - 05.01.2023 02:30","419","0"
"05.01.2023 02:30 - 05.01.2023 02:45","419","0"
"05.01.2023 02:45 - 05.01.2023 03:00","421","0"
"05.01.2023 03:00 - 05.01.2023 03:15","432","0"
"05.01.2023 03:15 - 05.01.2023 03:30","432","0"
"05.01.2023 03:30 - 05.01.2023 03:45","432","0"
"05.01.2023 03:45 - 05.01.2023 04:00","439","0"
"05.01.2023 04:00 - 05.01.2023 04:15","495","0"
"05.01.2023 04:15 - 05.01.2023 04:30","499","0"
"05.01.2023 04:30 - 05.01.2023 04:45","499","0"
"05.01.2023 04:45 - 05.01.2023 05:00","497","0"
"05.01.2023 05:00 - 05.01.2023 05:15","474","0"
"05.01.2023 05:15 - 05.01.2023 05:30","471","0"
"05.01.2023 05:30 - 05.01.2023 05:45","472","0"
"05.01.2023 05:45 - 05.01.2023 06:00","450","0"
"05.01.2023 06:00 - 05.01.2023 06:15","260","0"
"05.01.2023 06:15 - 05.01.2023 06:30","244","0"
"05.01.2023 06:30 - 05.01.2023 06:45","244","0"
"05.01.2023 06:45 - 05.01.2023 07:00","136","0"
"05.01.2023 07:00 - 05.01.2023 07:15","0","261"
"05.01.2023 07:15 - 05.01.2023 07:30","0","353"
"05.01.2023 07:30 - 05.01.2023 07:45","0","353"
"05.01.2023 07:45 - 05.01.2023 08:00","0","353"
"05.01.2023 08:00 - 05.01.2023 08:15","0","354"
"05.01.2023 08:15 - 05.01.2023 08:30","0","356"
"05.01.2023 08:30 - 05.01.2023 08:45","0","356"
"05.01.2023 08:45 - 05.01.2023 09:00","0","356"
"05.01.2023 09:00 - 05.01.2023 09:15","0","356"
"05.01.2023 09:15 - 05.01.2023 09:30","0","357"
"05.01.2023 09:30 - 05.01.2023 09:45","0","356"
"05.01.2023 09:45 - 05.01.2023 10:00","0","357"
"05.01.2023 10:00 - 05.01.2023 10:15","0","357"
"05.01.2023 10:15 - 05.01.2023 10:30","0","357"
"05.01.2023 10:30 - 05.01.2023 10:45","0","356"
"05.01.2023 10:45 - 05.01.2023 11:00","0","343"
"05.01.2023 11:00 - 05.01.2023 11:15","0","225"
"05.01.2023 11:15 - 05.01.2023 11:30","0","216"
"05.01.2023 11:30 - 05.01.2023 11:45","0","215"
"05.01.2023 11:45 - 05.01.2023 12:00","0","201"
"05.01.2023 12:00 - 05.01.2023 12:15","0","93"
"05.01.2023 12:15 - 05.01.2023 12:30","0","111"
"05.01.2023 12:30 - 05.01.2023 12:45","0","111"
"05.01.2023 12:45 - 05.01.2023 13:00","0","112"
"05.01.2023 13:00 - 05.01.2023 13:15","0","125"
"05.01.2023 13:15 - 05.01.2023 13:30","0","125"
"05.01.2023 13:30 - 05.01.2023 13:45","0","125"
"05.01.2023 13:45 - 05.01.2023 14:00","0","192"
"05.01.2023 14:00 - 05.01.2023 14:15","0","453"
"05.01.2023 14:15 - 05.01.2023 14:30","0","513"
"05.01.2023 14:30 - 05.01.2023 14:45","0","513"
"05.01.2023 14:45 - 05.01.2023 15:00","0","414"
"05.01.2023 15:00 - 05.01.2023 15:15","0","57"
"05.01.2023 15:15 - 05.01.2023 15:30","25","0"
"05.01.2023 15:30 - 05.01.2023 15:45","25","0"
"05.01.2023 15:45 - 05.01.2023 16:00","101","0"
"05.01.2023 16:00 - 05.01.2023 16:15","378","0"
"05.01.2023 16:15 - 05.01.2023 16:30","444","0"
"05.01.2023 16:30 - 05.01.2023 16:45","443","0"
"05.01.2023 16:45 - 05.01.2023 17:00","437","0"
"05.01.2023 17:00 - 05.01.2023 17:15","384","0"
"05.01.2023 17:15 - 05.01.2023 17:30","380","0"
"05.01.2023 17:30 - 05.01.2023 17:45","380","0"
"05.01.2023 17:45 - 05.01.2023 18:00","312","0"
"05.01.2023 18:00 - 05.01.2023 18:15","60","0"
"05.01.2023 18:15 - 05.01.2023 18:30","0","0"
"05.01.2023 18:30 - 05.01.2023 18:45","0","0"
"05.01.2023 18:45 - 05.01.2023 19:00","0","21"
"05.01.2023 19:00 - 05.01.2023 19:15","0","208"
"05.01.2023 19:15 - 05.01.2023 19:30","0","224"
