"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"BZN|DK1","30.01.2023 14:00 - 30.01.2023 15:00 (UTC)","263","n/e","n/e","n/e","190","346","10","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","177","84","1097","3416"
"BZN|DK1","30.01.2023 15:00 - 30.01.2023 16:00 (UTC)","224","n/e","n/e","n/e","176","373","10","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","33","79","1095","3414"
"BZN|DK1","30.01.2023 16:00 - 30.01.2023 17:00 (UTC)","176","n/e","n/e","n/e","151","371","9","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","5","75","1108","3384"
"BZN|DK1","30.01.2023 17:00 - 30.01.2023 18:00 (UTC)","191","n/e","n/e","n/e","137","373","8","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","5","74","1050","3352"
"BZN|DK1","30.01.2023 18:00 - 30.01.2023 19:00 (UTC)","199","n/e","n/e","n/e","186","371","9","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","5","75","1113","3259"
"BZN|DK1","30.01.2023 19:00 - 30.01.2023 20:00 (UTC)","241","n/e","n/e","n/e","176","406","11","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","5","81","1132","3278"
"BZN|DK1","30.01.2023 20:00 - 30.01.2023 21:00 (UTC)","295","n/e","n/e","n/e","146","378","10","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","5","86","1148","3187"
"BZN|DK1","30.01.2023 21:00 - 30.01.2023 22:00 (UTC)","262","n/e","n/e","n/e","186","324","11","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","2","87","1143","2952"
"BZN|DK1","30.01.2023 22:00 - 30.01.2023 23:00 (UTC)","232","n/e","n/e","n/e","158","302","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","5","85","1102","2638"
"BZN|DK1","30.01.2023 23:00 - 31.01.2023 00:00 (UTC)","240","n/e","n/e","n/e","148","317","10","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","5","78","1077","2397"
"BZN|DK1","31.01.2023 00:00 - 31.01.2023 01:00 (UTC)","244","n/e","n/e","n/e","130","245","8","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","5","74","1107","2122"
"BZN|DK1","31.01.2023 01:00 - 31.01.2023 02:00 (UTC)","234","n/e","n/e","n/e","126","247","8","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","1","74","974","1892"
"BZN|DK1","31.01.2023 02:00 - 31.01.2023 03:00 (UTC)","221","n/e","n/e","n/e","125","246","8","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","84","923","1602"
"BZN|DK1","31.01.2023 03:00 - 31.01.2023 04:00 (UTC)","189","n/e","n/e","n/e","138","256","9","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","85","849","1347"
"BZN|DK1","31.01.2023 04:00 - 31.01.2023 05:00 (UTC)","191","n/e","n/e","n/e","200","252","9","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","85","969","1158"
"BZN|DK1","31.01.2023 05:00 - 31.01.2023 06:00 (UTC)","134","n/e","n/e","n/e","240","275","10","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","0","82","948","1055"
"BZN|DK1","31.01.2023 06:00 - 31.01.2023 07:00 (UTC)","48","n/e","n/e","n/e","321","317","10","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","0","79","1033","1119"
"BZN|DK1","31.01.2023 07:00 - 31.01.2023 08:00 (UTC)","50","n/e","n/e","n/e","325","342","10","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","2","75","978","1416"
"BZN|DK1","31.01.2023 08:00 - 31.01.2023 09:00 (UTC)","74","n/e","n/e","n/e","243","312","6","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","23","74","1008","1544"
"BZN|DK1","31.01.2023 09:00 - 31.01.2023 10:00 (UTC)","172","n/e","n/e","n/e","307","332","7","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","54","82","914","2059"
"BZN|DK1","31.01.2023 10:00 - 31.01.2023 11:00 (UTC)","253","n/e","n/e","n/e","255","325","7","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","83","76","1021","2386"
"BZN|DK1","31.01.2023 11:00 - 31.01.2023 12:00 (UTC)","220","n/e","n/e","n/e","273","370","9","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","127","75","1056","2552"
"BZN|DK1","31.01.2023 12:00 - 31.01.2023 13:00 (UTC)","274","n/e","n/e","n/e","238","369","9","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","131","74","1027","2931"
"BZN|DK1","31.01.2023 13:00 - 31.01.2023 14:00 (UTC)","219","n/e","n/e","n/e","272","360","10","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","71","74","1056","3238"
"BZN|DK1","31.01.2023 14:00 - 31.01.2023 15:00 (UTC)","256","n/e","n/e","n/e","226","359","10","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","57","75","1143","3048"
"BZN|DK1","31.01.2023 15:00 - 31.01.2023 16:00 (UTC)","270","n/e","n/e","n/e","240","356","9","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","14","75","1055","3257"
"BZN|DK1","31.01.2023 16:00 - 31.01.2023 17:00 (UTC)","278","n/e","n/e","n/e","244","354","9","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","5","75","1110","3312"
"BZN|DK1","31.01.2023 17:00 - 31.01.2023 18:00 (UTC)","281","n/e","n/e","n/e","261","326","10","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","1","78","1051","3357"
"BZN|DK1","31.01.2023 18:00 - 31.01.2023 19:00 (UTC)","263","n/e","n/e","n/e","248","316","10","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","5","76","1092","3348"
"BZN|DK1","31.01.2023 19:00 - 31.01.2023 20:00 (UTC)","259","n/e","n/e","n/e","247","326","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","1","74","1090","3345"
"BZN|DK1","31.01.2023 20:00 - 31.01.2023 21:00 (UTC)","251","n/e","n/e","n/e","193","290","10","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","5","74","1117","3333"
"BZN|DK1","31.01.2023 21:00 - 31.01.2023 22:00 (UTC)","233","n/e","n/e","n/e","141","249","9","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","5","74","1111","3222"
"BZN|DK1","31.01.2023 22:00 - 31.01.2023 23:00 (UTC)","249","n/e","n/e","n/e","159","233","10","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","1","74","1148","3293"
"BZN|DK1","31.01.2023 23:00 - 01.02.2023 00:00 (UTC)","201","n/e","n/e","n/e","172","285","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","63","1130","3234"
"BZN|DK1","01.02.2023 00:00 - 01.02.2023 01:00 (UTC)","243","n/e","n/e","n/e","171","211","10","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","68","1129","3204"
"BZN|DK1","01.02.2023 01:00 - 01.02.2023 02:00 (UTC)","243","n/e","n/e","n/e","156","227","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","68","1129","3035"
"BZN|DK1","01.02.2023 02:00 - 01.02.2023 03:00 (UTC)","203","n/e","n/e","n/e","149","235","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","67","1109","2870"
"BZN|DK1","01.02.2023 03:00 - 01.02.2023 04:00 (UTC)","225","n/e","n/e","n/e","147","243","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","67","1140","2788"
"BZN|DK1","01.02.2023 04:00 - 01.02.2023 05:00 (UTC)","218","n/e","n/e","n/e","137","301","12","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","43","1061","2688"
"BZN|DK1","01.02.2023 05:00 - 01.02.2023 06:00 (UTC)","203","n/e","n/e","n/e","210","289","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","33","1107","2620"
"BZN|DK1","01.02.2023 06:00 - 01.02.2023 07:00 (UTC)","212","n/e","n/e","n/e","277","311","14","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","0","52","1114","2436"
"BZN|DK1","01.02.2023 07:00 - 01.02.2023 08:00 (UTC)","344","n/e","n/e","n/e","302","313","13","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","8","69","1141","2373"
"BZN|DK1","01.02.2023 08:00 - 01.02.2023 09:00 (UTC)","237","n/e","n/e","n/e","308","301","12","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","62","70","1080","2521"
"BZN|DK1","01.02.2023 09:00 - 01.02.2023 10:00 (UTC)","304","n/e","n/e","n/e","331","321","12","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","144","79","1143","2367"
"BZN|DK1","01.02.2023 10:00 - 01.02.2023 11:00 (UTC)","308","n/e","n/e","n/e","325","317","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","216","83","1140","2522"
"BZN|DK1","01.02.2023 11:00 - 01.02.2023 12:00 (UTC)","261","n/e","n/e","n/e","284","315","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","171","85","1060","2730"
"BZN|DK1","01.02.2023 12:00 - 01.02.2023 13:00 (UTC)","263","n/e","n/e","n/e","238","315","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","152","86","1026","2937"
"BZN|DK1","01.02.2023 13:00 - 01.02.2023 14:00 (UTC)","273","n/e","n/e","n/e","235","313","10","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","147","85","1088","3100"
"BZN|DK1","01.02.2023 14:00 - 01.02.2023 15:00 (UTC)","262","n/e","n/e","n/e","232","311","10","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","85","82","1108","3214"
"BZN|DK1","01.02.2023 15:00 - 01.02.2023 16:00 (UTC)","255","n/e","n/e","n/e","239","295","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","20","83","1115","3238"
"BZN|DK1","01.02.2023 16:00 - 01.02.2023 17:00 (UTC)","275","n/e","n/e","n/e","244","300","12","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","3","77","1056","3002"
"BZN|DK1","01.02.2023 17:00 - 01.02.2023 18:00 (UTC)","293","n/e","n/e","n/e","250","305","13","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","68","1063","2904"
"BZN|DK1","01.02.2023 18:00 - 01.02.2023 19:00 (UTC)","287","n/e","n/e","n/e","255","303","13","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","1","71","796","3175"
"BZN|DK1","01.02.2023 19:00 - 01.02.2023 20:00 (UTC)","295","n/e","n/e","n/e","216","297","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","5","84","812","3117"
"BZN|DK1","01.02.2023 20:00 - 01.02.2023 21:00 (UTC)","274","n/e","n/e","n/e","223","287","9","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","1","86","1097","2507"
"BZN|DK1","01.02.2023 21:00 - 01.02.2023 22:00 (UTC)","342","n/e","n/e","n/e","179","312","10","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","87","1141","1795"
"BZN|DK1","01.02.2023 22:00 - 01.02.2023 23:00 (UTC)","277","n/e","n/e","n/e","170","312","10","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","86","1111","1403"
"BZN|DK1","01.02.2023 23:00 - 02.02.2023 00:00 (UTC)","295","n/e","n/e","n/e","165","215","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","79","1104","1305"
"BZN|DK1","02.02.2023 00:00 - 02.02.2023 01:00 (UTC)","303","n/e","n/e","n/e","166","202","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","78","1114","1158"
"BZN|DK1","02.02.2023 01:00 - 02.02.2023 02:00 (UTC)","298","n/e","n/e","n/e","168","206","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","79","1074","1038"
"BZN|DK1","02.02.2023 02:00 - 02.02.2023 03:00 (UTC)","296","n/e","n/e","n/e","166","208","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","74","1014","897"
"BZN|DK1","02.02.2023 03:00 - 02.02.2023 04:00 (UTC)","310","n/e","n/e","n/e","169","216","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","80","972","772"
"BZN|DK1","02.02.2023 04:00 - 02.02.2023 05:00 (UTC)","309","n/e","n/e","n/e","192","287","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","83","911","618"
"BZN|DK1","02.02.2023 05:00 - 02.02.2023 06:00 (UTC)","299","n/e","n/e","n/e","311","291","12","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","101","787","446"
"BZN|DK1","02.02.2023 06:00 - 02.02.2023 07:00 (UTC)","323","n/e","n/e","n/e","350","302","13","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","2","77","694","332"
"BZN|DK1","02.02.2023 07:00 - 02.02.2023 08:00 (UTC)","317","n/e","n/e","n/e","455","467","15","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","20","105","524","218"
"BZN|DK1","02.02.2023 08:00 - 02.02.2023 09:00 (UTC)","306","n/e","n/e","n/e","413","505","15","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","167","87","402","113"
"BZN|DK1","02.02.2023 09:00 - 02.02.2023 10:00 (UTC)","346","n/e","n/e","n/e","390","479","13","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","347","86","340","73"
"BZN|DK1","02.02.2023 10:00 - 02.02.2023 11:00 (UTC)","346","n/e","n/e","n/e","429","533","15","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","476","107","188","53"
"BZN|DK1","02.02.2023 11:00 - 02.02.2023 12:00 (UTC)","346","n/e","n/e","n/e","443","540","16","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","521","114","77","35"
"BZN|DK1","02.02.2023 12:00 - 02.02.2023 13:00 (UTC)","349","n/e","n/e","n/e","435","606","17","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","460","129","35","28"
"BZN|DK1","02.02.2023 13:00 - 02.02.2023 14:00 (UTC)","379","n/e","n/e","n/e","446","661","17","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","277","128","24","24"
"BZN|DK1","02.02.2023 14:00 - 02.02.2023 15:00 (UTC)","415","n/e","n/e","n/e","480","684","17","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","120","129","17","36"
"BZN|DK1","02.02.2023 15:00 - 02.02.2023 16:00 (UTC)","389","n/e","n/e","n/e","460","633","18","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","29","129","47","79"
"BZN|DK1","02.02.2023 16:00 - 02.02.2023 17:00 (UTC)","338","n/e","n/e","n/e","478","556","17","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","131","119","245"
"BZN|DK1","02.02.2023 17:00 - 02.02.2023 18:00 (UTC)","266","n/e","n/e","n/e","468","635","17","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","129","260","495"
"BZN|DK1","02.02.2023 18:00 - 02.02.2023 19:00 (UTC)","332","n/e","n/e","n/e","469","695","18","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","129","485","736"
"BZN|DK1","02.02.2023 19:00 - 02.02.2023 20:00 (UTC)","346","n/e","n/e","n/e","458","591","17","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","125","745","967"
"BZN|DK1","02.02.2023 20:00 - 02.02.2023 21:00 (UTC)","345","n/e","n/e","n/e","387","573","13","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","0","78","867","1331"
"BZN|DK1","02.02.2023 21:00 - 02.02.2023 22:00 (UTC)","342","n/e","n/e","n/e","267","493","12","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","5","75","935","1748"
"BZN|DK1","02.02.2023 22:00 - 02.02.2023 23:00 (UTC)","234","n/e","n/e","n/e","170","430","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","5","75","1025","1714"
"BZN|DK1","02.02.2023 23:00 - 03.02.2023 00:00 (UTC)","220","n/e","n/e","n/e","118","406","8","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","5","73","1084","1666"
"BZN|DK1","03.02.2023 00:00 - 03.02.2023 01:00 (UTC)","207","n/e","n/e","n/e","125","383","8","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","5","73","1115","2152"
"BZN|DK1","03.02.2023 01:00 - 03.02.2023 02:00 (UTC)","181","n/e","n/e","n/e","185","382","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","76","1128","2400"
"BZN|DK1","03.02.2023 02:00 - 03.02.2023 03:00 (UTC)","183","n/e","n/e","n/e","147","341","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","86","1128","2580"
"BZN|DK1","03.02.2023 03:00 - 03.02.2023 04:00 (UTC)","303","n/e","n/e","n/e","163","347","10","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","5","85","1147","2769"
"BZN|DK1","03.02.2023 04:00 - 03.02.2023 05:00 (UTC)","247","n/e","n/e","n/e","163","353","10","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","5","87","1151","3114"
"BZN|DK1","03.02.2023 05:00 - 03.02.2023 06:00 (UTC)","191","n/e","n/e","n/e","195","388","10","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","5","96","1148","3373"
"BZN|DK1","03.02.2023 06:00 - 03.02.2023 07:00 (UTC)","278","n/e","n/e","n/e","255","465","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","1","83","1156","3492"
"BZN|DK1","03.02.2023 07:00 - 03.02.2023 08:00 (UTC)","265","n/e","n/e","n/e","256","448","11","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","10","83","1140","3477"
"BZN|DK1","03.02.2023 08:00 - 03.02.2023 09:00 (UTC)","271","n/e","n/e","n/e","189","479","10","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","70","75","1140","3450"
"BZN|DK1","03.02.2023 09:00 - 03.02.2023 10:00 (UTC)","340","n/e","n/e","n/e","255","627","10","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","139","96","1133","3356"
"BZN|DK1","03.02.2023 10:00 - 03.02.2023 11:00 (UTC)","342","n/e","n/e","n/e","259","506","10","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","168","91","1138","3151"
"BZN|DK1","03.02.2023 11:00 - 03.02.2023 12:00 (UTC)","294","n/e","n/e","n/e","213","391","9","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","145","74","1144","2811"
"BZN|DK1","03.02.2023 12:00 - 03.02.2023 13:00 (UTC)","313","n/e","n/e","n/e","219","354","9","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","139","73","1154","2569"
"BZN|DK1","03.02.2023 13:00 - 03.02.2023 14:00 (UTC)","247","n/e","n/e","n/e","208","362","8","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","114","74","1122","2487"
"BZN|DK1","03.02.2023 14:00 - 03.02.2023 15:00 (UTC)","328","n/e","n/e","n/e","232","425","9","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","57","82","1070","2265"
"BZN|DK1","03.02.2023 15:00 - 03.02.2023 16:00 (UTC)","289","n/e","n/e","n/e","257","417","10","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","17","92","1102","1969"
"BZN|DK1","03.02.2023 16:00 - 03.02.2023 17:00 (UTC)","299","n/e","n/e","n/e","283","393","11","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","78","1092","1767"
"BZN|DK1","03.02.2023 17:00 - 03.02.2023 18:00 (UTC)","292","n/e","n/e","n/e","315","297","11","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","5","76","1141","1683"
"BZN|DK1","03.02.2023 18:00 - 03.02.2023 19:00 (UTC)","287","n/e","n/e","n/e","292","288","8","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","5","75","1092","1393"
"BZN|DK1","03.02.2023 19:00 - 03.02.2023 20:00 (UTC)","291","n/e","n/e","n/e","315","402","11","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","97","1011","997"
"BZN|DK1","03.02.2023 20:00 - 03.02.2023 21:00 (UTC)","301","n/e","n/e","n/e","311","448","12","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","77","796","608"
"BZN|DK1","03.02.2023 21:00 - 03.02.2023 22:00 (UTC)","295","n/e","n/e","n/e","276","436","11","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","5","77","349","511"
"BZN|DK1","03.02.2023 22:00 - 03.02.2023 23:00 (UTC)","297","n/e","n/e","n/e","280","371","11","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","77","379","405"
"BZN|DK1","03.02.2023 23:00 - 04.02.2023 00:00 (UTC)","299","n/e","n/e","n/e","195","367","10","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","94","261","415"
"BZN|DK1","04.02.2023 00:00 - 04.02.2023 01:00 (UTC)","281","n/e","n/e","n/e","194","383","10","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","100","171","395"
"BZN|DK1","04.02.2023 01:00 - 04.02.2023 02:00 (UTC)","299","n/e","n/e","n/e","192","451","10","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","101","117","294"
"BZN|DK1","04.02.2023 02:00 - 04.02.2023 03:00 (UTC)","299","n/e","n/e","n/e","199","405","10","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","100","148","248"
"BZN|DK1","04.02.2023 03:00 - 04.02.2023 04:00 (UTC)","300","n/e","n/e","n/e","199","434","10","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","101","90","327"
"BZN|DK1","04.02.2023 04:00 - 04.02.2023 05:00 (UTC)","299","n/e","n/e","n/e","205","475","10","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","101","112","300"
"BZN|DK1","04.02.2023 05:00 - 04.02.2023 06:00 (UTC)","301","n/e","n/e","n/e","288","438","13","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","103","140","313"
"BZN|DK1","04.02.2023 06:00 - 04.02.2023 07:00 (UTC)","299","n/e","n/e","n/e","432","553","15","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","0","104","92","356"
"BZN|DK1","04.02.2023 07:00 - 04.02.2023 08:00 (UTC)","271","n/e","n/e","n/e","452","573","16","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","26","104","118","353"
"BZN|DK1","04.02.2023 08:00 - 04.02.2023 09:00 (UTC)","303","n/e","n/e","n/e","463","520","16","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","159","104","177","282"
"BZN|DK1","04.02.2023 09:00 - 04.02.2023 10:00 (UTC)","307","n/e","n/e","n/e","465","529","16","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","306","105","200","205"
"BZN|DK1","04.02.2023 10:00 - 04.02.2023 11:00 (UTC)","291","n/e","n/e","n/e","461","466","16","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","365","105","223","170"
"BZN|DK1","04.02.2023 11:00 - 04.02.2023 12:00 (UTC)","282","n/e","n/e","n/e","422","427","14","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","440","105","207","196"
"BZN|DK1","04.02.2023 12:00 - 04.02.2023 13:00 (UTC)","281","n/e","n/e","n/e","417","455","14","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","450","105","235","228"
"BZN|DK1","04.02.2023 13:00 - 04.02.2023 14:00 (UTC)","282","n/e","n/e","n/e","420","497","14","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","314","116","258","225"
"BZN|DK1","04.02.2023 14:00 - 04.02.2023 15:00 (UTC)","282","n/e","n/e","n/e","467","560","17","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","174","130","272","215"
"BZN|DK1","04.02.2023 15:00 - 04.02.2023 16:00 (UTC)","282","n/e","n/e","n/e","474","573","17","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","41","130","269","209"
"BZN|DK1","04.02.2023 16:00 - 04.02.2023 17:00 (UTC)","291","n/e","n/e","n/e","517","593","18","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","1","129","303","305"
