"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"BZN|DK1","01.01.2023 10:00 - 01.01.2023 11:00 (UTC)","102","n/e","n/e","n/e","78","147","9","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","65","71","653","1942"
"BZN|DK1","01.01.2023 11:00 - 01.01.2023 12:00 (UTC)","95","n/e","n/e","n/e","77","146","9","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","101","71","750","2117"
"BZN|DK1","01.01.2023 12:00 - 01.01.2023 13:00 (UTC)","110","n/e","n/e","n/e","76","241","9","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","83","70","324","2305"
"BZN|DK1","01.01.2023 13:00 - 01.01.2023 14:00 (UTC)","103","n/e","n/e","n/e","78","252","9","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","62","72","1107","2603"
"BZN|DK1","01.01.2023 14:00 - 01.01.2023 15:00 (UTC)","114","n/e","n/e","n/e","78","256","10","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","17","73","1166","2565"
"BZN|DK1","01.01.2023 15:00 - 01.01.2023 16:00 (UTC)","99","n/e","n/e","n/e","83","289","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","74","1143","2582"
"BZN|DK1","01.01.2023 16:00 - 01.01.2023 17:00 (UTC)","202","n/e","n/e","n/e","111","399","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","73","1064","2579"
"BZN|DK1","01.01.2023 17:00 - 01.01.2023 18:00 (UTC)","161","n/e","n/e","n/e","109","418","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","73","971","2456"
"BZN|DK1","01.01.2023 18:00 - 01.01.2023 19:00 (UTC)","123","n/e","n/e","n/e","83","302","10","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","69","1027","2185"
"BZN|DK1","01.01.2023 19:00 - 01.01.2023 20:00 (UTC)","120","n/e","n/e","n/e","81","267","10","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","64","986","1898"
"BZN|DK1","01.01.2023 20:00 - 01.01.2023 21:00 (UTC)","107","n/e","n/e","n/e","80","249","10","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","59","885","1730"
"BZN|DK1","01.01.2023 21:00 - 01.01.2023 22:00 (UTC)","94","n/e","n/e","n/e","80","227","10","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","59","970","1549"
"BZN|DK1","01.01.2023 22:00 - 01.01.2023 23:00 (UTC)","99","n/e","n/e","n/e","81","218","10","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","59","872","1314"
"BZN|DK1","01.01.2023 23:00 - 02.01.2023 00:00 (UTC)","113","n/e","n/e","n/e","84","196","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","61","740","1008"
"BZN|DK1","02.01.2023 00:00 - 02.01.2023 01:00 (UTC)","125","n/e","n/e","n/e","83","190","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","60","591","843"
"BZN|DK1","02.01.2023 01:00 - 02.01.2023 02:00 (UTC)","127","n/e","n/e","n/e","84","191","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","62","490","732"
"BZN|DK1","02.01.2023 02:00 - 02.01.2023 03:00 (UTC)","108","n/e","n/e","n/e","83","192","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","62","408","643"
"BZN|DK1","02.01.2023 03:00 - 02.01.2023 04:00 (UTC)","112","n/e","n/e","n/e","85","202","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","63","363","515"
"BZN|DK1","02.01.2023 04:00 - 02.01.2023 05:00 (UTC)","159","n/e","n/e","n/e","86","244","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","63","318","441"
"BZN|DK1","02.01.2023 05:00 - 02.01.2023 06:00 (UTC)","281","n/e","n/e","n/e","129","347","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","64","163","264"
"BZN|DK1","02.01.2023 06:00 - 02.01.2023 07:00 (UTC)","296","n/e","n/e","n/e","246","464","12","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","0","67","73","176"
"BZN|DK1","02.01.2023 07:00 - 02.01.2023 08:00 (UTC)","246","n/e","n/e","n/e","286","487","12","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","1","67","30","134"
"BZN|DK1","02.01.2023 08:00 - 02.01.2023 09:00 (UTC)","291","n/e","n/e","n/e","299","429","14","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","4","66","18","124"
"BZN|DK1","02.01.2023 09:00 - 02.01.2023 10:00 (UTC)","320","n/e","n/e","n/e","302","417","14","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","26","66","59","124"
"BZN|DK1","02.01.2023 10:00 - 02.01.2023 11:00 (UTC)","282","n/e","n/e","n/e","305","385","13","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","47","67","57","147"
"BZN|DK1","02.01.2023 11:00 - 02.01.2023 12:00 (UTC)","280","n/e","n/e","n/e","310","417","13","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","55","65","194","211"
"BZN|DK1","02.01.2023 12:00 - 02.01.2023 13:00 (UTC)","248","n/e","n/e","n/e","312","423","15","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","67","67","444","337"
"BZN|DK1","02.01.2023 13:00 - 02.01.2023 14:00 (UTC)","242","n/e","n/e","n/e","306","440","14","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","48","66","531","497"
"BZN|DK1","02.01.2023 14:00 - 02.01.2023 15:00 (UTC)","266","n/e","n/e","n/e","335","536","14","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","15","64","758","664"
"BZN|DK1","02.01.2023 15:00 - 02.01.2023 16:00 (UTC)","290","n/e","n/e","n/e","364","521","16","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","1","65","783","1083"
"BZN|DK1","02.01.2023 16:00 - 02.01.2023 17:00 (UTC)","303","n/e","n/e","n/e","374","567","16","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","66","929","1296"
"BZN|DK1","02.01.2023 17:00 - 02.01.2023 18:00 (UTC)","344","n/e","n/e","n/e","377","531","17","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","65","994","1605"
"BZN|DK1","02.01.2023 18:00 - 02.01.2023 19:00 (UTC)","220","n/e","n/e","n/e","303","326","16","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","62","1102","1729"
"BZN|DK1","02.01.2023 19:00 - 02.01.2023 20:00 (UTC)","239","n/e","n/e","n/e","270","309","12","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","0","63","1108","2021"
"BZN|DK1","02.01.2023 20:00 - 02.01.2023 21:00 (UTC)","194","n/e","n/e","n/e","259","353","10","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","0","63","1133","2074"
"BZN|DK1","02.01.2023 21:00 - 02.01.2023 22:00 (UTC)","179","n/e","n/e","n/e","250","308","10","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","63","1163","1825"
"BZN|DK1","02.01.2023 22:00 - 02.01.2023 23:00 (UTC)","189","n/e","n/e","n/e","238","306","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","62","1119","1702"
"BZN|DK1","02.01.2023 23:00 - 03.01.2023 00:00 (UTC)","175","n/e","n/e","n/e","190","431","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","58","1152","1661"
"BZN|DK1","03.01.2023 00:00 - 03.01.2023 01:00 (UTC)","191","n/e","n/e","n/e","182","434","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","59","1161","1607"
"BZN|DK1","03.01.2023 01:00 - 03.01.2023 02:00 (UTC)","257","n/e","n/e","n/e","185","310","11","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","62","1114","1599"
"BZN|DK1","03.01.2023 02:00 - 03.01.2023 03:00 (UTC)","287","n/e","n/e","n/e","184","242","12","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","61","935","1505"
"BZN|DK1","03.01.2023 03:00 - 03.01.2023 04:00 (UTC)","290","n/e","n/e","n/e","185","235","12","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","61","777","1386"
"BZN|DK1","03.01.2023 04:00 - 03.01.2023 05:00 (UTC)","304","n/e","n/e","n/e","203","251","12","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","61","673","1162"
"BZN|DK1","03.01.2023 05:00 - 03.01.2023 06:00 (UTC)","348","n/e","n/e","n/e","306","493","13","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","60","464","980"
"BZN|DK1","03.01.2023 06:00 - 03.01.2023 07:00 (UTC)","389","n/e","n/e","n/e","444","542","17","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","0","61","400","880"
"BZN|DK1","03.01.2023 07:00 - 03.01.2023 08:00 (UTC)","399","n/e","n/e","n/e","470","554","17","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","1","67","399","772"
"BZN|DK1","03.01.2023 08:00 - 03.01.2023 09:00 (UTC)","397","n/e","n/e","n/e","470","510","17","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","34","67","470","659"
"BZN|DK1","03.01.2023 09:00 - 03.01.2023 10:00 (UTC)","348","n/e","n/e","n/e","458","507","17","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","125","68","487","586"
"BZN|DK1","03.01.2023 10:00 - 03.01.2023 11:00 (UTC)","361","n/e","n/e","n/e","448","501","17","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","244","68","441","565"
"BZN|DK1","03.01.2023 11:00 - 03.01.2023 12:00 (UTC)","340","n/e","n/e","n/e","413","500","16","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","264","66","515","648"
"BZN|DK1","03.01.2023 12:00 - 03.01.2023 13:00 (UTC)","365","n/e","n/e","n/e","421","588","14","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","223","66","241","576"
"BZN|DK1","03.01.2023 13:00 - 03.01.2023 14:00 (UTC)","372","n/e","n/e","n/e","427","484","16","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","158","68","295","518"
"BZN|DK1","03.01.2023 14:00 - 03.01.2023 15:00 (UTC)","379","n/e","n/e","n/e","416","537","17","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","37","69","521","474"
"BZN|DK1","03.01.2023 15:00 - 03.01.2023 16:00 (UTC)","394","n/e","n/e","n/e","434","531","18","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","1","69","607","594"
"BZN|DK1","03.01.2023 16:00 - 03.01.2023 17:00 (UTC)","407","n/e","n/e","n/e","464","541","18","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","0","68","723","848"
"BZN|DK1","03.01.2023 17:00 - 03.01.2023 18:00 (UTC)","370","n/e","n/e","n/e","476","515","18","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","0","66","848","999"
"BZN|DK1","03.01.2023 18:00 - 03.01.2023 19:00 (UTC)","357","n/e","n/e","n/e","368","555","17","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","0","64","873","1251"
"BZN|DK1","03.01.2023 19:00 - 03.01.2023 20:00 (UTC)","383","n/e","n/e","n/e","388","584","14","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","0","63","837","1345"
"BZN|DK1","03.01.2023 20:00 - 03.01.2023 21:00 (UTC)","338","n/e","n/e","n/e","300","499","11","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","57","911","1441"
"BZN|DK1","03.01.2023 21:00 - 03.01.2023 22:00 (UTC)","326","n/e","n/e","n/e","212","392","10","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","57","968","1591"
"BZN|DK1","03.01.2023 22:00 - 03.01.2023 23:00 (UTC)","253","n/e","n/e","n/e","192","324","12","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","56","1035","1803"
"BZN|DK1","03.01.2023 23:00 - 04.01.2023 00:00 (UTC)","185","n/e","n/e","n/e","134","303","11","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","58","1100","2028"
"BZN|DK1","04.01.2023 00:00 - 04.01.2023 01:00 (UTC)","189","n/e","n/e","n/e","131","187","11","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","60","1127","2256"
"BZN|DK1","04.01.2023 01:00 - 04.01.2023 02:00 (UTC)","115","n/e","n/e","n/e","122","150","11","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","60","1098","2469"
"BZN|DK1","04.01.2023 02:00 - 04.01.2023 03:00 (UTC)","100","n/e","n/e","n/e","109","136","12","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","60","1099","2607"
"BZN|DK1","04.01.2023 03:00 - 04.01.2023 04:00 (UTC)","98","n/e","n/e","n/e","106","133","12","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","58","1005","2707"
"BZN|DK1","04.01.2023 04:00 - 04.01.2023 05:00 (UTC)","98","n/e","n/e","n/e","107","133","12","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","56","1102","2756"
"BZN|DK1","04.01.2023 05:00 - 04.01.2023 06:00 (UTC)","101","n/e","n/e","n/e","132","153","11","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","57","1141","2712"
"BZN|DK1","04.01.2023 06:00 - 04.01.2023 07:00 (UTC)","133","n/e","n/e","n/e","147","200","12","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","57","1169","2577"
"BZN|DK1","04.01.2023 07:00 - 04.01.2023 08:00 (UTC)","260","n/e","n/e","n/e","175","249","12","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","57","1155","2391"
"BZN|DK1","04.01.2023 08:00 - 04.01.2023 09:00 (UTC)","200","n/e","n/e","n/e","179","246","13","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","2","57","1085","2394"
"BZN|DK1","04.01.2023 09:00 - 04.01.2023 10:00 (UTC)","190","n/e","n/e","n/e","189","246","13","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","15","57","1078","2544"
"BZN|DK1","04.01.2023 10:00 - 04.01.2023 11:00 (UTC)","210","n/e","n/e","n/e","173","244","12","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","39","55","1140","2586"
"BZN|DK1","04.01.2023 11:00 - 04.01.2023 12:00 (UTC)","157","n/e","n/e","n/e","166","242","12","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","44","55","1137","2537"
"BZN|DK1","04.01.2023 12:00 - 04.01.2023 13:00 (UTC)","146","n/e","n/e","n/e","192","243","12","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","35","53","1133","2603"
"BZN|DK1","04.01.2023 13:00 - 04.01.2023 14:00 (UTC)","116","n/e","n/e","n/e","160","243","12","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","24","53","1063","2646"
"BZN|DK1","04.01.2023 14:00 - 04.01.2023 15:00 (UTC)","110","n/e","n/e","n/e","165","246","13","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","6","73","968","2718"
"BZN|DK1","04.01.2023 15:00 - 04.01.2023 16:00 (UTC)","143","n/e","n/e","n/e","146","244","12","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","78","1000","2795"
"BZN|DK1","04.01.2023 16:00 - 04.01.2023 17:00 (UTC)","157","n/e","n/e","n/e","170","234","11","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","78","1067","2916"
"BZN|DK1","04.01.2023 17:00 - 04.01.2023 18:00 (UTC)","181","n/e","n/e","n/e","163","244","12","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","77","1016","3047"
"BZN|DK1","04.01.2023 18:00 - 04.01.2023 19:00 (UTC)","193","n/e","n/e","n/e","143","235","11","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","77","1069","3101"
"BZN|DK1","04.01.2023 19:00 - 04.01.2023 20:00 (UTC)","188","n/e","n/e","n/e","149","211","12","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","77","1047","3171"
"BZN|DK1","04.01.2023 20:00 - 04.01.2023 21:00 (UTC)","238","n/e","n/e","n/e","126","172","11","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","73","1139","3023"
"BZN|DK1","04.01.2023 21:00 - 04.01.2023 22:00 (UTC)","193","n/e","n/e","n/e","117","167","11","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","72","1095","2887"
"BZN|DK1","04.01.2023 22:00 - 04.01.2023 23:00 (UTC)","119","n/e","n/e","n/e","108","166","11","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","72","1099","2661"
"BZN|DK1","04.01.2023 23:00 - 05.01.2023 00:00 (UTC)","131","n/e","n/e","n/e","86","126","9","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","70","1062","2484"
"BZN|DK1","05.01.2023 00:00 - 05.01.2023 01:00 (UTC)","132","n/e","n/e","n/e","79","110","8","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","69","1105","2364"
"BZN|DK1","05.01.2023 01:00 - 05.01.2023 02:00 (UTC)","118","n/e","n/e","n/e","81","110","8","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","68","1073","2270"
"BZN|DK1","05.01.2023 02:00 - 05.01.2023 03:00 (UTC)","98","n/e","n/e","n/e","85","115","9","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","66","1018","2216"
"BZN|DK1","05.01.2023 03:00 - 05.01.2023 04:00 (UTC)","120","n/e","n/e","n/e","79","119","10","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","67","1132","2106"
"BZN|DK1","05.01.2023 04:00 - 05.01.2023 05:00 (UTC)","130","n/e","n/e","n/e","84","116","13","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","66","1126","2124"
"BZN|DK1","05.01.2023 05:00 - 05.01.2023 06:00 (UTC)","140","n/e","n/e","n/e","113","62","11","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","70","989","2235"
"BZN|DK1","05.01.2023 06:00 - 05.01.2023 07:00 (UTC)","199","n/e","n/e","n/e","183","148","11","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","71","978","1992"
"BZN|DK1","05.01.2023 07:00 - 05.01.2023 08:00 (UTC)","323","n/e","n/e","n/e","268","170","11","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","1","72","793","1508"
"BZN|DK1","05.01.2023 08:00 - 05.01.2023 09:00 (UTC)","362","n/e","n/e","n/e","316","309","14","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","27","71","685","1144"
"BZN|DK1","05.01.2023 09:00 - 05.01.2023 10:00 (UTC)","324","n/e","n/e","n/e","315","309","14","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","114","67","530","849"
"BZN|DK1","05.01.2023 10:00 - 05.01.2023 11:00 (UTC)","330","n/e","n/e","n/e","364","368","16","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","205","67","307","618"
"BZN|DK1","05.01.2023 11:00 - 05.01.2023 12:00 (UTC)","354","n/e","n/e","n/e","369","491","15","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","233","70","182","429"
"BZN|DK1","05.01.2023 12:00 - 05.01.2023 13:00 (UTC)","370","n/e","n/e","n/e","373","520","16","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","195","72","111","283"
"BZN|DK1","05.01.2023 13:00 - 05.01.2023 14:00 (UTC)","345","n/e","n/e","n/e","395","501","17","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","121","70","71","173"
"BZN|DK1","05.01.2023 14:00 - 05.01.2023 15:00 (UTC)","356","n/e","n/e","n/e","433","522","18","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","33","71","64","105"
"BZN|DK1","05.01.2023 15:00 - 05.01.2023 16:00 (UTC)","358","n/e","n/e","n/e","451","547","18","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","1","72","92","54"
"BZN|DK1","05.01.2023 16:00 - 05.01.2023 17:00 (UTC)","368","n/e","n/e","n/e","460","513","18","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","0","70","143","48"
"BZN|DK1","05.01.2023 17:00 - 05.01.2023 18:00 (UTC)","366","n/e","n/e","n/e","444","473","17","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","0","71","244","100"
"BZN|DK1","05.01.2023 18:00 - 05.01.2023 19:00 (UTC)","342","n/e","n/e","n/e","438","528","17","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","0","72","366","153"
"BZN|DK1","05.01.2023 19:00 - 05.01.2023 20:00 (UTC)","340","n/e","n/e","n/e","419","498","16","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","0","73","442","269"
"BZN|DK1","05.01.2023 20:00 - 05.01.2023 21:00 (UTC)","333","n/e","n/e","n/e","390","521","15","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","0","72","553","482"
"BZN|DK1","05.01.2023 21:00 - 05.01.2023 22:00 (UTC)","268","n/e","n/e","n/e","311","370","14","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","71","837","721"
"BZN|DK1","05.01.2023 22:00 - 05.01.2023 23:00 (UTC)","267","n/e","n/e","n/e","278","287","13","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","71","1001","1001"
