"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"BZN|DK1","09.03.2024 11:00 - 09.03.2024 12:00 (UTC)","126","n/e","n/e","n/e","166","249","47","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","747","34","1277","2285"
"BZN|DK1","09.03.2024 12:00 - 09.03.2024 13:00 (UTC)","130","n/e","n/e","n/e","163","257","47","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","698","35","547","2103"
"BZN|DK1","09.03.2024 13:00 - 09.03.2024 14:00 (UTC)","140","n/e","n/e","n/e","165","303","48","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","758","35","860","2429"
"BZN|DK1","09.03.2024 14:00 - 09.03.2024 15:00 (UTC)","188","n/e","n/e","n/e","184","359","50","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","630","57","1338","2561"
"BZN|DK1","09.03.2024 15:00 - 09.03.2024 16:00 (UTC)","232","n/e","n/e","n/e","208","542","54","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","416","62","1395","2496"
"BZN|DK1","09.03.2024 16:00 - 09.03.2024 17:00 (UTC)","242","n/e","n/e","n/e","233","747","55","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","128","62","1409","2346"
"BZN|DK1","09.03.2024 17:00 - 09.03.2024 18:00 (UTC)","252","n/e","n/e","n/e","257","740","55","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","3","62","1381","2271"
"BZN|DK1","09.03.2024 18:00 - 09.03.2024 19:00 (UTC)","248","n/e","n/e","n/e","254","741","55","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","0","62","1423","2133"
"BZN|DK1","09.03.2024 19:00 - 09.03.2024 20:00 (UTC)","242","n/e","n/e","n/e","257","736","55","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","62","1426","2107"
"BZN|DK1","09.03.2024 20:00 - 09.03.2024 21:00 (UTC)","250","n/e","n/e","n/e","227","678","54","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","61","1425","2186"
"BZN|DK1","09.03.2024 21:00 - 09.03.2024 22:00 (UTC)","243","n/e","n/e","n/e","204","665","53","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","60","1416","2156"
"BZN|DK1","09.03.2024 22:00 - 09.03.2024 23:00 (UTC)","247","n/e","n/e","n/e","206","590","52","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","60","1423","2310"
"BZN|DK1","09.03.2024 23:00 - 10.03.2024 00:00 (UTC)","265","n/e","n/e","n/e","196","452","52","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","41","1426","2352"
"BZN|DK1","10.03.2024 00:00 - 10.03.2024 01:00 (UTC)","238","n/e","n/e","n/e","201","368","52","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","42","1433","2386"
"BZN|DK1","10.03.2024 01:00 - 10.03.2024 02:00 (UTC)","232","n/e","n/e","n/e","201","320","52","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","40","1434","2395"
"BZN|DK1","10.03.2024 02:00 - 10.03.2024 03:00 (UTC)","280","n/e","n/e","n/e","204","294","52","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","57","1434","2348"
"BZN|DK1","10.03.2024 03:00 - 10.03.2024 04:00 (UTC)","252","n/e","n/e","n/e","204","279","52","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","58","1435","2358"
"BZN|DK1","10.03.2024 04:00 - 10.03.2024 05:00 (UTC)","184","n/e","n/e","n/e","205","283","52","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","59","1436","2440"
"BZN|DK1","10.03.2024 05:00 - 10.03.2024 06:00 (UTC)","171","n/e","n/e","n/e","205","287","52","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","59","1434","2487"
"BZN|DK1","10.03.2024 06:00 - 10.03.2024 07:00 (UTC)","192","n/e","n/e","n/e","204","280","51","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","12","58","1435","2531"
"BZN|DK1","10.03.2024 07:00 - 10.03.2024 08:00 (UTC)","268","n/e","n/e","n/e","202","276","51","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","64","58","1435","2594"
"BZN|DK1","10.03.2024 08:00 - 10.03.2024 09:00 (UTC)","250","n/e","n/e","n/e","199","275","51","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","121","54","1440","2637"
"BZN|DK1","10.03.2024 09:00 - 10.03.2024 10:00 (UTC)","139","n/e","n/e","n/e","187","277","51","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","159","55","1440","2562"
"BZN|DK1","10.03.2024 10:00 - 10.03.2024 11:00 (UTC)","130","n/e","n/e","n/e","178","311","51","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","189","55","1399","2400"
"BZN|DK1","10.03.2024 11:00 - 10.03.2024 12:00 (UTC)","169","n/e","n/e","n/e","146","315","51","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","208","36","1407","2557"
"BZN|DK1","10.03.2024 12:00 - 10.03.2024 13:00 (UTC)","190","n/e","n/e","n/e","142","315","51","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","245","36","1376","2558"
"BZN|DK1","10.03.2024 13:00 - 10.03.2024 14:00 (UTC)","145","n/e","n/e","n/e","143","319","51","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","286","37","1358","2629"
"BZN|DK1","10.03.2024 14:00 - 10.03.2024 15:00 (UTC)","208","n/e","n/e","n/e","153","376","52","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","216","75","1429","2845"
"BZN|DK1","10.03.2024 15:00 - 10.03.2024 16:00 (UTC)","247","n/e","n/e","n/e","181","557","55","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","105","79","1437","2750"
"BZN|DK1","10.03.2024 16:00 - 10.03.2024 17:00 (UTC)","266","n/e","n/e","n/e","277","714","55","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","31","79","1437","2757"
"BZN|DK1","10.03.2024 17:00 - 10.03.2024 18:00 (UTC)","297","n/e","n/e","n/e","345","752","56","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","0","78","1440","2809"
"BZN|DK1","10.03.2024 18:00 - 10.03.2024 19:00 (UTC)","279","n/e","n/e","n/e","353","753","56","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","0","78","1439","2959"
"BZN|DK1","10.03.2024 19:00 - 10.03.2024 20:00 (UTC)","244","n/e","n/e","n/e","339","751","55","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","0","78","1442","3070"
"BZN|DK1","10.03.2024 20:00 - 10.03.2024 21:00 (UTC)","238","n/e","n/e","n/e","303","744","55","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","61","1433","3103"
"BZN|DK1","10.03.2024 21:00 - 10.03.2024 22:00 (UTC)","276","n/e","n/e","n/e","290","702","54","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","60","1437","3018"
"BZN|DK1","10.03.2024 22:00 - 10.03.2024 23:00 (UTC)","298","n/e","n/e","n/e","293","595","54","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","59","1440","2888"
"BZN|DK1","10.03.2024 23:00 - 11.03.2024 00:00 (UTC)","265","n/e","n/e","n/e","232","482","53","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","58","1436","2781"
"BZN|DK1","11.03.2024 00:00 - 11.03.2024 01:00 (UTC)","247","n/e","n/e","n/e","210","497","53","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","58","1438","2750"
"BZN|DK1","11.03.2024 01:00 - 11.03.2024 02:00 (UTC)","246","n/e","n/e","n/e","201","541","53","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","58","1437","2774"
"BZN|DK1","11.03.2024 02:00 - 11.03.2024 03:00 (UTC)","245","n/e","n/e","n/e","210","487","53","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","58","1434","2760"
"BZN|DK1","11.03.2024 03:00 - 11.03.2024 04:00 (UTC)","226","n/e","n/e","n/e","219","512","53","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","59","1435","2716"
"BZN|DK1","11.03.2024 04:00 - 11.03.2024 05:00 (UTC)","175","n/e","n/e","n/e","235","682","54","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","5","0","60","1429","2731"
"BZN|DK1","11.03.2024 05:00 - 11.03.2024 06:00 (UTC)","176","n/e","n/e","n/e","298","719","55","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","5","1","77","1434","2718"
"BZN|DK1","11.03.2024 06:00 - 11.03.2024 07:00 (UTC)","252","n/e","n/e","n/e","375","750","55","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","5","69","78","1442","2779"
"BZN|DK1","11.03.2024 07:00 - 11.03.2024 08:00 (UTC)","288","n/e","n/e","n/e","364","749","55","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","5","243","77","1435","2859"
"BZN|DK1","11.03.2024 08:00 - 11.03.2024 09:00 (UTC)","276","n/e","n/e","n/e","366","752","56","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","5","456","60","1403","2879"
"BZN|DK1","11.03.2024 09:00 - 11.03.2024 10:00 (UTC)","262","n/e","n/e","n/e","324","678","54","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","5","674","57","1320","2902"
"BZN|DK1","11.03.2024 10:00 - 11.03.2024 11:00 (UTC)","255","n/e","n/e","n/e","298","632","53","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","762","50","1197","2844"
"BZN|DK1","11.03.2024 11:00 - 11.03.2024 12:00 (UTC)","278","n/e","n/e","n/e","285","599","53","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","736","38","1138","2813"
"BZN|DK1","11.03.2024 12:00 - 11.03.2024 13:00 (UTC)","264","n/e","n/e","n/e","310","582","54","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","631","40","1107","2649"
"BZN|DK1","11.03.2024 13:00 - 11.03.2024 14:00 (UTC)","272","n/e","n/e","n/e","286","532","54","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","513","42","1164","2634"
"BZN|DK1","11.03.2024 14:00 - 11.03.2024 15:00 (UTC)","265","n/e","n/e","n/e","277","577","54","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","268","69","1059","2456"
"BZN|DK1","11.03.2024 15:00 - 11.03.2024 16:00 (UTC)","243","n/e","n/e","n/e","291","607","54","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","5","117","76","1122","2294"
"BZN|DK1","11.03.2024 16:00 - 11.03.2024 17:00 (UTC)","272","n/e","n/e","n/e","339","606","53","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","29","77","1221","1998"
"BZN|DK1","11.03.2024 17:00 - 11.03.2024 18:00 (UTC)","252","n/e","n/e","n/e","352","712","53","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","1","76","1172","1742"
"BZN|DK1","11.03.2024 18:00 - 11.03.2024 19:00 (UTC)","247","n/e","n/e","n/e","345","705","50","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","0","75","1014","1608"
"BZN|DK1","11.03.2024 19:00 - 11.03.2024 20:00 (UTC)","264","n/e","n/e","n/e","351","570","51","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","0","74","1039","1405"
"BZN|DK1","11.03.2024 20:00 - 11.03.2024 21:00 (UTC)","285","n/e","n/e","n/e","319","528","46","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","0","73","990","1269"
"BZN|DK1","11.03.2024 21:00 - 11.03.2024 22:00 (UTC)","242","n/e","n/e","n/e","309","519","43","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","0","72","960","1083"
"BZN|DK1","11.03.2024 22:00 - 11.03.2024 23:00 (UTC)","253","n/e","n/e","n/e","306","522","43","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","0","71","851","974"
"BZN|DK1","11.03.2024 23:00 - 12.03.2024 00:00 (UTC)","248","n/e","n/e","n/e","212","483","42","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","0","55","774","845"
"BZN|DK1","12.03.2024 00:00 - 12.03.2024 01:00 (UTC)","252","n/e","n/e","n/e","184","474","41","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","0","55","646","697"
"BZN|DK1","12.03.2024 01:00 - 12.03.2024 02:00 (UTC)","250","n/e","n/e","n/e","179","464","40","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","0","53","538","573"
"BZN|DK1","12.03.2024 02:00 - 12.03.2024 03:00 (UTC)","245","n/e","n/e","n/e","191","469","40","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","0","54","443","502"
"BZN|DK1","12.03.2024 03:00 - 12.03.2024 04:00 (UTC)","270","n/e","n/e","n/e","194","476","40","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","0","53","362","499"
"BZN|DK1","12.03.2024 04:00 - 12.03.2024 05:00 (UTC)","275","n/e","n/e","n/e","212","550","39","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","0","56","335","471"
"BZN|DK1","12.03.2024 05:00 - 12.03.2024 06:00 (UTC)","264","n/e","n/e","n/e","313","623","39","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","56","343","459"
"BZN|DK1","12.03.2024 06:00 - 12.03.2024 07:00 (UTC)","299","n/e","n/e","n/e","375","650","41","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","18","55","295","447"
"BZN|DK1","12.03.2024 07:00 - 12.03.2024 08:00 (UTC)","273","n/e","n/e","n/e","382","648","40","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","74","71","277","394"
"BZN|DK1","12.03.2024 08:00 - 12.03.2024 09:00 (UTC)","267","n/e","n/e","n/e","374","646","39","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","130","70","251","324"
"BZN|DK1","12.03.2024 09:00 - 12.03.2024 10:00 (UTC)","246","n/e","n/e","n/e","328","644","38","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","200","70","266","319"
"BZN|DK1","12.03.2024 10:00 - 12.03.2024 11:00 (UTC)","278","n/e","n/e","n/e","269","623","40","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","263","53","297","312"
"BZN|DK1","12.03.2024 11:00 - 12.03.2024 12:00 (UTC)","285","n/e","n/e","n/e","262","480","35","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","313","39","237","268"
"BZN|DK1","12.03.2024 12:00 - 12.03.2024 13:00 (UTC)","328","n/e","n/e","n/e","239","461","26","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","300","36","231","210"
"BZN|DK1","12.03.2024 13:00 - 12.03.2024 14:00 (UTC)","303","n/e","n/e","n/e","244","553","13","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","241","34","185","150"
"BZN|DK1","12.03.2024 14:00 - 12.03.2024 15:00 (UTC)","300","n/e","n/e","n/e","283","582","12","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","159","49","150","92"
"BZN|DK1","12.03.2024 15:00 - 12.03.2024 16:00 (UTC)","302","n/e","n/e","n/e","325","624","14","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","81","66","135","49"
"BZN|DK1","12.03.2024 16:00 - 12.03.2024 17:00 (UTC)","286","n/e","n/e","n/e","395","655","16","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","24","69","140","38"
"BZN|DK1","12.03.2024 17:00 - 12.03.2024 18:00 (UTC)","261","n/e","n/e","n/e","406","690","18","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","70","176","46"
"BZN|DK1","12.03.2024 18:00 - 12.03.2024 19:00 (UTC)","254","n/e","n/e","n/e","412","697","19","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","63","240","80"
"BZN|DK1","12.03.2024 19:00 - 12.03.2024 20:00 (UTC)","259","n/e","n/e","n/e","371","664","17","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","60","231","148"
"BZN|DK1","12.03.2024 20:00 - 12.03.2024 21:00 (UTC)","263","n/e","n/e","n/e","330","510","14","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","0","53","187","203"
"BZN|DK1","12.03.2024 21:00 - 12.03.2024 22:00 (UTC)","253","n/e","n/e","n/e","198","442","14","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","52","136","134"
"BZN|DK1","12.03.2024 22:00 - 12.03.2024 23:00 (UTC)","255","n/e","n/e","n/e","170","440","14","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","52","150","134"
"BZN|DK1","12.03.2024 23:00 - 13.03.2024 00:00 (UTC)","236","n/e","n/e","n/e","156","472","13","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","67","188","187"
"BZN|DK1","13.03.2024 00:00 - 13.03.2024 01:00 (UTC)","244","n/e","n/e","n/e","155","421","13","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","67","256","210"
"BZN|DK1","13.03.2024 01:00 - 13.03.2024 02:00 (UTC)","206","n/e","n/e","n/e","148","422","13","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","1","0","67","249","219"
"BZN|DK1","13.03.2024 02:00 - 13.03.2024 03:00 (UTC)","240","n/e","n/e","n/e","181","475","16","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","68","398","233"
"BZN|DK1","13.03.2024 03:00 - 13.03.2024 04:00 (UTC)","216","n/e","n/e","n/e","157","436","15","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","51","491","266"
"BZN|DK1","13.03.2024 04:00 - 13.03.2024 05:00 (UTC)","220","n/e","n/e","n/e","169","433","15","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","2","0","52","540","312"
"BZN|DK1","13.03.2024 05:00 - 13.03.2024 06:00 (UTC)","291","n/e","n/e","n/e","314","551","20","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","2","70","673","383"
"BZN|DK1","13.03.2024 06:00 - 13.03.2024 07:00 (UTC)","251","n/e","n/e","n/e","352","619","25","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","68","73","788","526"
"BZN|DK1","13.03.2024 07:00 - 13.03.2024 08:00 (UTC)","265","n/e","n/e","n/e","359","627","27","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","193","69","921","604"
"BZN|DK1","13.03.2024 08:00 - 13.03.2024 09:00 (UTC)","268","n/e","n/e","n/e","323","636","28","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","419","56","1018","712"
"BZN|DK1","13.03.2024 09:00 - 13.03.2024 10:00 (UTC)","265","n/e","n/e","n/e","287","541","30","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","761","56","1017","911"
"BZN|DK1","13.03.2024 10:00 - 13.03.2024 11:00 (UTC)","283","n/e","n/e","n/e","250","507","27","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","923","55","972","1250"
"BZN|DK1","13.03.2024 11:00 - 13.03.2024 12:00 (UTC)","266","n/e","n/e","n/e","242","540","26","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","832","39","992","1522"
"BZN|DK1","13.03.2024 12:00 - 13.03.2024 13:00 (UTC)","277","n/e","n/e","n/e","249","543","27","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","582","37","1036","1631"
"BZN|DK1","13.03.2024 13:00 - 13.03.2024 14:00 (UTC)","313","n/e","n/e","n/e","250","546","28","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","312","38","1060","1557"
"BZN|DK1","13.03.2024 14:00 - 13.03.2024 15:00 (UTC)","290","n/e","n/e","n/e","259","527","29","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","213","55","1145","1501"
"BZN|DK1","13.03.2024 15:00 - 13.03.2024 16:00 (UTC)","266","n/e","n/e","n/e","255","535","31","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","108","56","1320","1534"
"BZN|DK1","13.03.2024 16:00 - 13.03.2024 17:00 (UTC)","272","n/e","n/e","n/e","282","536","31","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","29","56","1383","1589"
"BZN|DK1","13.03.2024 17:00 - 13.03.2024 18:00 (UTC)","262","n/e","n/e","n/e","300","516","32","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","1","56","1422","1717"
"BZN|DK1","13.03.2024 18:00 - 13.03.2024 19:00 (UTC)","262","n/e","n/e","n/e","286","507","30","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","4","0","55","1430","1884"
"BZN|DK1","13.03.2024 19:00 - 13.03.2024 20:00 (UTC)","274","n/e","n/e","n/e","218","490","29","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","54","1435","2042"
"BZN|DK1","13.03.2024 20:00 - 13.03.2024 21:00 (UTC)","294","n/e","n/e","n/e","202","469","28","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","39","1444","2224"
"BZN|DK1","13.03.2024 21:00 - 13.03.2024 22:00 (UTC)","290","n/e","n/e","n/e","192","465","28","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","36","1453","2292"
"BZN|DK1","13.03.2024 22:00 - 13.03.2024 23:00 (UTC)","292","n/e","n/e","n/e","190","457","28","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","35","1453","2379"
"BZN|DK1","13.03.2024 23:00 - 14.03.2024 00:00 (UTC)","306","n/e","n/e","n/e","147","409","27","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","39","1455","2444"
"BZN|DK1","14.03.2024 00:00 - 14.03.2024 01:00 (UTC)","290","n/e","n/e","n/e","141","375","27","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","39","1446","2535"
"BZN|DK1","14.03.2024 01:00 - 14.03.2024 02:00 (UTC)","293","n/e","n/e","n/e","139","374","27","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","38","1438","2524"
"BZN|DK1","14.03.2024 02:00 - 14.03.2024 03:00 (UTC)","296","n/e","n/e","n/e","139","374","27","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","37","1444","2384"
"BZN|DK1","14.03.2024 03:00 - 14.03.2024 04:00 (UTC)","284","n/e","n/e","n/e","144","427","27","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","38","1444","2236"
"BZN|DK1","14.03.2024 04:00 - 14.03.2024 05:00 (UTC)","283","n/e","n/e","n/e","147","398","27","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","40","1429","2011"
"BZN|DK1","14.03.2024 05:00 - 14.03.2024 06:00 (UTC)","296","n/e","n/e","n/e","155","472","28","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","0","57","1430","1819"
"BZN|DK1","14.03.2024 06:00 - 14.03.2024 07:00 (UTC)","295","n/e","n/e","n/e","167","558","29","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","15","58","1424","1812"
"BZN|DK1","14.03.2024 07:00 - 14.03.2024 08:00 (UTC)","340","n/e","n/e","n/e","168","555","29","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","72","58","1391","1814"
"BZN|DK1","14.03.2024 08:00 - 14.03.2024 09:00 (UTC)","353","n/e","n/e","n/e","165","461","29","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","164","43","1350","1678"
"BZN|DK1","14.03.2024 09:00 - 14.03.2024 10:00 (UTC)","295","n/e","n/e","n/e","149","430","28","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","214","40","1360","1625"
"BZN|DK1","14.03.2024 10:00 - 14.03.2024 11:00 (UTC)","334","n/e","n/e","n/e","147","435","28","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","231","39","1328","1704"
"BZN|DK1","14.03.2024 11:00 - 14.03.2024 12:00 (UTC)","275","n/e","n/e","n/e","148","389","28","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","255","39","1359","1761"
"BZN|DK1","14.03.2024 12:00 - 14.03.2024 13:00 (UTC)","228","n/e","n/e","n/e","146","386","27","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","276","39","1352","1883"
"BZN|DK1","14.03.2024 13:00 - 14.03.2024 14:00 (UTC)","201","n/e","n/e","n/e","156","398","26","n/e","n/e","n/e","n/e","n/e","2","n/e","n/e","n/e","n/e","3","275","40","1365","1925"
