"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"BZN|DK1","01.01.2024 00:00 - 01.01.2024 01:00 (UTC)","161","n/e","n/e","n/e","65","101","27","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","28","1177","1174"
"BZN|DK1","01.01.2024 01:00 - 01.01.2024 02:00 (UTC)","148","n/e","n/e","n/e","69","108","28","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","28","1145","1094"
"BZN|DK1","01.01.2024 02:00 - 01.01.2024 03:00 (UTC)","123","n/e","n/e","n/e","60","103","27","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","25","1157","1050"
"BZN|DK1","01.01.2024 03:00 - 01.01.2024 04:00 (UTC)","123","n/e","n/e","n/e","61","105","28","n/e","n/e","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","1","0","25","787","936"
"BZN|DK1","01.01.2024 04:00 - 01.01.2024 05:00 (UTC)","123","n/e","n/e","n/e","60","104","27","n/e","n/e","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","1","0","25","787","934"
"BZN|DK1","01.01.2024 05:00 - 01.01.2024 06:00 (UTC)","123","n/e","n/e","n/e","67","110","28","n/e","n/e","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","1","0","25","724","1025"
"BZN|DK1","01.01.2024 06:00 - 01.01.2024 07:00 (UTC)","123","n/e","n/e","n/e","74","115","29","n/e","n/e","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","1","0","26","762","1098"
"BZN|DK1","01.01.2024 07:00 - 01.01.2024 08:00 (UTC)","122","n/e","n/e","n/e","71","109","28","n/e","n/e","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","1","0","25","666","1111"
"BZN|DK1","01.01.2024 08:00 - 01.01.2024 09:00 (UTC)","123","n/e","n/e","n/e","72","112","29","n/e","n/e","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","1","6","30","1045","1152"
"BZN|DK1","01.01.2024 09:00 - 01.01.2024 10:00 (UTC)","145","n/e","n/e","n/e","112","149","30","n/e","n/e","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","1","26","30","974","1163"
"BZN|DK1","01.01.2024 10:00 - 01.01.2024 11:00 (UTC)","148","n/e","n/e","n/e","123","152","30","n/e","n/e","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","1","41","30","880","1144"
"BZN|DK1","01.01.2024 11:00 - 01.01.2024 12:00 (UTC)","166","n/e","n/e","n/e","129","156","30","n/e","n/e","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","1","58","31","730","1122"
"BZN|DK1","01.01.2024 12:00 - 01.01.2024 13:00 (UTC)","185","n/e","n/e","n/e","131","160","31","n/e","n/e","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","1","56","31","588","1163"
"BZN|DK1","01.01.2024 13:00 - 01.01.2024 14:00 (UTC)","196","n/e","n/e","n/e","124","156","30","n/e","n/e","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","1","29","33","530","1207"
"BZN|DK1","01.01.2024 14:00 - 01.01.2024 15:00 (UTC)","261","n/e","n/e","n/e","137","167","31","n/e","n/e","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","1","6","49","516","1262"
"BZN|DK1","01.01.2024 15:00 - 01.01.2024 16:00 (UTC)","287","n/e","n/e","n/e","170","269","33","n/e","n/e","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","1","0","50","571","1352"
"BZN|DK1","01.01.2024 16:00 - 01.01.2024 17:00 (UTC)","293","n/e","n/e","n/e","174","338","33","n/e","n/e","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","1","0","50","577","1391"
"BZN|DK1","01.01.2024 17:00 - 01.01.2024 18:00 (UTC)","288","n/e","n/e","n/e","175","334","32","n/e","n/e","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","2","0","50","610","1435"
"BZN|DK1","01.01.2024 18:00 - 01.01.2024 19:00 (UTC)","298","n/e","n/e","n/e","175","318","33","n/e","n/e","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","2","0","47","675","1433"
"BZN|DK1","01.01.2024 19:00 - 01.01.2024 20:00 (UTC)","233","n/e","n/e","n/e","149","174","32","n/e","n/e","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","2","0","49","761","1415"
"BZN|DK1","01.01.2024 20:00 - 01.01.2024 21:00 (UTC)","196","n/e","n/e","n/e","137","159","31","n/e","n/e","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","2","0","33","863","1460"
"BZN|DK1","01.01.2024 21:00 - 01.01.2024 22:00 (UTC)","189","n/e","n/e","n/e","134","158","31","n/e","n/e","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","1","0","31","915","1491"
"BZN|DK1","01.01.2024 22:00 - 01.01.2024 23:00 (UTC)","191","n/e","n/e","n/e","104","125","30","n/e","n/e","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","1","0","30","921","1493"
"BZN|DK1","01.01.2024 23:00 - 02.01.2024 00:00 (UTC)","89","n/e","n/e","n/e","86","114","29","n/e","n/e","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","1","0","30","841","1487"
"BZN|DK1","02.01.2024 00:00 - 02.01.2024 01:00 (UTC)","47","n/e","n/e","n/e","79","116","30","n/e","n/e","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","1","0","30","714","1483"
"BZN|DK1","02.01.2024 01:00 - 02.01.2024 02:00 (UTC)","108","n/e","n/e","n/e","79","111","29","n/e","n/e","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","1","0","29","672","1458"
"BZN|DK1","02.01.2024 02:00 - 02.01.2024 03:00 (UTC)","144","n/e","n/e","n/e","74","104","27","n/e","n/e","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","1","0","24","683","1444"
"BZN|DK1","02.01.2024 03:00 - 02.01.2024 04:00 (UTC)","134","n/e","n/e","n/e","70","110","27","n/e","n/e","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","1","0","24","800","1498"
"BZN|DK1","02.01.2024 04:00 - 02.01.2024 05:00 (UTC)","147","n/e","n/e","n/e","72","142","27","n/e","n/e","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","1","0","26","962","1669"
"BZN|DK1","02.01.2024 05:00 - 02.01.2024 06:00 (UTC)","220","n/e","n/e","n/e","104","163","30","n/e","n/e","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","1","0","48","1185","1843"
"BZN|DK1","02.01.2024 06:00 - 02.01.2024 07:00 (UTC)","258","n/e","n/e","n/e","131","320","32","n/e","n/e","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","1","0","48","1233","2015"
"BZN|DK1","02.01.2024 07:00 - 02.01.2024 08:00 (UTC)","273","n/e","n/e","n/e","171","337","33","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","0","49","1249","2263"
"BZN|DK1","02.01.2024 08:00 - 02.01.2024 09:00 (UTC)","320","n/e","n/e","n/e","185","329","31","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","10","48","1245","2547"
"BZN|DK1","02.01.2024 09:00 - 02.01.2024 10:00 (UTC)","291","n/e","n/e","n/e","288","340","34","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","41","50","1250","2837"
"BZN|DK1","02.01.2024 10:00 - 02.01.2024 11:00 (UTC)","292","n/e","n/e","n/e","296","348","35","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","65","50","1252","2950"
"BZN|DK1","02.01.2024 11:00 - 02.01.2024 12:00 (UTC)","296","n/e","n/e","n/e","305","347","35","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","72","50","1246","3042"
"BZN|DK1","02.01.2024 12:00 - 02.01.2024 13:00 (UTC)","331","n/e","n/e","n/e","293","346","35","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","1","52","50","1252","3113"
"BZN|DK1","02.01.2024 13:00 - 02.01.2024 14:00 (UTC)","324","n/e","n/e","n/e","300","355","37","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","27","51","1265","3226"
"BZN|DK1","02.01.2024 14:00 - 02.01.2024 15:00 (UTC)","332","n/e","n/e","n/e","352","404","46","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","4","5","54","1283","3323"
"BZN|DK1","02.01.2024 15:00 - 02.01.2024 16:00 (UTC)","344","n/e","n/e","n/e","360","411","48","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","4","0","55","1296","3448"
"BZN|DK1","02.01.2024 16:00 - 02.01.2024 17:00 (UTC)","320","n/e","n/e","n/e","357","412","48","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","4","0","54","1294","3491"
"BZN|DK1","02.01.2024 17:00 - 02.01.2024 18:00 (UTC)","321","n/e","n/e","n/e","330","403","46","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","4","0","54","1289","3512"
"BZN|DK1","02.01.2024 18:00 - 02.01.2024 19:00 (UTC)","268","n/e","n/e","n/e","206","395","44","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","55","1281","3522"
"BZN|DK1","02.01.2024 19:00 - 02.01.2024 20:00 (UTC)","319","n/e","n/e","n/e","185","378","44","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","55","1273","3511"
"BZN|DK1","02.01.2024 20:00 - 02.01.2024 21:00 (UTC)","261","n/e","n/e","n/e","130","222","41","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","38","1269","3444"
"BZN|DK1","02.01.2024 21:00 - 02.01.2024 22:00 (UTC)","222","n/e","n/e","n/e","134","200","40","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","35","1264","3468"
"BZN|DK1","02.01.2024 22:00 - 02.01.2024 23:00 (UTC)","166","n/e","n/e","n/e","119","167","38","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","35","1218","3464"
"BZN|DK1","02.01.2024 23:00 - 03.01.2024 00:00 (UTC)","145","n/e","n/e","n/e","107","157","37","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","29","1214","3428"
"BZN|DK1","03.01.2024 00:00 - 03.01.2024 01:00 (UTC)","134","n/e","n/e","n/e","106","157","38","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","27","1217","3345"
"BZN|DK1","03.01.2024 01:00 - 03.01.2024 02:00 (UTC)","119","n/e","n/e","n/e","115","167","40","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","29","1161","3403"
"BZN|DK1","03.01.2024 02:00 - 03.01.2024 03:00 (UTC)","110","n/e","n/e","n/e","109","161","38","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","27","1075","3261"
"BZN|DK1","03.01.2024 03:00 - 03.01.2024 04:00 (UTC)","110","n/e","n/e","n/e","99","155","37","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","27","1103","3017"
"BZN|DK1","03.01.2024 04:00 - 03.01.2024 05:00 (UTC)","111","n/e","n/e","n/e","100","157","37","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","28","1115","2972"
"BZN|DK1","03.01.2024 05:00 - 03.01.2024 06:00 (UTC)","122","n/e","n/e","n/e","98","176","38","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","33","1171","3199"
"BZN|DK1","03.01.2024 06:00 - 03.01.2024 07:00 (UTC)","135","n/e","n/e","n/e","122","228","40","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","34","1198","3374"
"BZN|DK1","03.01.2024 07:00 - 03.01.2024 08:00 (UTC)","255","n/e","n/e","n/e","138","387","42","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","35","1211","3371"
"BZN|DK1","03.01.2024 08:00 - 03.01.2024 09:00 (UTC)","263","n/e","n/e","n/e","142","389","44","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","13","35","1229","3333"
"BZN|DK1","03.01.2024 09:00 - 03.01.2024 10:00 (UTC)","294","n/e","n/e","n/e","148","391","44","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","58","36","1247","3329"
"BZN|DK1","03.01.2024 10:00 - 03.01.2024 11:00 (UTC)","278","n/e","n/e","n/e","147","390","43","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","92","36","1251","3305"
"BZN|DK1","03.01.2024 11:00 - 03.01.2024 12:00 (UTC)","242","n/e","n/e","n/e","152","391","43","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","104","35","1256","3312"
"BZN|DK1","03.01.2024 12:00 - 03.01.2024 13:00 (UTC)","254","n/e","n/e","n/e","152","387","43","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","75","35","1262","3268"
"BZN|DK1","03.01.2024 13:00 - 03.01.2024 14:00 (UTC)","245","n/e","n/e","n/e","156","392","44","n/e","n/e","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","2","43","36","1268","3229"
"BZN|DK1","03.01.2024 14:00 - 03.01.2024 15:00 (UTC)","269","n/e","n/e","n/e","201","447","44","n/e","n/e","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","2","13","52","1265","3193"
"BZN|DK1","03.01.2024 15:00 - 03.01.2024 16:00 (UTC)","270","n/e","n/e","n/e","328","480","47","n/e","n/e","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","3","0","52","1280","3164"
"BZN|DK1","03.01.2024 16:00 - 03.01.2024 17:00 (UTC)","289","n/e","n/e","n/e","357","504","48","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","0","54","1288","3151"
"BZN|DK1","03.01.2024 17:00 - 03.01.2024 18:00 (UTC)","265","n/e","n/e","n/e","355","513","47","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","0","54","1275","3132"
"BZN|DK1","03.01.2024 18:00 - 03.01.2024 19:00 (UTC)","243","n/e","n/e","n/e","354","521","46","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","0","53","1261","3131"
"BZN|DK1","03.01.2024 19:00 - 03.01.2024 20:00 (UTC)","210","n/e","n/e","n/e","342","508","46","n/e","n/e","n/e","n/e","n/e","4","n/e","n/e","n/e","n/e","3","0","53","1260","3103"
"BZN|DK1","03.01.2024 20:00 - 03.01.2024 21:00 (UTC)","216","n/e","n/e","n/e","235","495","43","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","36","1264","3069"
"BZN|DK1","03.01.2024 21:00 - 03.01.2024 22:00 (UTC)","257","n/e","n/e","n/e","213","491","42","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","34","1265","3147"
"BZN|DK1","03.01.2024 22:00 - 03.01.2024 23:00 (UTC)","272","n/e","n/e","n/e","196","478","40","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","34","1264","3116"
"BZN|DK1","03.01.2024 23:00 - 04.01.2024 00:00 (UTC)","199","n/e","n/e","n/e","175","467","38","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","32","1263","3130"
"BZN|DK1","04.01.2024 00:00 - 04.01.2024 01:00 (UTC)","164","n/e","n/e","n/e","174","450","38","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","32","1247","3121"
"BZN|DK1","04.01.2024 01:00 - 04.01.2024 02:00 (UTC)","148","n/e","n/e","n/e","180","304","37","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","32","1204","3076"
"BZN|DK1","04.01.2024 02:00 - 04.01.2024 03:00 (UTC)","145","n/e","n/e","n/e","129","278","37","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","32","1224","2983"
"BZN|DK1","04.01.2024 03:00 - 04.01.2024 04:00 (UTC)","166","n/e","n/e","n/e","118","315","37","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","33","1262","2891"
"BZN|DK1","04.01.2024 04:00 - 04.01.2024 05:00 (UTC)","264","n/e","n/e","n/e","130","451","38","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","34","1272","2722"
"BZN|DK1","04.01.2024 05:00 - 04.01.2024 06:00 (UTC)","294","n/e","n/e","n/e","279","495","42","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","52","1274","2544"
"BZN|DK1","04.01.2024 06:00 - 04.01.2024 07:00 (UTC)","294","n/e","n/e","n/e","336","584","45","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","0","53","1280","2370"
"BZN|DK1","04.01.2024 07:00 - 04.01.2024 08:00 (UTC)","283","n/e","n/e","n/e","383","624","45","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","4","0","53","1225","2133"
"BZN|DK1","04.01.2024 08:00 - 04.01.2024 09:00 (UTC)","283","n/e","n/e","n/e","397","650","45","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","4","22","54","1205","1917"
"BZN|DK1","04.01.2024 09:00 - 04.01.2024 10:00 (UTC)","278","n/e","n/e","n/e","392","658","44","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","79","54","1066","1770"
"BZN|DK1","04.01.2024 10:00 - 04.01.2024 11:00 (UTC)","271","n/e","n/e","n/e","375","873","40","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","120","52","889","1644"
"BZN|DK1","04.01.2024 11:00 - 04.01.2024 12:00 (UTC)","271","n/e","n/e","n/e","343","871","38","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","152","49","708","1487"
"BZN|DK1","04.01.2024 12:00 - 04.01.2024 13:00 (UTC)","290","n/e","n/e","n/e","329","946","35","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","147","50","594","1229"
"BZN|DK1","04.01.2024 13:00 - 04.01.2024 14:00 (UTC)","273","n/e","n/e","n/e","362","923","36","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","113","49","527","1001"
"BZN|DK1","04.01.2024 14:00 - 04.01.2024 15:00 (UTC)","291","n/e","n/e","n/e","404","935","39","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","40","50","535","844"
"BZN|DK1","04.01.2024 15:00 - 04.01.2024 16:00 (UTC)","266","n/e","n/e","n/e","420","965","44","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","2","53","561","711"
"BZN|DK1","04.01.2024 16:00 - 04.01.2024 17:00 (UTC)","273","n/e","n/e","n/e","446","1013","46","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","4","0","54","608","677"
"BZN|DK1","04.01.2024 17:00 - 04.01.2024 18:00 (UTC)","297","n/e","n/e","n/e","432","1019","46","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","4","0","54","617","665"
"BZN|DK1","04.01.2024 18:00 - 04.01.2024 19:00 (UTC)","300","n/e","n/e","n/e","417","1006","45","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","4","0","52","596","641"
"BZN|DK1","04.01.2024 19:00 - 04.01.2024 20:00 (UTC)","302","n/e","n/e","n/e","428","982","45","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","4","0","52","609","600"
"BZN|DK1","04.01.2024 20:00 - 04.01.2024 21:00 (UTC)","299","n/e","n/e","n/e","366","911","46","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","4","0","53","607","632"
"BZN|DK1","04.01.2024 21:00 - 04.01.2024 22:00 (UTC)","300","n/e","n/e","n/e","364","767","46","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","4","0","54","622","715"
"BZN|DK1","04.01.2024 22:00 - 04.01.2024 23:00 (UTC)","299","n/e","n/e","n/e","329","597","41","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","0","52","683","716"
"BZN|DK1","04.01.2024 23:00 - 05.01.2024 00:00 (UTC)","304","n/e","n/e","n/e","289","484","39","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","51","679","733"
"BZN|DK1","05.01.2024 00:00 - 05.01.2024 01:00 (UTC)","291","n/e","n/e","n/e","293","476","41","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","51","828","757"
"BZN|DK1","05.01.2024 01:00 - 05.01.2024 02:00 (UTC)","279","n/e","n/e","n/e","287","491","42","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","52","862","796"
"BZN|DK1","05.01.2024 02:00 - 05.01.2024 03:00 (UTC)","280","n/e","n/e","n/e","278","493","39","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","51","752","1026"
"BZN|DK1","05.01.2024 03:00 - 05.01.2024 04:00 (UTC)","278","n/e","n/e","n/e","283","491","41","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","52","855","1177"
"BZN|DK1","05.01.2024 04:00 - 05.01.2024 05:00 (UTC)","280","n/e","n/e","n/e","294","490","41","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","53","881","1262"
"BZN|DK1","05.01.2024 05:00 - 05.01.2024 06:00 (UTC)","280","n/e","n/e","n/e","317","519","43","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","53","932","1341"
"BZN|DK1","05.01.2024 06:00 - 05.01.2024 07:00 (UTC)","280","n/e","n/e","n/e","362","546","45","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","4","0","54","947","1455"
"BZN|DK1","05.01.2024 07:00 - 05.01.2024 08:00 (UTC)","280","n/e","n/e","n/e","365","518","45","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","4","0","54","964","1613"
"BZN|DK1","05.01.2024 08:00 - 05.01.2024 09:00 (UTC)","281","n/e","n/e","n/e","364","546","43","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","28","54","953","1709"
"BZN|DK1","05.01.2024 09:00 - 05.01.2024 10:00 (UTC)","279","n/e","n/e","n/e","369","602","44","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","97","53","960","1900"
"BZN|DK1","05.01.2024 10:00 - 05.01.2024 11:00 (UTC)","281","n/e","n/e","n/e","419","652","49","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","4","177","56","1006","1993"
"BZN|DK1","05.01.2024 11:00 - 05.01.2024 12:00 (UTC)","281","n/e","n/e","n/e","378","667","46","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","4","172","54","1034","2017"
"BZN|DK1","05.01.2024 12:00 - 05.01.2024 13:00 (UTC)","296","n/e","n/e","n/e","370","641","44","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","4","149","53","1054","2049"
"BZN|DK1","05.01.2024 13:00 - 05.01.2024 14:00 (UTC)","304","n/e","n/e","n/e","375","675","45","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","4","100","54","1067","2093"
"BZN|DK1","05.01.2024 14:00 - 05.01.2024 15:00 (UTC)","303","n/e","n/e","n/e","387","760","46","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","4","34","56","1081","2130"
"BZN|DK1","05.01.2024 15:00 - 05.01.2024 16:00 (UTC)","303","n/e","n/e","n/e","398","903","47","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","4","1","54","1107","2096"
"BZN|DK1","05.01.2024 16:00 - 05.01.2024 17:00 (UTC)","304","n/e","n/e","n/e","388","954","47","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","4","0","54","1093","2004"
"BZN|DK1","05.01.2024 17:00 - 05.01.2024 18:00 (UTC)","304","n/e","n/e","n/e","394","1033","48","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","4","0","55","1106","1895"
"BZN|DK1","05.01.2024 18:00 - 05.01.2024 19:00 (UTC)","304","n/e","n/e","n/e","401","919","48","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","4","0","55","1138","1779"
"BZN|DK1","05.01.2024 19:00 - 05.01.2024 20:00 (UTC)","304","n/e","n/e","n/e","391","880","48","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","4","0","55","1126","1687"
"BZN|DK1","05.01.2024 20:00 - 05.01.2024 21:00 (UTC)","300","n/e","n/e","n/e","321","832","46","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","0","52","1033","1673"
"BZN|DK1","05.01.2024 21:00 - 05.01.2024 22:00 (UTC)","253","n/e","n/e","n/e","311","824","46","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","3","0","53","1063","1650"
"BZN|DK1","05.01.2024 22:00 - 05.01.2024 23:00 (UTC)","275","n/e","n/e","n/e","301","694","43","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","53","1058","1608"
"BZN|DK1","05.01.2024 23:00 - 06.01.2024 00:00 (UTC)","304","n/e","n/e","n/e","293","723","41","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","51","1093","1532"
"BZN|DK1","06.01.2024 00:00 - 06.01.2024 01:00 (UTC)","304","n/e","n/e","n/e","312","659","42","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","53","1053","1426"
"BZN|DK1","06.01.2024 01:00 - 06.01.2024 02:00 (UTC)","304","n/e","n/e","n/e","298","659","41","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","52","1039","1406"
"BZN|DK1","06.01.2024 02:00 - 06.01.2024 03:00 (UTC)","302","n/e","n/e","n/e","288","646","40","n/e","n/e","n/e","n/e","n/e","3","n/e","n/e","n/e","n/e","2","0","51","991","1403"
