"Time (UTC)","BZN|DE-LU > BZN|DK1 [MW]","BZN|DK1 > BZN|DE-LU [MW]"
"23.04.2024 04:15 - 23.04.2024 04:30","0","1203"
"23.04.2024 04:30 - 23.04.2024 04:45","0","1262"
"23.04.2024 04:45 - 23.04.2024 05:00","0","1200"
"23.04.2024 05:00 - 23.04.2024 05:15","0","886"
"23.04.2024 05:15 - 23.04.2024 05:30","0","823"
"23.04.2024 05:30 - 23.04.2024 05:45","0","875"
"23.04.2024 05:45 - 23.04.2024 06:00","0","954"
"23.04.2024 06:00 - 23.04.2024 06:15","0","580"
"23.04.2024 06:15 - 23.04.2024 06:30","0","735"
"23.04.2024 06:30 - 23.04.2024 06:45","0","758"
"23.04.2024 06:45 - 23.04.2024 07:00","0","912"
"23.04.2024 07:00 - 23.04.2024 07:15","0","1497"
"23.04.2024 07:15 - 23.04.2024 07:30","0","1732"
"23.04.2024 07:30 - 23.04.2024 07:45","0","1765"
"23.04.2024 07:45 - 23.04.2024 08:00","0","1591"
"23.04.2024 08:00 - 23.04.2024 08:15","0","1130"
"23.04.2024 08:15 - 23.04.2024 08:30","0","990"
"23.04.2024 08:30 - 23.04.2024 08:45","0","980"
"23.04.2024 08:45 - 23.04.2024 09:00","0","1069"
"23.04.2024 09:00 - 23.04.2024 09:15","0","1148"
"23.04.2024 09:15 - 23.04.2024 09:30","0","1234"
"23.04.2024 09:30 - 23.04.2024 09:45","0","1281"
"23.04.2024 09:45 - 23.04.2024 10:00","0","1276"
"23.04.2024 10:00 - 23.04.2024 10:15","0","667"
"23.04.2024 10:15 - 23.04.2024 10:30","0","692"
"23.04.2024 10:30 - 23.04.2024 10:45","0","654"
"23.04.2024 10:45 - 23.04.2024 11:00","0","746"
"23.04.2024 11:00 - 23.04.2024 11:15","0","898"
"23.04.2024 11:15 - 23.04.2024 11:30","0","923"
"23.04.2024 11:30 - 23.04.2024 11:45","0","796"
"23.04.2024 11:45 - 23.04.2024 12:00","0","974"
"23.04.2024 12:00 - 23.04.2024 12:15","0","1217"
"23.04.2024 12:15 - 23.04.2024 12:30","0","1344"
"23.04.2024 12:30 - 23.04.2024 12:45","0","1442"
"23.04.2024 12:45 - 23.04.2024 13:00","0","1485"
"23.04.2024 13:00 - 23.04.2024 13:15","0","2069"
"23.04.2024 13:15 - 23.04.2024 13:30","0","2107"
"23.04.2024 13:30 - 23.04.2024 13:45","0","1616"
"23.04.2024 13:45 - 23.04.2024 14:00","0","1628"
"23.04.2024 14:00 - 23.04.2024 14:15","0","1966"
"23.04.2024 14:15 - 23.04.2024 14:30","0","1955"
"23.04.2024 14:30 - 23.04.2024 14:45","0","1608"
"23.04.2024 14:45 - 23.04.2024 15:00","0","1392"
"23.04.2024 15:00 - 23.04.2024 15:15","0","1385"
"23.04.2024 15:15 - 23.04.2024 15:30","0","1425"
"23.04.2024 15:30 - 23.04.2024 15:45","0","1571"
"23.04.2024 15:45 - 23.04.2024 16:00","0","1521"
"23.04.2024 16:00 - 23.04.2024 16:15","0","1828"
"23.04.2024 16:15 - 23.04.2024 16:30","0","1615"
"23.04.2024 16:30 - 23.04.2024 16:45","0","1486"
"23.04.2024 16:45 - 23.04.2024 17:00","0","1491"
"23.04.2024 17:00 - 23.04.2024 17:15","0","1263"
"23.04.2024 17:15 - 23.04.2024 17:30","0","1111"
"23.04.2024 17:30 - 23.04.2024 17:45","0","1150"
"23.04.2024 17:45 - 23.04.2024 18:00","0","1090"
"23.04.2024 18:00 - 23.04.2024 18:15","0","914"
"23.04.2024 18:15 - 23.04.2024 18:30","0","768"
"23.04.2024 18:30 - 23.04.2024 18:45","0","693"
"23.04.2024 18:45 - 23.04.2024 19:00","0","831"
"23.04.2024 19:00 - 23.04.2024 19:15","0","918"
"23.04.2024 19:15 - 23.04.2024 19:30","0","1046"
"23.04.2024 19:30 - 23.04.2024 19:45","0","1040"
"23.04.2024 19:45 - 23.04.2024 20:00","0","1125"
"23.04.2024 20:00 - 23.04.2024 20:15","0","1336"
"23.04.2024 20:15 - 23.04.2024 20:30","0","1559"
"23.04.2024 20:30 - 23.04.2024 20:45","0","1645"
"23.04.2024 20:45 - 23.04.2024 21:00","0","1740"
"23.04.2024 21:00 - 23.04.2024 21:15","0","1932"
"23.04.2024 21:15 - 23.04.2024 21:30","0","2093"
"23.04.2024 21:30 - 23.04.2024 21:45","0","2186"
"23.04.2024 21:45 - 23.04.2024 22:00","0","2218"
"23.04.2024 22:00 - 23.04.2024 22:15","0","2265"
"23.04.2024 22:15 - 23.04.2024 22:30","0","2407"
"23.04.2024 22:30 - 23.04.2024 22:45","0","2366"
"23.04.2024 22:45 - 23.04.2024 23:00","0","2444"
"23.04.2024 23:00 - 23.04.2024 23:15","0","2487"
"23.04.2024 23:15 - 23.04.2024 23:30","0","2442"
"23.04.2024 23:30 - 23.04.2024 23:45","0","2412"
"23.04.2024 23:45 - 24.04.2024 00:00","0","2447"
"24.04.2024 00:00 - 24.04.2024 00:15","0","2428"
"24.04.2024 00:15 - 24.04.2024 00:30","0","2374"
"24.04.2024 00:30 - 24.04.2024 00:45","0","2403"
"24.04.2024 00:45 - 24.04.2024 01:00","0","2454"
"24.04.2024 01:00 - 24.04.2024 01:15","0","2481"
"24.04.2024 01:15 - 24.04.2024 01:30","0","2484"
"24.04.2024 01:30 - 24.04.2024 01:45","0","2484"
"24.04.2024 01:45 - 24.04.2024 02:00","0","2420"
"24.04.2024 02:00 - 24.04.2024 02:15","0","2341"
"24.04.2024 02:15 - 24.04.2024 02:30","0","2227"
"24.04.2024 02:30 - 24.04.2024 02:45","0","2191"
"24.04.2024 02:45 - 24.04.2024 03:00","0","2029"
"24.04.2024 03:00 - 24.04.2024 03:15","0","1706"
"24.04.2024 03:15 - 24.04.2024 03:30","0","1441"
"24.04.2024 03:30 - 24.04.2024 03:45","0","1391"
"24.04.2024 03:45 - 24.04.2024 04:00","0","1172"
"24.04.2024 04:00 - 24.04.2024 04:15","0","821"
"24.04.2024 04:15 - 24.04.2024 04:30","0","638"
"24.04.2024 04:30 - 24.04.2024 04:45","0","580"
"24.04.2024 04:45 - 24.04.2024 05:00","0","599"
"24.04.2024 05:00 - 24.04.2024 05:15","0","367"
"24.04.2024 05:15 - 24.04.2024 05:30","0","325"
"24.04.2024 05:30 - 24.04.2024 05:45","0","313"
"24.04.2024 05:45 - 24.04.2024 06:00","0","400"
"24.04.2024 06:00 - 24.04.2024 06:15","144","0"
"24.04.2024 06:15 - 24.04.2024 06:30","129","0"
"24.04.2024 06:30 - 24.04.2024 06:45","129","0"
"24.04.2024 06:45 - 24.04.2024 07:00","200","0"
"24.04.2024 07:00 - 24.04.2024 07:15","628","0"
"24.04.2024 07:15 - 24.04.2024 07:30","618","0"
"24.04.2024 07:30 - 24.04.2024 07:45","652","0"
"24.04.2024 07:45 - 24.04.2024 08:00","765","0"
"24.04.2024 08:00 - 24.04.2024 08:15","1019","0"
"24.04.2024 08:15 - 24.04.2024 08:30","1303","0"
"24.04.2024 08:30 - 24.04.2024 08:45","1350","0"
"24.04.2024 08:45 - 24.04.2024 09:00","1022","0"
"24.04.2024 09:00 - 24.04.2024 09:15","458","0"
"24.04.2024 09:15 - 24.04.2024 09:30","360","0"
"24.04.2024 09:30 - 24.04.2024 09:45","498","0"
"24.04.2024 09:45 - 24.04.2024 10:00","564","0"
"24.04.2024 10:00 - 24.04.2024 10:15","735","0"
"24.04.2024 10:15 - 24.04.2024 10:30","732","0"
"24.04.2024 10:30 - 24.04.2024 10:45","747","0"
"24.04.2024 10:45 - 24.04.2024 11:00","817","0"
"24.04.2024 11:00 - 24.04.2024 11:15","888","0"
"24.04.2024 11:15 - 24.04.2024 11:30","799","0"
"24.04.2024 11:30 - 24.04.2024 11:45","747","0"
"24.04.2024 11:45 - 24.04.2024 12:00","881","0"
"24.04.2024 12:00 - 24.04.2024 12:15","1134","0"
"24.04.2024 12:15 - 24.04.2024 12:30","1190","0"
"24.04.2024 12:30 - 24.04.2024 12:45","1199","0"
"24.04.2024 12:45 - 24.04.2024 13:00","1194","0"
"24.04.2024 13:00 - 24.04.2024 13:15","1065","0"
"24.04.2024 13:15 - 24.04.2024 13:30","1112","0"
"24.04.2024 13:30 - 24.04.2024 13:45","1092","0"
"24.04.2024 13:45 - 24.04.2024 14:00","1096","0"
"24.04.2024 14:00 - 24.04.2024 14:15","1268","0"
"24.04.2024 14:15 - 24.04.2024 14:30","1100","0"
"24.04.2024 14:30 - 24.04.2024 14:45","1101","0"
"24.04.2024 14:45 - 24.04.2024 15:00","1210","0"
"24.04.2024 15:00 - 24.04.2024 15:15","1077","0"
"24.04.2024 15:15 - 24.04.2024 15:30","1107","0"
"24.04.2024 15:30 - 24.04.2024 15:45","1036","0"
"24.04.2024 15:45 - 24.04.2024 16:00","732","0"
"24.04.2024 16:00 - 24.04.2024 16:15","0","323"
"24.04.2024 16:15 - 24.04.2024 16:30","0","288"
"24.04.2024 16:30 - 24.04.2024 16:45","0","17"
"24.04.2024 16:45 - 24.04.2024 17:00","0","194"
"24.04.2024 17:00 - 24.04.2024 17:15","0","788"
"24.04.2024 17:15 - 24.04.2024 17:30","0","889"
"24.04.2024 17:30 - 24.04.2024 17:45","0","891"
"24.04.2024 17:45 - 24.04.2024 18:00","0","949"
"24.04.2024 18:00 - 24.04.2024 18:15","0","1155"
"24.04.2024 18:15 - 24.04.2024 18:30","0","1233"
"24.04.2024 18:30 - 24.04.2024 18:45","0","1224"
"24.04.2024 18:45 - 24.04.2024 19:00","0","1159"
"24.04.2024 19:00 - 24.04.2024 19:15","0","814"
"24.04.2024 19:15 - 24.04.2024 19:30","0","778"
"24.04.2024 19:30 - 24.04.2024 19:45","0","852"
"24.04.2024 19:45 - 24.04.2024 20:00","0","962"
"24.04.2024 20:00 - 24.04.2024 20:15","0","935"
"24.04.2024 20:15 - 24.04.2024 20:30","0","1207"
"24.04.2024 20:30 - 24.04.2024 20:45","0","1194"
"24.04.2024 20:45 - 24.04.2024 21:00","0","1321"
"24.04.2024 21:00 - 24.04.2024 21:15","0","1677"
"24.04.2024 21:15 - 24.04.2024 21:30","0","1859"
"24.04.2024 21:30 - 24.04.2024 21:45","0","1855"
"24.04.2024 21:45 - 24.04.2024 22:00","0","1656"
"24.04.2024 22:00 - 24.04.2024 22:15","0","934"
"24.04.2024 22:15 - 24.04.2024 22:30","0","712"
"24.04.2024 22:30 - 24.04.2024 22:45","0","695"
"24.04.2024 22:45 - 24.04.2024 23:00","0","617"
"24.04.2024 23:00 - 24.04.2024 23:15","0","397"
"24.04.2024 23:15 - 24.04.2024 23:30","0","360"
"24.04.2024 23:30 - 24.04.2024 23:45","0","380"
"24.04.2024 23:45 - 25.04.2024 00:00","0","466"
"25.04.2024 00:00 - 25.04.2024 00:15","0","975"
"25.04.2024 00:15 - 25.04.2024 00:30","0","1048"
"25.04.2024 00:30 - 25.04.2024 00:45","0","1078"
"25.04.2024 00:45 - 25.04.2024 01:00","0","1102"
"25.04.2024 01:00 - 25.04.2024 01:15","0","1061"
"25.04.2024 01:15 - 25.04.2024 01:30","0","1070"
"25.04.2024 01:30 - 25.04.2024 01:45","0","1056"
"25.04.2024 01:45 - 25.04.2024 02:00","0","1003"
"25.04.2024 02:00 - 25.04.2024 02:15","0","871"
"25.04.2024 02:15 - 25.04.2024 02:30","0","836"
"25.04.2024 02:30 - 25.04.2024 02:45","0","849"
"25.04.2024 02:45 - 25.04.2024 03:00","0","859"
"25.04.2024 03:00 - 25.04.2024 03:15","0","1060"
"25.04.2024 03:15 - 25.04.2024 03:30","0","1046"
"25.04.2024 03:30 - 25.04.2024 03:45","0","1029"
"25.04.2024 03:45 - 25.04.2024 04:00","0","1062"
"25.04.2024 04:00 - 25.04.2024 04:15","0","1100"
"25.04.2024 04:15 - 25.04.2024 04:30","0","1177"
"25.04.2024 04:30 - 25.04.2024 04:45","0","1135"
"25.04.2024 04:45 - 25.04.2024 05:00","0","1028"
"25.04.2024 05:00 - 25.04.2024 05:15","0","723"
"25.04.2024 05:15 - 25.04.2024 05:30","0","641"
"25.04.2024 05:30 - 25.04.2024 05:45","0","657"
"25.04.2024 05:45 - 25.04.2024 06:00","0","757"
"25.04.2024 06:00 - 25.04.2024 06:15","0","988"
"25.04.2024 06:15 - 25.04.2024 06:30","0","1078"
"25.04.2024 06:30 - 25.04.2024 06:45","0","1117"
"25.04.2024 06:45 - 25.04.2024 07:00","0","1113"
"25.04.2024 07:00 - 25.04.2024 07:15","0","827"
"25.04.2024 07:15 - 25.04.2024 07:30","0","763"
"25.04.2024 07:30 - 25.04.2024 07:45","0","712"
"25.04.2024 07:45 - 25.04.2024 08:00","0","730"
"25.04.2024 08:00 - 25.04.2024 08:15","0","397"
"25.04.2024 08:15 - 25.04.2024 08:30","0","370"
"25.04.2024 08:30 - 25.04.2024 08:45","0","415"
"25.04.2024 08:45 - 25.04.2024 09:00","0","668"
"25.04.2024 09:00 - 25.04.2024 09:15","0","827"
"25.04.2024 09:15 - 25.04.2024 09:30","0","987"
"25.04.2024 09:30 - 25.04.2024 09:45","0","663"
"25.04.2024 09:45 - 25.04.2024 10:00","0","564"
"25.04.2024 10:00 - 25.04.2024 10:15","0","481"
"25.04.2024 10:15 - 25.04.2024 10:30","0","630"
"25.04.2024 10:30 - 25.04.2024 10:45","0","472"
"25.04.2024 10:45 - 25.04.2024 11:00","0","179"
"25.04.2024 11:00 - 25.04.2024 11:15","211","0"
"25.04.2024 11:15 - 25.04.2024 11:30","333","0"
"25.04.2024 11:30 - 25.04.2024 11:45","568","0"
"25.04.2024 11:45 - 25.04.2024 12:00","556","0"
"25.04.2024 12:00 - 25.04.2024 12:15","721","0"
"25.04.2024 12:15 - 25.04.2024 12:30","756","0"
"25.04.2024 12:30 - 25.04.2024 12:45","871","0"
"25.04.2024 12:45 - 25.04.2024 13:00","863","0"
"25.04.2024 13:00 - 25.04.2024 13:15","805","0"
"25.04.2024 13:15 - 25.04.2024 13:30","959","0"
"25.04.2024 13:30 - 25.04.2024 13:45","965","0"
"25.04.2024 13:45 - 25.04.2024 14:00","801","0"
"25.04.2024 14:00 - 25.04.2024 14:15","326","0"
"25.04.2024 14:15 - 25.04.2024 14:30","44","0"
"25.04.2024 14:30 - 25.04.2024 14:45","152","0"
"25.04.2024 14:45 - 25.04.2024 15:00","90","0"
"25.04.2024 15:00 - 25.04.2024 15:15","0","524"
"25.04.2024 15:15 - 25.04.2024 15:30","0","629"
"25.04.2024 15:30 - 25.04.2024 15:45","0","569"
"25.04.2024 15:45 - 25.04.2024 16:00","0","716"
"25.04.2024 16:00 - 25.04.2024 16:15","0","1196"
"25.04.2024 16:15 - 25.04.2024 16:30","0","1143"
"25.04.2024 16:30 - 25.04.2024 16:45","0","1111"
"25.04.2024 16:45 - 25.04.2024 17:00","0","1185"
"25.04.2024 17:00 - 25.04.2024 17:15","0","1865"
"25.04.2024 17:15 - 25.04.2024 17:30","0","1990"
"25.04.2024 17:30 - 25.04.2024 17:45","0","1957"
"25.04.2024 17:45 - 25.04.2024 18:00","0","1948"
"25.04.2024 18:00 - 25.04.2024 18:15","0","1743"
"25.04.2024 18:15 - 25.04.2024 18:30","0","1700"
"25.04.2024 18:30 - 25.04.2024 18:45","0","1736"
"25.04.2024 18:45 - 25.04.2024 19:00","0","1773"
"25.04.2024 19:00 - 25.04.2024 19:15","0","1635"
"25.04.2024 19:15 - 25.04.2024 19:30","0","1663"
"25.04.2024 19:30 - 25.04.2024 19:45","0","1664"
"25.04.2024 19:45 - 25.04.2024 20:00","0","1636"
"25.04.2024 20:00 - 25.04.2024 20:15","0","1104"
"25.04.2024 20:15 - 25.04.2024 20:30","0","1135"
"25.04.2024 20:30 - 25.04.2024 20:45","0","1166"
"25.04.2024 20:45 - 25.04.2024 21:00","0","1312"
"25.04.2024 21:00 - 25.04.2024 21:15","0","1344"
"25.04.2024 21:15 - 25.04.2024 21:30","0","1576"
"25.04.2024 21:30 - 25.04.2024 21:45","0","1610"
"25.04.2024 21:45 - 25.04.2024 22:00","0","1506"
"25.04.2024 22:00 - 25.04.2024 22:15","0","613"
"25.04.2024 22:15 - 25.04.2024 22:30","0","425"
"25.04.2024 22:30 - 25.04.2024 22:45","0","439"
"25.04.2024 22:45 - 25.04.2024 23:00","0","689"
"25.04.2024 23:00 - 25.04.2024 23:15","0","1564"
"25.04.2024 23:15 - 25.04.2024 23:30","0","1865"
"25.04.2024 23:30 - 25.04.2024 23:45","0","1900"
"25.04.2024 23:45 - 26.04.2024 00:00","0","1885"
"26.04.2024 00:00 - 26.04.2024 00:15","0","2212"
"26.04.2024 00:15 - 26.04.2024 00:30","0","2270"
"26.04.2024 00:30 - 26.04.2024 00:45","0","2334"
"26.04.2024 00:45 - 26.04.2024 01:00","0","2312"
"26.04.2024 01:00 - 26.04.2024 01:15","0","2018"
"26.04.2024 01:15 - 26.04.2024 01:30","0","2036"
"26.04.2024 01:30 - 26.04.2024 01:45","0","2094"
"26.04.2024 01:45 - 26.04.2024 02:00","0","2116"
"26.04.2024 02:00 - 26.04.2024 02:15","0","1881"
"26.04.2024 02:15 - 26.04.2024 02:30","0","1953"
"26.04.2024 02:30 - 26.04.2024 02:45","0","1978"
"26.04.2024 02:45 - 26.04.2024 03:00","0","1941"
"26.04.2024 03:00 - 26.04.2024 03:15","0","2384"
"26.04.2024 03:15 - 26.04.2024 03:30","0","2318"
"26.04.2024 03:30 - 26.04.2024 03:45","0","2370"
"26.04.2024 03:45 - 26.04.2024 04:00","0","2307"
"26.04.2024 04:00 - 26.04.2024 04:15","0","2453"
"26.04.2024 04:15 - 26.04.2024 04:30","0","2413"
"26.04.2024 04:30 - 26.04.2024 04:45","0","2503"
"26.04.2024 04:45 - 26.04.2024 05:00","0","2276"
"26.04.2024 05:00 - 26.04.2024 05:15","0","1644"
"26.04.2024 05:15 - 26.04.2024 05:30","0","1441"
"26.04.2024 05:30 - 26.04.2024 05:45","0","1427"
"26.04.2024 05:45 - 26.04.2024 06:00","0","1269"
"26.04.2024 06:00 - 26.04.2024 06:15","0","53"
"26.04.2024 06:15 - 26.04.2024 06:30","18","0"
"26.04.2024 06:30 - 26.04.2024 06:45","0","134"
"26.04.2024 06:45 - 26.04.2024 07:00","0","135"
"26.04.2024 07:00 - 26.04.2024 07:15","119","0"
"26.04.2024 07:15 - 26.04.2024 07:30","76","0"
"26.04.2024 07:30 - 26.04.2024 07:45","70","0"
"26.04.2024 07:45 - 26.04.2024 08:00","0","7"
"26.04.2024 08:00 - 26.04.2024 08:15","0","649"
"26.04.2024 08:15 - 26.04.2024 08:30","0","814"
"26.04.2024 08:30 - 26.04.2024 08:45","0","862"
"26.04.2024 08:45 - 26.04.2024 09:00","0","861"
"26.04.2024 09:00 - 26.04.2024 09:15","0","979"
"26.04.2024 09:15 - 26.04.2024 09:30","0","1104"
"26.04.2024 09:30 - 26.04.2024 09:45","0","1306"
"26.04.2024 09:45 - 26.04.2024 10:00","0","1210"
"26.04.2024 10:00 - 26.04.2024 10:15","0","1164"
"26.04.2024 10:15 - 26.04.2024 10:30","0","864"
"26.04.2024 10:30 - 26.04.2024 10:45","0","644"
"26.04.2024 10:45 - 26.04.2024 11:00","0","668"
"26.04.2024 11:00 - 26.04.2024 11:15","0","398"
"26.04.2024 11:15 - 26.04.2024 11:30","0","183"
"26.04.2024 11:30 - 26.04.2024 11:45","0","192"
"26.04.2024 11:45 - 26.04.2024 12:00","0","285"
"26.04.2024 12:00 - 26.04.2024 12:15","0","867"
"26.04.2024 12:15 - 26.04.2024 12:30","0","1177"
"26.04.2024 12:30 - 26.04.2024 12:45","0","1165"
"26.04.2024 12:45 - 26.04.2024 13:00","0","1025"
"26.04.2024 13:00 - 26.04.2024 13:15","0","873"
"26.04.2024 13:15 - 26.04.2024 13:30","0","561"
"26.04.2024 13:30 - 26.04.2024 13:45","0","400"
"26.04.2024 13:45 - 26.04.2024 14:00","0","701"
"26.04.2024 14:00 - 26.04.2024 14:15","0","1018"
"26.04.2024 14:15 - 26.04.2024 14:30","0","1134"
"26.04.2024 14:30 - 26.04.2024 14:45","0","1028"
"26.04.2024 14:45 - 26.04.2024 15:00","0","1169"
"26.04.2024 15:00 - 26.04.2024 15:15","0","2059"
"26.04.2024 15:15 - 26.04.2024 15:30","0","2319"
"26.04.2024 15:30 - 26.04.2024 15:45","0","2132"
"26.04.2024 15:45 - 26.04.2024 16:00","0","2096"
"26.04.2024 16:00 - 26.04.2024 16:15","0","2253"
"26.04.2024 16:15 - 26.04.2024 16:30","0","2103"
"26.04.2024 16:30 - 26.04.2024 16:45","0","2121"
"26.04.2024 16:45 - 26.04.2024 17:00","0","2013"
"26.04.2024 17:00 - 26.04.2024 17:15","0","2379"
"26.04.2024 17:15 - 26.04.2024 17:30","0","2169"
"26.04.2024 17:30 - 26.04.2024 17:45","0","2139"
"26.04.2024 17:45 - 26.04.2024 18:00","0","2131"
"26.04.2024 18:00 - 26.04.2024 18:15","0","2324"
"26.04.2024 18:15 - 26.04.2024 18:30","0","2387"
"26.04.2024 18:30 - 26.04.2024 18:45","0","2344"
"26.04.2024 18:45 - 26.04.2024 19:00","0","2313"
"26.04.2024 19:00 - 26.04.2024 19:15","0","2092"
"26.04.2024 19:15 - 26.04.2024 19:30","0","2056"
"26.04.2024 19:30 - 26.04.2024 19:45","0","2062"
"26.04.2024 19:45 - 26.04.2024 20:00","0","2113"
"26.04.2024 20:00 - 26.04.2024 20:15","0","1956"
"26.04.2024 20:15 - 26.04.2024 20:30","0","2004"
"26.04.2024 20:30 - 26.04.2024 20:45","0","1990"
"26.04.2024 20:45 - 26.04.2024 21:00","0","1853"
"26.04.2024 21:00 - 26.04.2024 21:15","0","1358"
"26.04.2024 21:15 - 26.04.2024 21:30","0","1293"
"26.04.2024 21:30 - 26.04.2024 21:45","0","1294"
"26.04.2024 21:45 - 26.04.2024 22:00","0","1312"
"26.04.2024 22:00 - 26.04.2024 22:15","0","942"
"26.04.2024 22:15 - 26.04.2024 22:30","0","946"
"26.04.2024 22:30 - 26.04.2024 22:45","0","963"
"26.04.2024 22:45 - 26.04.2024 23:00","0","1016"
"26.04.2024 23:00 - 26.04.2024 23:15","0","1523"
"26.04.2024 23:15 - 26.04.2024 23:30","0","1556"
"26.04.2024 23:30 - 26.04.2024 23:45","0","1556"
"26.04.2024 23:45 - 27.04.2024 00:00","0","1539"
"27.04.2024 00:00 - 27.04.2024 00:15","0","1355"
"27.04.2024 00:15 - 27.04.2024 00:30","0","1352"
"27.04.2024 00:30 - 27.04.2024 00:45","0","1353"
"27.04.2024 00:45 - 27.04.2024 01:00","0","1460"
"27.04.2024 01:00 - 27.04.2024 01:15","0","2036"
"27.04.2024 01:15 - 27.04.2024 01:30","0","2104"
"27.04.2024 01:30 - 27.04.2024 01:45","0","2112"
"27.04.2024 01:45 - 27.04.2024 02:00","0","2144"
"27.04.2024 02:00 - 27.04.2024 02:15","0","2377"
"27.04.2024 02:15 - 27.04.2024 02:30","0","2431"
"27.04.2024 02:30 - 27.04.2024 02:45","0","2413"
"27.04.2024 02:45 - 27.04.2024 03:00","0","2389"
"27.04.2024 03:00 - 27.04.2024 03:15","0","2415"
"27.04.2024 03:15 - 27.04.2024 03:30","0","2463"
"27.04.2024 03:30 - 27.04.2024 03:45","0","2455"
"27.04.2024 03:45 - 27.04.2024 04:00","0","2222"
"27.04.2024 04:00 - 27.04.2024 04:15","0","1569"
"27.04.2024 04:15 - 27.04.2024 04:30","0","1319"
"27.04.2024 04:30 - 27.04.2024 04:45","0","1413"
"27.04.2024 04:45 - 27.04.2024 05:00","0","1291"
"27.04.2024 05:00 - 27.04.2024 05:15","0","252"
"27.04.2024 05:15 - 27.04.2024 05:30","0","170"
"27.04.2024 05:30 - 27.04.2024 05:45","0","190"
"27.04.2024 05:45 - 27.04.2024 06:00","3","0"
"27.04.2024 06:00 - 27.04.2024 06:15","1358","0"
"27.04.2024 06:15 - 27.04.2024 06:30","1549","0"
"27.04.2024 06:30 - 27.04.2024 06:45","1439","0"
"27.04.2024 06:45 - 27.04.2024 07:00","1628","0"
"27.04.2024 07:00 - 27.04.2024 07:15","1875","0"
"27.04.2024 07:15 - 27.04.2024 07:30","2016","0"
"27.04.2024 07:30 - 27.04.2024 07:45","1915","0"
"27.04.2024 07:45 - 27.04.2024 08:00","1913","0"
"27.04.2024 08:00 - 27.04.2024 08:15","1994","0"
"27.04.2024 08:15 - 27.04.2024 08:30","1908","0"
"27.04.2024 08:30 - 27.04.2024 08:45","1738","0"
"27.04.2024 08:45 - 27.04.2024 09:00","2040","0"
"27.04.2024 09:00 - 27.04.2024 09:15","2156","0"
"27.04.2024 09:15 - 27.04.2024 09:30","2595","0"
"27.04.2024 09:30 - 27.04.2024 09:45","2431","0"
"27.04.2024 09:45 - 27.04.2024 10:00","2490","0"
"27.04.2024 10:00 - 27.04.2024 10:15","1991","0"
"27.04.2024 10:15 - 27.04.2024 10:30","2018","0"
"27.04.2024 10:30 - 27.04.2024 10:45","1983","0"
"27.04.2024 10:45 - 27.04.2024 11:00","1976","0"
"27.04.2024 11:00 - 27.04.2024 11:15","2035","0"
"27.04.2024 11:15 - 27.04.2024 11:30","2010","0"
"27.04.2024 11:30 - 27.04.2024 11:45","1938","0"
"27.04.2024 11:45 - 27.04.2024 12:00","2057","0"
"27.04.2024 12:00 - 27.04.2024 12:15","2402","0"
"27.04.2024 12:15 - 27.04.2024 12:30","2495","0"
"27.04.2024 12:30 - 27.04.2024 12:45","2475","0"
"27.04.2024 12:45 - 27.04.2024 13:00","2473","0"
"27.04.2024 13:00 - 27.04.2024 13:15","2449","0"
"27.04.2024 13:15 - 27.04.2024 13:30","2370","0"
"27.04.2024 13:30 - 27.04.2024 13:45","2362","0"
"27.04.2024 13:45 - 27.04.2024 14:00","2319","0"
"27.04.2024 14:00 - 27.04.2024 14:15","2447","0"
"27.04.2024 14:15 - 27.04.2024 14:30","2362","0"
"27.04.2024 14:30 - 27.04.2024 14:45","2381","0"
"27.04.2024 14:45 - 27.04.2024 15:00","2193","0"
"27.04.2024 15:00 - 27.04.2024 15:15","1932","0"
"27.04.2024 15:15 - 27.04.2024 15:30","1773","0"
"27.04.2024 15:30 - 27.04.2024 15:45","1758","0"
"27.04.2024 15:45 - 27.04.2024 16:00","1290","0"
"27.04.2024 16:00 - 27.04.2024 16:15","398","0"
"27.04.2024 16:15 - 27.04.2024 16:30","108","0"
"27.04.2024 16:30 - 27.04.2024 16:45","172","0"
"27.04.2024 16:45 - 27.04.2024 17:00","5","0"
"27.04.2024 17:00 - 27.04.2024 17:15","0","284"
"27.04.2024 17:15 - 27.04.2024 17:30","0","469"
"27.04.2024 17:30 - 27.04.2024 17:45","0","574"
"27.04.2024 17:45 - 27.04.2024 18:00","0","723"
"27.04.2024 18:00 - 27.04.2024 18:15","0","1336"
"27.04.2024 18:15 - 27.04.2024 18:30","0","1602"
"27.04.2024 18:30 - 27.04.2024 18:45","0","1652"
"27.04.2024 18:45 - 27.04.2024 19:00","0","1682"
"27.04.2024 19:00 - 27.04.2024 19:15","0","1334"
"27.04.2024 19:15 - 27.04.2024 19:30","0","1393"
"27.04.2024 19:30 - 27.04.2024 19:45","0","1371"
"27.04.2024 19:45 - 27.04.2024 20:00","0","1329"
"27.04.2024 20:00 - 27.04.2024 20:15","0","915"
"27.04.2024 20:15 - 27.04.2024 20:30","0","1008"
"27.04.2024 20:30 - 27.04.2024 20:45","0","935"
"27.04.2024 20:45 - 27.04.2024 21:00","0","806"
"27.04.2024 21:00 - 27.04.2024 21:15","0","584"
"27.04.2024 21:15 - 27.04.2024 21:30","0","516"
"27.04.2024 21:30 - 27.04.2024 21:45","0","520"
"27.04.2024 21:45 - 27.04.2024 22:00","0","315"
